Year,Quarter,State,Count,Amount,Average Transaction
2023,Q2,Assam,16475,28368139.0,1721.8900758725342
2023,Q2,Jharkhand,16662,23216215.0,1393.3630416516626
2023,Q2,Odisha,22163,31307110.0,1412.584487659613
2023,Q2,Bihar,29212,40354886.0,1381.4489250992742
2023,Q2,Kerala,61032,100620604.0,1648.6532310918863
2023,Q2,Karnataka,117232,175704013.0,1498.7717773304216
2023,Q2,Chandigarh,1704,2501107.0,1467.7857981220657
2023,Q2,Telangana,55118,79238968.0,1437.624151819732
2023,Q2,Himachal Pradesh,4197,8499425.0,2025.1191327138433
2023,Q2,West Bengal,49792,65204280.0,1309.5332583547558
2023,Q2,Gujarat,32484,46254095.0,1423.9039219307967
2023,Q2,Sikkim,270,628191.0,2326.633333333333
2023,Q2,Nagaland,269,628890.0,2337.881040892193
2023,Q2,Mizoram,119,232928.0,1957.3781512605042
2023,Q2,Chhattisgarh,10514,16389610.0,1558.8367890431805
2023,Q2,Jammu & Kashmir,5262,10974839.0,2085.678259217028
2023,Q2,Goa,4166,5930801.0,1423.6200192030724
2023,Q2,Arunachal Pradesh,696,2095988.0,3011.477011494253
2023,Q2,Delhi,41358,54951108.0,1328.6693747279849
2023,Q2,Uttarakhand,8051,14034915.0,1743.2511489255994
2023,Q3,Puducherry,2232,2891647.0,1295.540770609319
2023,Q3,Tamil Nadu,91069,114625593.0,1258.667526820323
2023,Q3,Uttar Pradesh,78940,121483170.0,1538.930453508994
2023,Q3,Madhya Pradesh,29300,46963348.0,1602.8446416382253
2023,Q3,Andhra Pradesh,43150,57802396.0,1339.568852838934
2023,Q3,Tripura,2071,2899393.0,1399.9966199903429
2023,Q3,Lakshadweep,12,12407.0,1033.9166666666667
2023,Q3,Manipur,76,193021.0,2539.75
2023,Q3,Maharashtra,104872,151171882.0,1441.4894538103592
2023,Q3,Dadra & Nagar Haveli & Daman & Diu,969,1333103.0,1375.7512899896801
2023,Q3,Meghalaya,809,1728076.0,2136.0642768850435
2023,Q3,Andaman & Nicobar Islands,795,1251145.0,1573.7672955974842
2023,Q3,Haryana,42815,61782311.0,1443.0062127758963
2023,Q3,Rajasthan,39960,64328784.0,1609.8294294294294
2023,Q3,Ladakh,232,649027.0,2797.530172413793
2023,Q3,Punjab,14048,24461488.0,1741.2790432801821
2023,Q3,Assam,22593,35618158.0,1576.5129907493472
2023,Q3,Jharkhand,19478,25165702.0,1292.0064688366363
2023,Q3,Odisha,20263,29008350.0,1431.5920643537481
2023,Q3,Bihar,36550,45832355.0,1253.9632010943913
2023,Q3,Kerala,66059,110021582.0,1665.5048063095112
2023,Q3,Karnataka,139699,199448538.0,1427.7019735288013
2023,Q3,Chandigarh,1883,2660630.0,1412.9739776951674
2023,Q3,Telangana,61523,84397465.0,1371.803471872308
2023,Q3,Himachal Pradesh,3935,7869767.0,1999.940787801779
2023,Q3,West Bengal,58131,76359312.0,1313.572998916241
2023,Q3,Gujarat,51049,65768085.0,1288.3324844756999
2023,Q3,Sikkim,251,698251.0,2781.8764940239043
2023,Q3,Nagaland,268,632287.0,2359.2798507462685
2023,Q3,Mizoram,166,271799.0,1637.3433734939758
2023,Q3,Chhattisgarh,11927,17838382.0,1495.630250691708
2023,Q3,Jammu & Kashmir,5453,10975874.0,2012.813863928113
2023,Q3,Goa,3927,5646054.0,1437.7524828113064
2023,Q3,Arunachal Pradesh,718,1904786.0,2652.9052924791085
2023,Q3,Delhi,47113,58878500.0,1249.7293740581156
2023,Q3,Uttarakhand,7856,12636749.0,1608.5474796334013
2023,Q4,Puducherry,2447,3419395.0,1397.3825091949325
2023,Q4,Tamil Nadu,104871,139433796.0,1329.5743913951426
2023,Q4,Uttar Pradesh,92125,165509877.0,1796.5793975576662
2023,Q4,Madhya Pradesh,40784,73801070.0,1809.5593860337387
2023,Q4,Andhra Pradesh,41798,62342423.0,1491.5168907603233
2023,Q4,Tripura,2237,3169741.0,1416.9606616003575
2023,Q4,Lakshadweep,53,78346.0,1478.2264150943397
2023,Q4,Manipur,225,476626.0,2118.337777777778
2023,Q4,Maharashtra,136968,217657114.0,1589.109237194089
2023,Q4,Dadra & Nagar Haveli & Daman & Diu,1207,1973867.0,1635.3496271748136
2023,Q4,Meghalaya,806,1843364.0,2287.0521091811415
2023,Q4,Andaman & Nicobar Islands,1145,1757821.0,1535.2148471615722
2023,Q4,Haryana,47506,80747159.0,1699.7254873068664
2023,Q4,Rajasthan,49741,94701652.0,1903.8952172252266
2023,Q4,Ladakh,242,718967.0,2970.938016528926
2023,Q4,Punjab,13777,28715828.0,2084.330986426653
2023,Q4,Assam,23168,38731734.0,1671.777192679558
2023,Q4,Jharkhand,22398,33484644.0,1494.9836592552906
2023,Q4,Odisha,25065,39753392.0,1586.012048673449
2023,Q4,Bihar,41447,57624322.0,1390.313460564094
2023,Q4,Kerala,73543,121905046.0,1657.6023006948317
2023,Q4,Karnataka,156076,248056311.0,1589.3302685870985
2023,Q4,Chandigarh,1767,3053934.0,1728.3157894736842
2023,Q4,Telangana,63993,105605522.0,1650.2667791789727
2023,Q4,Himachal Pradesh,5211,11898824.0,2283.4051045864517
2023,Q4,West Bengal,72712,100365562.0,1380.3163439322257
2023,Q4,Gujarat,41128,66735446.0,1622.6280392919666
2023,Q4,Sikkim,324,793745.0,2449.83024691358
2023,Q4,Nagaland,331,822973.0,2486.323262839879
2023,Q4,Mizoram,312,557950.0,1788.301282051282
2023,Q4,Chhattisgarh,17300,29704673.0,1717.0331213872832
2023,Q4,Jammu & Kashmir,6264,13932309.0,2224.1872605363983
2023,Q4,Goa,4883,7411001.0,1517.714724554577
2023,Q4,Arunachal Pradesh,809,2105408.0,2602.4820766378243
2023,Q4,Delhi,56336,77332401.0,1372.6995349332576
2023,Q4,Uttarakhand,10040,19045152.0,1896.9274900398407
