State,District,Year,Quarter,Count,Amount,Average Transaction
Haryana,Panchkula,2021,Q1,1145687,2252411265.671176,1965.9918159769431
Haryana,Bhiwani,2021,Q1,1699650,5156315675.845505,3033.7514640340687
Haryana,Sirsa,2021,Q1,1294809,3492030664.7386966,2696.9465494437377
Haryana,Mewat,2021,Q1,3236320,8671355565.335659,2679.3875653012246
Haryana,Panipat,2021,Q1,3288095,7866864997.406405,2392.5297162662287
Haryana,Gurugram,2021,Q1,31719830,39350276708.73313,1240.557616756872
Haryana,Kaithal,2021,Q1,852261,2586851316.8576727,3035.280643907996
Haryana,Kurukshetra,2021,Q1,2295153,5110348415.3477,2226.582896803699
Haryana,Jhajjar,2021,Q1,2301315,5484919037.9458275,2383.384733487518
Haryana,Yamunanagar,2021,Q2,1288367,2864427756.781926,2223.3010910570715
Haryana,Sonipat,2021,Q2,5818055,12924700817.493427,2221.4813743585146
Haryana,Jind,2021,Q2,1550803,4689686886.344697,3024.037796125425
Haryana,Rohtak,2021,Q2,3586587,8769888644.596024,2445.1905515176472
Haryana,Faridabad,2021,Q2,14467773,23831325859.81366,1647.200703232879
Haryana,Mahendragarh,2021,Q2,2724054,6287702298.385579,2308.2149980821155
Haryana,Hisar,2021,Q2,4588374,11866795026.651602,2586.2745771490295
Haryana,Karnal,2021,Q2,3501189,7822099240.647442,2234.1265326286134
Haryana,Fatehabad,2021,Q2,1100601,3020218252.6477695,2744.153651184916
Haryana,Palwal,2021,Q2,4765916,9533885152.80025,2000.430799200038
Haryana,Charkhi Dadri,2021,Q2,684041,2088906079.701446,3053.773209064144
Haryana,Ambala,2021,Q2,3023586,6179397558.051969,2043.731369986489
Haryana,Rewari,2021,Q2,5377720,9762169802.61403,1815.299011963068
Haryana,Panchkula,2021,Q2,1272702,2459954745.8011866,1932.8599670631354
Haryana,Bhiwani,2021,Q2,2267331,6728640756.042201,2967.6481978335764
Haryana,Sirsa,2021,Q2,1608624,4366016286.75495,2714.1310130614424
Haryana,Mewat,2021,Q2,4011429,9985192715.597248,2489.185952336997
Haryana,Panipat,2021,Q2,4781725,10716524259.182951,2241.1419015486986
Haryana,Gurugram,2021,Q2,32311326,39938868048.39106,1236.0640367526564
Haryana,Kaithal,2021,Q2,1115241,3361028623.8560677,3013.7240505469827
Haryana,Kurukshetra,2021,Q2,2888055,6319003500.327952,2187.9789340327493
Haryana,Jhajjar,2021,Q2,2947357,6840921926.20001,2321.0360761183697
Haryana,Yamunanagar,2021,Q3,1645578,3389970834.12311,2060.0487087960037
Haryana,Sonipat,2021,Q3,7173052,14357121849.97747,2001.5360058699519
Haryana,Jind,2021,Q3,1850342,5031028936.730069,2718.972458459068
Haryana,Rohtak,2021,Q3,4615616,10168683402.047003,2203.104288148538
Haryana,Faridabad,2021,Q3,19367342,30608591108.260963,1580.422915455356
Haryana,Mahendragarh,2021,Q3,3395777,7301706022.252072,2150.2313085494343
Haryana,Hisar,2021,Q3,5215891,12437366867.171389,2384.514336509599
Haryana,Karnal,2021,Q3,4403307,8835919266.381252,2006.655285761645
Haryana,Fatehabad,2021,Q3,1376222,3397455787.171774,2468.682950259314
Haryana,Palwal,2021,Q3,5875612,10372287086.183144,1765.3117813400788
Haryana,Charkhi Dadri,2021,Q3,836718,2300260231.729553,2749.146345279477
Haryana,Ambala,2021,Q3,3571542,6863762736.196912,1921.7925300043823
Haryana,Rewari,2021,Q3,7225396,12146892237.730429,1681.138616863412
Haryana,Panchkula,2021,Q3,1687993,3102317465.6037097,1837.8734186715878
Haryana,Bhiwani,2021,Q3,2813880,7537025745.245574,2678.5171170218964
Haryana,Sirsa,2021,Q3,2082195,5060911913.209234,2430.5657794823414
Haryana,Mewat,2021,Q3,5054460,11174788500.58817,2210.8768296886647
Haryana,Panipat,2021,Q3,6120958,12577188571.756681,2054.774525777939
Haryana,Gurugram,2021,Q3,47680658,55914389975.07391,1172.6849485817481
Haryana,Kaithal,2021,Q3,1318837,3485425651.3276243,2642.802447404512
Haryana,Kurukshetra,2021,Q3,3292588,6684284263.874128,2030.100414590021
Haryana,Jhajjar,2021,Q3,3855729,8079713806.573341,2095.508736888236
Haryana,Yamunanagar,2021,Q4,2005594,4432197771.83603,2209.917745982502
Haryana,Sonipat,2021,Q4,8588386,18170993284.939045,2115.763460671079
Haryana,Jind,2021,Q4,2259248,6816681201.932595,3017.2345851064583
Haryana,Rohtak,2021,Q4,5544335,13098837015.965267,2362.5623300116727
Haryana,Faridabad,2021,Q4,23169872,38292223252.23201,1652.673059748971
Haryana,Mahendragarh,2021,Q4,4181692,9914590329.515892,2370.951837083145
Haryana,Hisar,2021,Q4,6193863,16081687128.153656,2596.3905123755007
Haryana,Karnal,2021,Q4,5416815,11527031601.801613,2128.009097929616
Haryana,Fatehabad,2021,Q4,1625730,4609405749.168196,2835.2836874316126
Haryana,Palwal,2021,Q4,7384842,13860018394.657877,1876.8198960326947
Haryana,Charkhi Dadri,2021,Q4,1043359,3067273213.74452,2939.806158517366
Haryana,Ambala,2021,Q4,4375829,8691950949.003767,1986.355259541396
Haryana,Rewari,2021,Q4,8487387,15492946892.608118,1825.4083256257925
Haryana,Panchkula,2021,Q4,2002888,3658626137.798519,1826.675349694301
Haryana,Bhiwani,2021,Q4,3472532,10151556217.957071,2923.387377843335
Haryana,Sirsa,2021,Q4,2446496,6559405966.752363,2681.1431397199763
Haryana,Mewat,2021,Q4,6907605,14906046920.126253,2157.918253884849
Haryana,Panipat,2021,Q4,7419868,16276012822.879314,2193.571748564707
Haryana,Gurugram,2021,Q4,56754843,69593103272.65858,1226.2055464175733
Haryana,Kaithal,2021,Q4,1588180,4762264446.440141,2998.567194172034
Haryana,Kurukshetra,2021,Q4,4001894,8695022744.013264,2172.726899816253
Haryana,Jhajjar,2021,Q4,4815717,10582723986.276371,2197.538598359574
Haryana,Yamunanagar,2022,Q1,2253333,4786194823.90891,2124.051271564793
Haryana,Sonipat,2022,Q1,9614092,19484490398.321857,2026.6594493085627
Haryana,Jind,2022,Q1,2576211,7336008430.987074,2847.5961134344484
Haryana,Rohtak,2022,Q1,6268896,14421297234.32816,2300.452461538389
Haryana,Faridabad,2022,Q1,25918817,42896865210.61576,1655.0471887129634
Haryana,Mahendragarh,2022,Q1,4634666,10481118324.311756,2261.461413683695
Haryana,Hisar,2022,Q1,7216543,18068574001.484863,2503.771404325432
Haryana,Karnal,2022,Q1,6097787,12324299904.907103,2021.1102658894288
Haryana,Fatehabad,2022,Q1,1857156,5055875001.302255,2722.374965432228
Haryana,Palwal,2022,Q1,8401353,15280812571.295765,1818.8513887341437
Haryana,Charkhi Dadri,2022,Q1,1198361,3394984317.1234503,2833.0230348980404
Haryana,Ambala,2022,Q1,4660808,8760751717.308666,1879.6637229657747
Haryana,Rewari,2022,Q1,9346086,16678823765.17648,1784.57846045676
Haryana,Panchkula,2022,Q1,2183923,3869505496.22182,1771.8140686378686
Haryana,Bhiwani,2022,Q1,3961445,10910190978.316551,2754.0937658648677
Haryana,Sirsa,2022,Q1,2831725,7379924149.999417,2606.1584899661575
Haryana,Mewat,2022,Q1,8788025,17806136968.706028,2026.181874619841
Haryana,Panipat,2022,Q1,9264902,19020193908.564423,2052.9298538251587
Haryana,Gurugram,2022,Q1,63282822,77508209556.89508,1224.790663679554
Haryana,Kaithal,2022,Q1,1752259,4991707455.869148,2848.7269609510627
Haryana,Kurukshetra,2022,Q1,4494806,9312857727.477526,2071.9153902254125
Haryana,Jhajjar,2022,Q1,5384593,11535220709.655296,2142.264180348505
Haryana,Yamunanagar,2022,Q2,2726028,5530827750.428615,2028.896163366119
Haryana,Sonipat,2022,Q2,11943138,22987659569.928097,1924.758766911016
Haryana,Jind,2022,Q2,3043047,8415027257.794132,2765.3293747333287
Haryana,Rohtak,2022,Q2,7714114,16685032554.576132,2162.922735465944
Haryana,Faridabad,2022,Q2,30409719,48406473821.00494,1591.8093100763258
Haryana,Mahendragarh,2022,Q2,5525636,11861770615.020473,2146.6796971462604
Haryana,Hisar,2022,Q2,8798889,20864338832.46772,2371.246964527876
Haryana,Karnal,2022,Q2,7462000,14355989091.566263,1923.8795351871165
Haryana,Fatehabad,2022,Q2,2150031,5634767483.027428,2620.7842970763804
Haryana,Palwal,2022,Q2,9782307,17323076797.706825,1770.8580192491224
Haryana,Charkhi Dadri,2022,Q2,1432206,3932766336.636679,2745.950189174378
Haryana,Ambala,2022,Q2,6192518,10618896839.332031,1714.794666617365
Haryana,Rewari,2022,Q2,11224593,19046645607.857338,1696.8673704122134
Haryana,Panchkula,2022,Q2,2677014,4456867627.309149,1664.865266789471
Haryana,Bhiwani,2022,Q2,4742369,12775972575.885208,2694.006429251964
Haryana,Sirsa,2022,Q2,3313264,8249933481.558682,2489.971665873496
Haryana,Mewat,2022,Q2,10609222,20575618595.503452,1939.4088082522405
Haryana,Panipat,2022,Q2,10820296,21066063900.647213,1946.902737286227
Haryana,Gurugram,2022,Q2,79880852,92145454120.45726,1153.5361956386903
Haryana,Kaithal,2022,Q2,2058838,5739157316.646477,2787.5711040142432
Haryana,Kurukshetra,2022,Q2,5673323,11097243348.707338,1956.039405601856
Haryana,Jhajjar,2022,Q2,6520558,13464451725.44448,2064.923235932336
Haryana,Yamunanagar,2022,Q3,3301355,6133608086.146572,1857.9062494480515
Haryana,Sonipat,2022,Q3,16738938,29152136081.765587,1741.5762028490449
Haryana,Jind,2022,Q3,3980057,9507339927.814547,2388.7446656705033
Haryana,Rohtak,2022,Q3,9939686,18965127888.07128,1908.020825614741
Haryana,Faridabad,2022,Q3,31002825,46163415393.391945,1489.0067403016321
Haryana,Mahendragarh,2022,Q3,6121120,12093049365.916506,1975.626905846725
Haryana,Hisar,2022,Q3,15314209,30005386061.118546,1959.3167404936517
Haryana,Karnal,2022,Q3,9139842,16912349321.593098,1850.3984337577276
Haryana,Fatehabad,2022,Q3,2655690,6105812008.823677,2299.143352132093
Haryana,Palwal,2022,Q3,11032395,17956834811.920967,1627.6461105608498
Haryana,Charkhi Dadri,2022,Q3,1905318,4437299973.709106,2328.9025630939855
Haryana,Ambala,2022,Q3,6086047,10116706967.312647,1662.2788104187573
Haryana,Rewari,2022,Q3,12015067,19436985212.741524,1617.7175884863168
Haryana,Panchkula,2022,Q3,3163399,5091947798.204769,1609.64449890917
Haryana,Bhiwani,2022,Q3,5766666,13530980795.262136,2346.4131259313676
Haryana,Sirsa,2022,Q3,3534343,8047893249.892181,2277.054957566988
Haryana,Mewat,2022,Q3,10832560,19134475751.357685,1766.3853928672156
Haryana,Panipat,2022,Q3,13837300,24633921100.885296,1780.2548980570846
Haryana,Gurugram,2022,Q3,87103856,99360193857.46599,1140.70947510597
Haryana,Kaithal,2022,Q3,2421074,6088867214.3334255,2514.944695756274
Haryana,Kurukshetra,2022,Q3,5217298,10020415182.250603,1920.6139235770322
Haryana,Jhajjar,2022,Q3,8252765,15159748528.04851,1836.9296263795843
Haryana,Yamunanagar,2022,Q4,3466371,6908891031.202131,1993.1193260046691
Haryana,Sonipat,2022,Q4,17683407,32605509131.386887,1843.847689044701
Haryana,Jind,2022,Q4,4569840,11512394906.155674,2519.2118118261633
Haryana,Rohtak,2022,Q4,14350357,27248544247.193787,1898.8060190553995
Haryana,Faridabad,2022,Q4,33161524,49923713557.162994,1505.4710259143396
Haryana,Mahendragarh,2022,Q4,6486647,13766606940.210634,2122.299385215603
Haryana,Hisar,2022,Q4,16862076,34368965296.50037,2038.2404453935783
Haryana,Karnal,2022,Q4,12214724,23383107604.30776,1914.3377782672583
Haryana,Fatehabad,2022,Q4,4022738,8995759822.121244,2236.2281168003597
Haryana,Palwal,2022,Q4,13114018,21856737361.773544,1666.6697698427397
Haryana,Charkhi Dadri,2022,Q4,2645352,6130087693.027288,2317.3051045861907
Haryana,Ambala,2022,Q4,7963628,13826073864.167889,1736.1526510489803
Haryana,Rewari,2022,Q4,13324092,22585777499.591316,1695.1081919571943
Haryana,Panchkula,2022,Q4,3484454,5413495938.537835,1553.613834057742
Haryana,Bhiwani,2022,Q4,6808665,16552856640.695545,2431.1457004707304
Haryana,Sirsa,2022,Q4,3999862,9396522425.89089,2349.211654274795
Haryana,Mewat,2022,Q4,11181774,20507941017.884888,1834.0507524016214
Haryana,Panipat,2022,Q4,12217738,23682687583.537937,1938.385614713455
Haryana,Gurugram,2022,Q4,92493335,107046551341.7809,1157.3434057900593
Haryana,Kaithal,2022,Q4,2779368,7328533737.39424,2636.7626515791503
Haryana,Kurukshetra,2022,Q4,5165029,10664712701.059044,2064.7924147297226
Haryana,Jhajjar,2022,Q4,8653366,16785189538.5209,1939.7295270442623
Haryana,Yamunanagar,2023,Q1,4918119,9171861157.0,1864.9124100087859
Haryana,Sonipat,2023,Q1,14926351,27671143422.0,1853.8451509012484
Haryana,Jind,2023,Q1,5251923,13385502174.0,2548.6859144736127
Haryana,Rohtak,2023,Q1,9725029,20430910988.0,2100.8586183136317
Haryana,Faridabad,2023,Q1,53175744,76414257465.0,1437.0134147065248
Haryana,Mahendragarh,2023,Q1,9912656,20183169351.0,2036.1010561649673
Haryana,Hisar,2023,Q1,13701000,30219366691.0,2205.632194073425
Haryana,Karnal,2023,Q1,9090175,18235777673.0,2006.0975364060648
Haryana,Fatehabad,2023,Q1,3820064,9102850639.0,2382.90527043526
Haryana,Palwal,2023,Q1,18488944,29954221651.0,1620.115332222327
Haryana,Charkhi Dadri,2023,Q1,2581032,6473350369.0,2508.0473116954768
Haryana,Ambala,2023,Q1,5655447,9664464609.0,1708.877230924452
Haryana,Rewari,2023,Q1,19315925,31293744915.0,1620.100767372
Haryana,Panchkula,2023,Q1,4529784,6696325946.0,1478.2881360347426
Haryana,Bhiwani,2023,Q1,8488847,20481542376.0,2412.7590444261746
Haryana,Sirsa,2023,Q1,6142496,13741899241.0,2237.184890474491
Haryana,Mewat,2023,Q1,19821886,34386439914.0,1734.7713489019159
Haryana,Panipat,2023,Q1,10810722,20832156394.0,1926.990296670287
Haryana,Gurugram,2023,Q1,139674963,149429170153.0,1069.8350437579854
Haryana,Kaithal,2023,Q1,3438425,8883282220.0,2583.5323498404064
Haryana,Kurukshetra,2023,Q1,5631223,11448146780.0,2032.9769891904475
Haryana,Jhajjar,2023,Q1,12217709,23051039608.0,1886.6908360642735
Haryana,Yamunanagar,2023,Q2,5808079,9919078218.0,1707.8070422251487
Haryana,Sonipat,2023,Q2,18352363,31280283056.0,1704.4280922298672
Haryana,Jind,2023,Q2,6187437,15030128160.0,2429.136354842886
Haryana,Rohtak,2023,Q2,11834768,23293874429.0,1968.2578001529055
Haryana,Faridabad,2023,Q2,62235387,82469498511.0,1325.122289526375
Haryana,Mahendragarh,2023,Q2,12061191,22742640627.0,1885.604881557717
Haryana,Hisar,2023,Q2,16085808,33933659480.0,2109.540253122504
Haryana,Karnal,2023,Q2,10807453,20061638056.0,1856.278075509558
Haryana,Fatehabad,2023,Q2,4424871,10133855573.0,2290.203617913381
Haryana,Palwal,2023,Q2,22095549,33459783079.0,1514.3223225184402
Haryana,Charkhi Dadri,2023,Q2,3105049,7557654917.0,2433.988937694703
Haryana,Ambala,2023,Q2,6675407,10715602407.0,1605.235816632604
Haryana,Rewari,2023,Q2,23333100,34976781377.0,1499.0199063562063
Haryana,Panchkula,2023,Q2,5464299,7550273654.0,1381.7460673363591
Haryana,Bhiwani,2023,Q2,10238046,24420606605.0,2385.280023649044
Haryana,Sirsa,2023,Q2,7134767,15394065489.0,2157.612924009992
Haryana,Mewat,2023,Q2,24567537,39427690839.0,1604.8695007155175
Haryana,Panipat,2023,Q2,13037367,23049537864.0,1767.9595783412403
Haryana,Gurugram,2023,Q2,168827725,167788722810.0,993.845784571225
Haryana,Kaithal,2023,Q2,3922814,9724187583.0,2478.8806155479206
Haryana,Kurukshetra,2023,Q2,6544160,12610485630.0,1926.9830856825017
Haryana,Jhajjar,2023,Q2,14793013,26202080272.0,1771.2470253355418
Haryana,Yamunanagar,2023,Q3,6408631,10177812673.0,1588.141472492331
Haryana,Sonipat,2023,Q3,21154223,32882849453.0,1554.4342826016348
Haryana,Jind,2023,Q3,6721726,14894423555.0,2215.862942791777
Haryana,Rohtak,2023,Q3,13369559,24254493149.0,1814.1580548019572
Haryana,Faridabad,2023,Q3,66682736,85332036120.0,1279.6720896395134
Haryana,Mahendragarh,2023,Q3,13252417,22922045828.0,1729.6502085619552
Haryana,Hisar,2023,Q3,18073013,35148922011.0,1944.8291223494389
Haryana,Karnal,2023,Q3,12073464,20709050300.0,1715.253410288878
Haryana,Fatehabad,2023,Q3,4797828,9920913384.0,2067.7926311656024
Haryana,Palwal,2023,Q3,22985522,32341536595.0,1407.0394657558788
Haryana,Charkhi Dadri,2023,Q3,3433508,7469802341.0,2175.5599057873173
Haryana,Ambala,2023,Q3,7237154,10979756162.0,1517.1372837996814
Haryana,Rewari,2023,Q3,26636621,36790267491.0,1381.1912363433785
Haryana,Panchkula,2023,Q3,6126632,8010911173.0,1307.555468159341
Haryana,Bhiwani,2023,Q3,11167022,23378793940.0,2093.5567190608203
Haryana,Sirsa,2023,Q3,8038856,15754461789.0,1959.7890283144766
Haryana,Mewat,2023,Q3,21207864,33007216065.0,1556.3668300117354
Haryana,Panipat,2023,Q3,15202667,24746289923.0,1627.7597820829726
Haryana,Gurugram,2023,Q3,188985975,179654213171.0,950.6219346223972
Haryana,Kaithal,2023,Q3,4196072,9510552010.0,2266.536896888328
Haryana,Kurukshetra,2023,Q3,6909143,12496389852.0,1808.6743684419328
Haryana,Jhajjar,2023,Q3,16858845,27109243755.0,1608.0131085492512
Haryana,Yamunanagar,2023,Q4,6991742,11819683477.0,1690.5205422339668
Haryana,Sonipat,2023,Q4,23629291,38060293204.0,1610.725146344848
Haryana,Jind,2023,Q4,7226532,17543501701.0,2427.6515624645403
Haryana,Rohtak,2023,Q4,14365051,27721945728.0,1929.818817072073
Haryana,Faridabad,2023,Q4,77144627,98044262238.0,1270.9149820375694
Haryana,Mahendragarh,2023,Q4,14773841,27377180805.0,1853.0848413083638
Haryana,Hisar,2023,Q4,19279136,40480356223.0,2099.6976328711
Haryana,Karnal,2023,Q4,13150252,23923058627.0,1819.209139642343
Haryana,Fatehabad,2023,Q4,5154841,11852503562.0,2299.2956644055557
Haryana,Palwal,2023,Q4,27386099,39320293870.0,1435.775641868526
Haryana,Charkhi Dadri,2023,Q4,3799592,8719353952.0,2294.8132199457204
Haryana,Ambala,2023,Q4,7948396,12682205404.0,1595.567886149608
Haryana,Rewari,2023,Q4,29185255,42640323109.0,1461.0228044606772
Haryana,Panchkula,2023,Q4,6373601,8394694513.0,1317.1038653031464
Haryana,Bhiwani,2023,Q4,12376271,27923308511.0,2256.1972431760746
Haryana,Sirsa,2023,Q4,8582959,17979944370.0,2094.84215991245
Haryana,Mewat,2023,Q4,28925897,44628376293.0,1542.851939665
Haryana,Panipat,2023,Q4,16907853,28907667371.0,1709.7183995507887
Haryana,Gurugram,2023,Q4,200753426,196708697020.0,979.8522542773442
Haryana,Kaithal,2023,Q4,4537055,11306787353.0,2492.098366230958
Haryana,Kurukshetra,2023,Q4,7577329,14423964029.0,1903.5683984422478
Haryana,Jhajjar,2023,Q4,18679187,31812083240.0,1703.0764368920338
Himachal Pradesh,Solan,2018,Q1,118881,146873607.41695297,1235.4674625630082
Himachal Pradesh,Sirmaur,2018,Q1,37721,43579534.40144637,1155.312277019336
Himachal Pradesh,Shimla,2018,Q1,54161,84375526.97610706,1557.865013129504
Himachal Pradesh,Bilaspur,2018,Q1,21880,20215586.707121648,923.9299226289602
Himachal Pradesh,Hamirpur,2018,Q1,32709,37506250.252365,1146.6645342983584
Himachal Pradesh,Una,2018,Q1,39070,48375221.958015576,1238.167953878054
Himachal Pradesh,Kangra,2018,Q1,62061,83269925.3876329,1341.7432105127682
Himachal Pradesh,Kullu,2018,Q1,23978,36599342.90480824,1526.3717951792576
Himachal Pradesh,Mandi,2018,Q1,44169,50308276.31329341,1138.9951394256925
Himachal Pradesh,Lahul And Spiti,2018,Q1,335,441404.9147610669,1317.6266112270653
Himachal Pradesh,Chamba,2018,Q1,41138,69091183.95337541,1679.4978840336287
Himachal Pradesh,Kinnaur,2018,Q1,5815,8101945.186458489,1393.283780990282
Himachal Pradesh,Solan,2018,Q2,166516,254576422.91686356,1528.8406094120899
Himachal Pradesh,Sirmaur,2018,Q2,53040,77059907.62248287,1452.8640200317282
Himachal Pradesh,Shimla,2018,Q2,82195,162202102.59693143,1973.381624149053
Himachal Pradesh,Bilaspur,2018,Q2,30705,41392933.9580691,1348.0844799892234
Himachal Pradesh,Hamirpur,2018,Q2,41507,63207300.3000073,1522.810617486383
Himachal Pradesh,Una,2018,Q2,51637,81025669.32592821,1569.139751068579
Himachal Pradesh,Kangra,2018,Q2,97426,172859755.31581038,1774.2671906453143
Himachal Pradesh,Kullu,2018,Q2,39948,96624850.44143352,2418.7656563891437
Himachal Pradesh,Mandi,2018,Q2,58415,85994890.15581088,1472.1371249817835
Himachal Pradesh,Lahul And Spiti,2018,Q2,774,1438357.7915857893,1858.34339998164
Himachal Pradesh,Chamba,2018,Q2,55922,125825520.94711924,2250.0182566274316
Himachal Pradesh,Kinnaur,2018,Q2,9610,20961589.979082577,2181.2268448577083
Himachal Pradesh,Solan,2018,Q3,229164,373018057.4322363,1627.734100610202
Himachal Pradesh,Sirmaur,2018,Q3,78762,124334576.99894318,1578.611221133836
Himachal Pradesh,Shimla,2018,Q3,109765,261701779.39463177,2384.200604879805
Himachal Pradesh,Bilaspur,2018,Q3,37993,56133326.966728725,1477.4649795154035
Himachal Pradesh,Hamirpur,2018,Q3,58022,90529572.1234664,1560.2628679374445
Himachal Pradesh,Una,2018,Q3,73766,150521417.27225596,2040.5256794763977
Himachal Pradesh,Kangra,2018,Q3,123560,243834956.6313929,1973.4133751326715
Himachal Pradesh,Kullu,2018,Q3,40813,95127772.88091436,2330.820397444794
Himachal Pradesh,Mandi,2018,Q3,74604,128941896.30651332,1728.3509772467069
Himachal Pradesh,Lahul And Spiti,2018,Q3,972,2922830.176216326,3007.0269302637103
Himachal Pradesh,Chamba,2018,Q3,44858,190977335.4683498,4257.375172061836
Himachal Pradesh,Kinnaur,2018,Q3,14475,35997911.20638294,2486.9023285929493
Himachal Pradesh,Solan,2018,Q4,347191,577618789.1056865,1663.6917117831008
Himachal Pradesh,Sirmaur,2018,Q4,122707,199344353.77429008,1624.5556795805462
Himachal Pradesh,Shimla,2018,Q4,156832,396860638.04644364,2530.4825421243345
Himachal Pradesh,Bilaspur,2018,Q4,51395,92955686.23996082,1808.6523249335698
Himachal Pradesh,Hamirpur,2018,Q4,76300,146948802.40681252,1925.934500744594
Himachal Pradesh,Una,2018,Q4,110312,222928340.6712972,2020.8893019009463
Himachal Pradesh,Kangra,2018,Q4,187764,414603049.9879074,2208.1072515919313
Himachal Pradesh,Kullu,2018,Q4,64285,157752014.91735005,2453.94749813098
Himachal Pradesh,Mandi,2018,Q4,109661,203827486.01186574,1858.705337466061
Himachal Pradesh,Lahul And Spiti,2018,Q4,1015,2322169.334039093,2287.8515606296482
Himachal Pradesh,Chamba,2018,Q4,63298,160650916.98309675,2538.009368117425
Himachal Pradesh,Kinnaur,2018,Q4,17123,45486720.66048766,2656.4691152536157
Himachal Pradesh,Solan,2019,Q1,626201,733453989.2236599,1171.2756594506554
Himachal Pradesh,Sirmaur,2019,Q1,174812,238804557.7773369,1366.065017146059
Himachal Pradesh,Shimla,2019,Q1,363648,708861957.1918447,1949.3080044214314
Himachal Pradesh,Bilaspur,2019,Q1,73141,109483745.6606721,1496.886092077933
Himachal Pradesh,Hamirpur,2019,Q1,126323,189186708.125866,1497.6426155638007
Himachal Pradesh,Una,2019,Q1,151550,232335414.5268033,1533.061131816584
Himachal Pradesh,Kangra,2019,Q1,266655,478900506.5331108,1795.9554725510895
Himachal Pradesh,Kullu,2019,Q1,92009,187262819.029819,2035.266322096958
Himachal Pradesh,Mandi,2019,Q1,167637,287549707.5047521,1715.3117003093118
Himachal Pradesh,Lahul And Spiti,2019,Q1,897,2325335.6414572285,2592.3474263737216
Himachal Pradesh,Chamba,2019,Q1,104811,170503559.13791427,1626.7716092577523
Himachal Pradesh,Kinnaur,2019,Q1,21034,42813142.63781583,2035.4256269761258
Himachal Pradesh,Solan,2019,Q2,481957,783011937.8847647,1624.6510329443595
Himachal Pradesh,Sirmaur,2019,Q2,127208,220885809.97856867,1736.4144548972445
Himachal Pradesh,Shimla,2019,Q2,807095,1698682743.2090461,2104.6874819061522
Himachal Pradesh,Bilaspur,2019,Q2,68748,128917341.52795482,1875.2158830504861
Himachal Pradesh,Hamirpur,2019,Q2,150149,270178390.1615547,1799.4018618942164
Himachal Pradesh,Una,2019,Q2,105685,189321647.9190805,1791.376713053702
Himachal Pradesh,Kangra,2019,Q2,295433,591536934.950475,2002.2710223653924
Himachal Pradesh,Kullu,2019,Q2,129068,331174039.37828636,2565.8880541907083
Himachal Pradesh,Mandi,2019,Q2,245467,464902888.77251077,1893.9527055470217
Himachal Pradesh,Lahul And Spiti,2019,Q2,1324,3494809.084068289,2639.5839003536926
Himachal Pradesh,Chamba,2019,Q2,62922,128008869.00606377,2034.4055975026822
Himachal Pradesh,Kinnaur,2019,Q2,27250,65768561.738205254,2413.5252014020275
Himachal Pradesh,Solan,2019,Q3,563580,919355818.0941985,1631.2782889637647
Himachal Pradesh,Sirmaur,2019,Q3,154972,258531496.7275585,1668.2465008360123
Himachal Pradesh,Shimla,2019,Q3,695970,1981429213.7026682,2847.003769850235
Himachal Pradesh,Bilaspur,2019,Q3,88416,142694743.74010605,1613.901824784044
Himachal Pradesh,Hamirpur,2019,Q3,187716,301844559.3146769,1607.9852506695054
Himachal Pradesh,Una,2019,Q3,134630,227364592.3232284,1688.8107578045635
Himachal Pradesh,Kangra,2019,Q3,373339,645470163.0699661,1728.911694384905
Himachal Pradesh,Kullu,2019,Q3,146216,316994313.5845799,2167.9864965843676
Himachal Pradesh,Mandi,2019,Q3,262386,545822136.934624,2080.225838781886
Himachal Pradesh,Lahul And Spiti,2019,Q3,3227,6393534.6480257325,1981.2626736987086
Himachal Pradesh,Chamba,2019,Q3,87489,151224161.28503343,1728.4934252881326
Himachal Pradesh,Kinnaur,2019,Q3,37239,74894047.69871384,2011.1723649591513
Himachal Pradesh,Solan,2019,Q4,693523,1168760137.4633098,1685.250723427067
Himachal Pradesh,Sirmaur,2019,Q4,190673,324766028.26129776,1703.2617531653552
Himachal Pradesh,Shimla,2019,Q4,900252,2553513821.2140336,2836.443374981709
Himachal Pradesh,Bilaspur,2019,Q4,114888,204391757.70598233,1779.0522744410412
Himachal Pradesh,Hamirpur,2019,Q4,258323,429776009.8441242,1663.7156189891114
Himachal Pradesh,Una,2019,Q4,173510,293924768.3295568,1693.993247245443
Himachal Pradesh,Kangra,2019,Q4,492277,877780658.252526,1783.103127411043
Himachal Pradesh,Kullu,2019,Q4,204518,442222672.1025748,2162.26773243712
Himachal Pradesh,Mandi,2019,Q4,332554,678830304.0119476,2041.263385831918
Himachal Pradesh,Lahul And Spiti,2019,Q4,4141,8457290.813101089,2042.330551340519
Himachal Pradesh,Chamba,2019,Q4,111755,196209094.0899575,1755.707521721243
Himachal Pradesh,Kinnaur,2019,Q4,40232,92530995.15982531,2299.93525451942
Himachal Pradesh,Solan,2020,Q1,821088,1293083622.0835805,1574.8417003823956
Himachal Pradesh,Sirmaur,2020,Q1,240485,386990850.03422594,1609.2099300755804
Himachal Pradesh,Shimla,2020,Q1,1115491,2725598845.0394974,2443.407293325986
Himachal Pradesh,Bilaspur,2020,Q1,144278,226926312.01782265,1572.8407104189318
Himachal Pradesh,Hamirpur,2020,Q1,247878,312050564.78676903,1258.8876979270813
