Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2019,Q4,Tamil Nadu,Tirunelveli,136178,1506103,11.05981142328423
2019,Q4,Tamil Nadu,Thiruvallur,934744,16550582,17.706005066627867
2019,Q4,Tamil Nadu,Theni,96179,1142433,11.878195863961988
2019,Q4,Tamil Nadu,Ranipet,141642,2023415,14.285416754917327
2019,Q4,Tamil Nadu,Namakkal,169515,1979201,11.675668819868449
2019,Q4,Tamil Nadu,Vellore,198172,3676316,18.55113739579759
2019,Q4,Tamil Nadu,Thiruvarur,64519,719556,11.15262170833398
2020,Q1,Tamil Nadu,Tiruchirappalli,339829,4719933,13.88914130342025
2020,Q1,Tamil Nadu,Ramanathapuram,93243,1175864,12.610748259922996
2020,Q1,Tamil Nadu,Krishnagiri,379857,6993104,18.40983317406287
2020,Q1,Tamil Nadu,Cuddalore,247650,2974425,12.010599636583889
2020,Q1,Tamil Nadu,Kancheepuram,626872,12333880,19.675276611493256
2020,Q1,Tamil Nadu,Tiruppur,488697,7062739,14.452184073157806
2020,Q1,Tamil Nadu,Dharmapuri,194617,3208124,16.484294794391033
2020,Q1,Tamil Nadu,Thoothukkudi,152572,1838344,12.04902603361036
2020,Q1,Tamil Nadu,Thanjavur,208798,2797086,13.396134062586807
2020,Q1,Tamil Nadu,Madurai,402474,5507257,13.683509990707474
2020,Q1,Tamil Nadu,Tiruvannamalai,230261,3220937,13.988200346563248
2020,Q1,Tamil Nadu,Salem,442045,5979694,13.527342238912327
2020,Q1,Tamil Nadu,Nagapattinam,101777,1199502,11.785590064552895
2020,Q1,Tamil Nadu,Tirupathur,148648,2283628,15.362655400678111
2020,Q1,Tamil Nadu,Ariyalur,60040,750655,12.502581612258494
2020,Q1,Tamil Nadu,Chennai,1340762,25098869,18.719854082976696
2020,Q1,Tamil Nadu,The Nilgiris,80235,1121593,13.978849629214183
2020,Q1,Tamil Nadu,Erode,279035,3501764,12.549551131578475
2020,Q1,Tamil Nadu,Karur,102936,1273957,12.376204632004352
2020,Q1,Tamil Nadu,Kallakkurichi,138096,1826308,13.224916000463447
2020,Q1,Tamil Nadu,Viluppuram,181301,2691021,14.842835946850817
2020,Q1,Tamil Nadu,Pudukkottai,103610,1301766,12.564096129717209
2020,Q1,Tamil Nadu,Perambalur,50493,630038,12.477729586279287
2020,Q1,Tamil Nadu,Coimbatore,868832,14620009,16.8271990442341
2020,Q1,Tamil Nadu,Virudhunagar,158388,1996827,12.607186150465944
2020,Q1,Tamil Nadu,Dindigul,204661,2864002,13.993882566781165
2020,Q1,Tamil Nadu,Sivaganga,106993,1359734,12.708625797949399
2020,Q1,Tamil Nadu,Tenkasi,92142,1017754,11.045494996852684
2020,Q1,Tamil Nadu,Chengalpattu,912587,24586991,26.942078946993547
2020,Q1,Tamil Nadu,Kanniyakumari,171611,1981360,11.545646840820227
2020,Q1,Tamil Nadu,Tirunelveli,158258,1860525,11.756277723716968
2020,Q1,Tamil Nadu,Thiruvallur,1041642,18732482,17.983608571850983
2020,Q1,Tamil Nadu,Theni,111186,1398101,12.574433831597503
2020,Q1,Tamil Nadu,Ranipet,160257,2386777,14.893433672164086
2020,Q1,Tamil Nadu,Namakkal,191510,2352284,12.282825962090753
2020,Q1,Tamil Nadu,Vellore,225181,4369641,19.405016409022075
2020,Q1,Tamil Nadu,Thiruvarur,75272,891778,11.847406738229354
2020,Q2,Tamil Nadu,Tiruchirappalli,383178,4397712,11.476942830747069
2020,Q2,Tamil Nadu,Ramanathapuram,111008,1538437,13.858793960795618
2020,Q2,Tamil Nadu,Krishnagiri,424184,6702370,15.800619542462705
2020,Q2,Tamil Nadu,Cuddalore,283455,3562036,12.566495563669719
2020,Q2,Tamil Nadu,Kancheepuram,678899,7473570,11.008367960477184
2020,Q2,Tamil Nadu,Tiruppur,550609,5884781,10.687767544664181
2020,Q2,Tamil Nadu,Dharmapuri,221016,3874848,17.531979585188402
2020,Q2,Tamil Nadu,Thoothukkudi,176731,2097792,11.86997187816512
2020,Q2,Tamil Nadu,Thanjavur,240366,2808288,11.68338284116722
2020,Q2,Tamil Nadu,Madurai,456527,5318809,11.650590217007975
2020,Q2,Tamil Nadu,Tiruvannamalai,264353,4180733,15.814963325553332
2020,Q2,Tamil Nadu,Salem,499360,6083707,12.183008250560718
2020,Q2,Tamil Nadu,Nagapattinam,119011,1465103,12.310651956541832
2020,Q2,Tamil Nadu,Tirupathur,170574,2597785,15.22966571693224
2020,Q2,Tamil Nadu,Ariyalur,70530,1030795,14.614986530554374
2020,Q2,Tamil Nadu,Chennai,1436722,13039961,9.076189408946199
2020,Q2,Tamil Nadu,The Nilgiris,93246,1275950,13.683696887802158
2020,Q2,Tamil Nadu,Erode,317681,3331606,10.487268675180449
2020,Q2,Tamil Nadu,Karur,118636,1436363,12.107311440035065
2020,Q2,Tamil Nadu,Kallakkurichi,160550,2486862,15.489641856119588
2020,Q2,Tamil Nadu,Viluppuram,206170,3122431,15.144933792501334
2020,Q2,Tamil Nadu,Pudukkottai,122447,1627425,13.290852368779962
2020,Q2,Tamil Nadu,Perambalur,58963,747910,12.684395298746672
2020,Q2,Tamil Nadu,Coimbatore,958191,9575606,9.993420935909437
2020,Q2,Tamil Nadu,Virudhunagar,184693,2347483,12.710189341231125
2020,Q2,Tamil Nadu,Dindigul,236638,3137832,13.260051217471412
2020,Q2,Tamil Nadu,Sivaganga,125461,1694826,13.508787591363053
2020,Q2,Tamil Nadu,Tenkasi,108499,1389035,12.802283892017439
2020,Q2,Tamil Nadu,Chengalpattu,979769,11430968,11.667003140536188
2020,Q2,Tamil Nadu,Kanniyakumari,201361,2294160,11.393268805776689
2020,Q2,Tamil Nadu,Tirunelveli,182743,2083902,11.403457314370455
2020,Q2,Tamil Nadu,Thiruvallur,1140330,13599646,11.92606175405365
2020,Q2,Tamil Nadu,Theni,129850,1754220,13.509587986137852
2020,Q2,Tamil Nadu,Ranipet,180545,2540420,14.070841064554543
2020,Q2,Tamil Nadu,Namakkal,217014,2357316,10.862506566396638
2020,Q2,Tamil Nadu,Vellore,252106,3459528,13.722513545889427
2020,Q2,Tamil Nadu,Thiruvarur,89370,1157231,12.94876356719257
2020,Q3,Tamil Nadu,Tiruchirappalli,433221,5742354,13.255022263463683
2020,Q3,Tamil Nadu,Ramanathapuram,127682,1769579,13.85926755533278
2020,Q3,Tamil Nadu,Krishnagiri,480568,9843357,20.48275582227697
2020,Q3,Tamil Nadu,Cuddalore,323758,4318946,13.340044107018205
2020,Q3,Tamil Nadu,Kancheepuram,744437,10979357,14.748537485374854
2020,Q3,Tamil Nadu,Tiruppur,625391,8853479,14.156709962247618
2020,Q3,Tamil Nadu,Dharmapuri,250927,4858338,19.36155933797479
2020,Q3,Tamil Nadu,Thoothukkudi,202127,2568735,12.708519890959645
2020,Q3,Tamil Nadu,Thanjavur,275156,3451569,12.544044105889023
2020,Q3,Tamil Nadu,Madurai,516447,6967595,13.491403764568291
2020,Q3,Tamil Nadu,Tiruvannamalai,299947,4626373,15.423968234388076
2020,Q3,Tamil Nadu,Salem,564858,8036658,14.227749275039036
2020,Q3,Tamil Nadu,Nagapattinam,136672,1679819,12.290878892531023
2020,Q3,Tamil Nadu,Tirupathur,195018,3207917,16.449338009824736
2020,Q3,Tamil Nadu,Ariyalur,81288,1186221,14.592818128136994
2020,Q3,Tamil Nadu,Chennai,1566152,19853785,12.676793184824973
2020,Q3,Tamil Nadu,The Nilgiris,107078,1552763,14.50123274622238
2020,Q3,Tamil Nadu,Erode,364107,4686901,12.872317752748506
2020,Q3,Tamil Nadu,Karur,136196,1821465,13.373850920731886
2020,Q3,Tamil Nadu,Kallakkurichi,186752,3015004,16.144426833447568
2020,Q3,Tamil Nadu,Viluppuram,233908,3650029,15.604549651999932
2020,Q3,Tamil Nadu,Pudukkottai,142310,1923958,13.519485629962757
2020,Q3,Tamil Nadu,Perambalur,68517,960757,14.022169680517244
2020,Q3,Tamil Nadu,Coimbatore,1073680,14633137,13.628955554727666
2020,Q3,Tamil Nadu,Virudhunagar,211752,2813373,13.286169670180211
2020,Q3,Tamil Nadu,Dindigul,271023,3960702,14.613896237588692
2020,Q3,Tamil Nadu,Sivaganga,145227,2077288,14.303731399808575
2020,Q3,Tamil Nadu,Tenkasi,125008,1608242,12.8651126327915
2020,Q3,Tamil Nadu,Chengalpattu,1064263,15465951,14.532076187934749
2020,Q3,Tamil Nadu,Kanniyakumari,232596,2873401,12.353613131782145
2020,Q3,Tamil Nadu,Tirunelveli,209034,2600875,12.4423538754461
2020,Q3,Tamil Nadu,Thiruvallur,1260923,18894716,14.984829367058893
2020,Q3,Tamil Nadu,Theni,150319,2140066,14.236829675556649
2020,Q3,Tamil Nadu,Ranipet,203081,3140985,15.466661085970623
2020,Q3,Tamil Nadu,Namakkal,246708,3170275,12.85031292053764
2020,Q3,Tamil Nadu,Vellore,283896,4428079,15.597539239721588
2020,Q3,Tamil Nadu,Thiruvarur,103424,1321235,12.774936185024753
2020,Q4,Tamil Nadu,Tiruchirappalli,487716,7800392,15.993717655356805
2020,Q4,Tamil Nadu,Ramanathapuram,145999,2165346,14.831238570127192
2020,Q4,Tamil Nadu,Krishnagiri,545815,15449925,28.30615684801627
2020,Q4,Tamil Nadu,Cuddalore,369293,5648690,15.295957410511436
2020,Q4,Tamil Nadu,Kancheepuram,829207,18203380,21.952757272912553
2020,Q4,Tamil Nadu,Tiruppur,710489,12955683,18.23488189120451
2020,Q4,Tamil Nadu,Dharmapuri,282824,6532789,23.0984251690097
2020,Q4,Tamil Nadu,Thoothukkudi,229630,3340803,14.548634760266516
2020,Q4,Tamil Nadu,Thanjavur,313862,4559579,14.527336855050946
2020,Q4,Tamil Nadu,Madurai,582252,9594616,16.47845949863633
2020,Q4,Tamil Nadu,Tiruvannamalai,339997,6067460,17.84562804965926
2020,Q4,Tamil Nadu,Salem,638883,11221873,17.564832684544744
2020,Q4,Tamil Nadu,Nagapattinam,157944,2206727,13.971578534164008
2020,Q4,Tamil Nadu,Tirupathur,222641,4673945,20.993190831877328
2020,Q4,Tamil Nadu,Ariyalur,92841,1414528,15.236027186264689
2020,Q4,Tamil Nadu,Chennai,1731527,34622039,19.995090460616556
2020,Q4,Tamil Nadu,The Nilgiris,122548,2221229,18.125379443156966
2020,Q4,Tamil Nadu,Erode,414616,6764324,16.314671889169738
2020,Q4,Tamil Nadu,Karur,155208,2430114,15.657143961651462
2020,Q4,Tamil Nadu,Kallakkurichi,212502,3489787,16.422372495317692
2020,Q4,Tamil Nadu,Viluppuram,265349,4842033,18.24779064552721
2020,Q4,Tamil Nadu,Pudukkottai,163394,2443995,14.957678984540436
2020,Q4,Tamil Nadu,Perambalur,78324,1246209,15.910946836218784
2020,Q4,Tamil Nadu,Coimbatore,1205249,22669786,18.809213697750423
2020,Q4,Tamil Nadu,Virudhunagar,241382,3709784,15.36893388902238
2020,Q4,Tamil Nadu,Dindigul,307925,5367168,17.43011447592758
2020,Q4,Tamil Nadu,Sivaganga,166798,2627172,15.750620511037303
2020,Q4,Tamil Nadu,Tenkasi,142862,2009081,14.06308885497893
2020,Q4,Tamil Nadu,Chengalpattu,1170720,25436109,21.726893706437064
2020,Q4,Tamil Nadu,Kanniyakumari,262708,3675595,13.991180321878284
2020,Q4,Tamil Nadu,Tirunelveli,237977,3457326,14.527983796753468
2020,Q4,Tamil Nadu,Thiruvallur,1408348,29646954,21.05087236961319
2020,Q4,Tamil Nadu,Theni,171990,2779589,16.16134077562649
2020,Q4,Tamil Nadu,Ranipet,229732,4467031,19.444531018752286
2020,Q4,Tamil Nadu,Namakkal,280271,4367389,15.582735994805027
2020,Q4,Tamil Nadu,Vellore,319993,6500445,20.31433500107815
2020,Q4,Tamil Nadu,Thiruvarur,118770,1624657,13.679018270607056
2021,Q1,Tamil Nadu,Tiruchirappalli,527667,8836445,16.74625284507085
2021,Q1,Tamil Nadu,Ramanathapuram,158933,2470213,15.542480164597661
2021,Q1,Tamil Nadu,Krishnagiri,592655,18257136,30.80567277758561
2021,Q1,Tamil Nadu,Cuddalore,401780,6718405,16.721601373886205
2021,Q1,Tamil Nadu,Kancheepuram,895950,22914978,25.57617947430102
2021,Q1,Tamil Nadu,Tiruppur,772074,15416834,19.968078189396355
2021,Q1,Tamil Nadu,Dharmapuri,306834,7786122,25.375681964840926
2021,Q1,Tamil Nadu,Thoothukkudi,249036,3774093,15.154808943285309
2021,Q1,Tamil Nadu,Thanjavur,340874,5383102,15.7920580625099
2021,Q1,Tamil Nadu,Madurai,630685,10792871,17.11293434916004
2021,Q1,Tamil Nadu,Tiruvannamalai,369304,7105656,19.24066893399476
2021,Q1,Tamil Nadu,Salem,693137,13212180,19.061426528954595
2021,Q1,Tamil Nadu,Nagapattinam,172162,2709896,15.740384056876662
2021,Q1,Tamil Nadu,Tirupathur,242300,5673187,23.413895996698308
2021,Q1,Tamil Nadu,Ariyalur,101107,1628883,16.110486909907326
2021,Q1,Tamil Nadu,Chennai,1865001,44025572,23.606192168261572
2021,Q1,Tamil Nadu,The Nilgiris,132909,2667830,20.072606068814
2021,Q1,Tamil Nadu,Erode,449675,7891302,17.548900872852617
2021,Q1,Tamil Nadu,Karur,168402,2748286,16.319794301730383
2021,Q1,Tamil Nadu,Kallakkurichi,231208,4214895,18.229883914051417
2021,Q1,Tamil Nadu,Viluppuram,287910,5813660,20.192629641207322
2021,Q1,Tamil Nadu,Pudukkottai,178074,2798190,15.71363590417467
2021,Q1,Tamil Nadu,Perambalur,85113,1379818,16.211601048018515
2021,Q1,Tamil Nadu,Coimbatore,1304141,28188456,21.614576951418595
2021,Q1,Tamil Nadu,Virudhunagar,262406,4141001,15.780892967386416
2021,Q1,Tamil Nadu,Dindigul,334350,6175195,18.46925377598325
2021,Q1,Tamil Nadu,Sivaganga,181917,3022065,16.612328699351902
2021,Q1,Tamil Nadu,Tenkasi,155104,2189726,14.117791933154528
2021,Q1,Tamil Nadu,Chengalpattu,1259678,32721455,25.97604705329457
2021,Q1,Tamil Nadu,Kanniyakumari,284941,4119075,14.455887359137506
2021,Q1,Tamil Nadu,Tirunelveli,258947,3981829,15.377003788420025
2021,Q1,Tamil Nadu,Thiruvallur,1522407,36786664,24.163488475814944
2021,Q1,Tamil Nadu,Theni,187104,3191924,17.059624593808792
2021,Q1,Tamil Nadu,Ranipet,248923,5222726,20.9812914033657
2021,Q1,Tamil Nadu,Namakkal,304004,5067526,16.669274088498835
2021,Q1,Tamil Nadu,Vellore,346428,7829717,22.60128222891914
2021,Q1,Tamil Nadu,Thiruvarur,129468,1944801,15.02148021132635
2021,Q2,Tamil Nadu,Tiruchirappalli,565156,10014470,17.719833108026812
2021,Q2,Tamil Nadu,Ramanathapuram,170759,5788658,33.89957776749688
2021,Q2,Tamil Nadu,Krishnagiri,635191,20912278,32.92281849081615
2021,Q2,Tamil Nadu,Cuddalore,430763,7572362,17.578951766980914
2021,Q2,Tamil Nadu,Kancheepuram,957182,14405043,15.049429471093271
2021,Q2,Tamil Nadu,Tiruppur,828168,13987286,16.88943064692188
2021,Q2,Tamil Nadu,Dharmapuri,329355,11902186,36.13786339967512
2021,Q2,Tamil Nadu,Thoothukkudi,267294,6425418,24.0387663022739
2021,Q2,Tamil Nadu,Thanjavur,365299,6514813,17.834193359412428
2021,Q2,Tamil Nadu,Madurai,675035,10452990,15.485108179575874
2021,Q2,Tamil Nadu,Tiruvannamalai,396885,11401391,28.727190495987504
2021,Q2,Tamil Nadu,Salem,742566,14905297,20.07268983497763
2021,Q2,Tamil Nadu,Nagapattinam,184857,3829274,20.71479035146086
2021,Q2,Tamil Nadu,Tirupathur,259721,6705794,25.81922139526646
2021,Q2,Tamil Nadu,Ariyalur,108556,2853636,26.28722502671432
2021,Q2,Tamil Nadu,Chennai,1988355,23465841,11.801635522831688
2021,Q2,Tamil Nadu,The Nilgiris,142446,3953366,27.75343638993022
2021,Q2,Tamil Nadu,Erode,482323,8787572,18.21926800090396
2021,Q2,Tamil Nadu,Karur,181017,5491006,30.334200655187082
2021,Q2,Tamil Nadu,Kallakkurichi,248488,6466350,26.022785808570234
2021,Q2,Tamil Nadu,Viluppuram,309150,7877686,25.481759663593724
2021,Q2,Tamil Nadu,Pudukkottai,191659,6718305,35.053428224085486
2021,Q2,Tamil Nadu,Perambalur,91400,2624650,28.716083150984684
2021,Q2,Tamil Nadu,Coimbatore,1393621,20466115,14.68556730990707
2021,Q2,Tamil Nadu,Virudhunagar,281847,6465638,22.94024062700685
2021,Q2,Tamil Nadu,Dindigul,358919,10288708,28.665821536335496
2021,Q2,Tamil Nadu,Sivaganga,195549,6634652,33.92833509759702
2021,Q2,Tamil Nadu,Tenkasi,166417,3782378,22.72831501589381
2021,Q2,Tamil Nadu,Chengalpattu,1344163,20067816,14.929600055945595
2021,Q2,Tamil Nadu,Kanniyakumari,305185,4065120,13.320182839916772
2021,Q2,Tamil Nadu,Tirunelveli,277572,5628868,20.278947444266713
2021,Q2,Tamil Nadu,Thiruvallur,1626966,25866052,15.89833592097192
2021,Q2,Tamil Nadu,Theni,200555,4717639,23.522918900052353
2021,Q2,Tamil Nadu,Ranipet,266500,5358940,20.10859287054409
2021,Q2,Tamil Nadu,Namakkal,326094,6676942,20.47551319558164
2021,Q2,Tamil Nadu,Vellore,370600,7417717,20.015426335671883
2021,Q2,Tamil Nadu,Thiruvarur,138929,3476217,25.021536180351113
2021,Q3,Tamil Nadu,Tiruchirappalli,607438,13013878,21.424207902699536
2021,Q3,Tamil Nadu,Ramanathapuram,184592,7525400,40.767747247984744
2021,Q3,Tamil Nadu,Krishnagiri,683549,27316621,39.96293023616449
2021,Q3,Tamil Nadu,Cuddalore,463831,9827523,21.187723545860454
2021,Q3,Tamil Nadu,Kancheepuram,1025651,19375692,18.891115983897055
2021,Q3,Tamil Nadu,Tiruppur,891753,21671965,24.302654434579978
2021,Q3,Tamil Nadu,Dharmapuri,355076,15339761,43.20134562741497
2021,Q3,Tamil Nadu,Thoothukkudi,288108,8777581,30.466286947950074
2021,Q3,Tamil Nadu,Thanjavur,392930,8199685,20.868055378820657
2021,Q3,Tamil Nadu,Madurai,725021,13827478,19.071831022825545
2021,Q3,Tamil Nadu,Tiruvannamalai,428728,13794613,32.175675486555576
2021,Q3,Tamil Nadu,Salem,798213,20472771,25.648255540814294
2021,Q3,Tamil Nadu,Nagapattinam,199299,4991047,25.043010752688172
2021,Q3,Tamil Nadu,Tirupathur,279522,8722087,31.20357968245791
2021,Q3,Tamil Nadu,Ariyalur,117383,3848076,32.78222570559621
2021,Q3,Tamil Nadu,Chennai,2124347,32604176,15.347857953526425
2021,Q3,Tamil Nadu,The Nilgiris,153030,5408994,35.345971378161146
2021,Q3,Tamil Nadu,Erode,519095,12194930,23.492674751249773
2021,Q3,Tamil Nadu,Karur,195366,7353859,37.64144733474607
2021,Q3,Tamil Nadu,Kallakkurichi,268553,8113239,30.210941601843956
2021,Q3,Tamil Nadu,Viluppuram,333349,9367720,28.101839213556964
2021,Q3,Tamil Nadu,Pudukkottai,207359,8715851,42.0326631590623
2021,Q3,Tamil Nadu,Perambalur,98707,3559584,36.06212325366995
2021,Q3,Tamil Nadu,Coimbatore,1494350,29670591,19.85518185164118
2021,Q3,Tamil Nadu,Virudhunagar,303934,8566821,28.18645166384807
2021,Q3,Tamil Nadu,Dindigul,386724,14066264,36.372875746010074
2021,Q3,Tamil Nadu,Sivaganga,211419,8437970,39.911124354953905
2021,Q3,Tamil Nadu,Tenkasi,179448,5091451,28.372848959029913
2021,Q3,Tamil Nadu,Chengalpattu,1438295,26216614,18.227563886407168
2021,Q3,Tamil Nadu,Kanniyakumari,327767,5466962,16.679415560443854
2021,Q3,Tamil Nadu,Tirunelveli,298663,7647663,25.606328872341066
2021,Q3,Tamil Nadu,Thiruvallur,1744228,33893931,19.432053034351014
2021,Q3,Tamil Nadu,Theni,215932,6649668,30.795194783542968
2021,Q3,Tamil Nadu,Ranipet,286775,6784440,23.657710748844913
2021,Q3,Tamil Nadu,Namakkal,351110,9186158,26.1631910227564
2021,Q3,Tamil Nadu,Vellore,397837,9908984,24.907145388689337
2021,Q3,Tamil Nadu,Thiruvarur,150058,4216686,28.10037452185155
2021,Q4,Tamil Nadu,Tiruchirappalli,649095,18168700,27.99081798504071
2021,Q4,Tamil Nadu,Ramanathapuram,197871,5823063,29.428582258137876
2021,Q4,Tamil Nadu,Krishnagiri,731018,41063180,56.17259766517377
2021,Q4,Tamil Nadu,Cuddalore,496175,15600629,31.44178767571925
2021,Q4,Tamil Nadu,Kancheepuram,1094222,38045414,34.76937403927174
2021,Q4,Tamil Nadu,Tiruppur,954674,38382082,40.20438599982821
2021,Q4,Tamil Nadu,Dharmapuri,380374,18597625,48.89299741833038
2021,Q4,Tamil Nadu,Thoothukkudi,308403,8325418,26.995256206975938
2021,Q4,Tamil Nadu,Thanjavur,419975,11666398,27.778791594737783
2021,Q4,Tamil Nadu,Madurai,774490,22579696,29.15427700809565
2021,Q4,Tamil Nadu,Tiruvannamalai,459291,15602060,33.96987966234914
2021,Q4,Tamil Nadu,Salem,853064,30404374,35.64137509026286
2021,Q4,Tamil Nadu,Nagapattinam,213351,6048155,28.34837896236718
2021,Q4,Tamil Nadu,Tirupathur,298708,13267509,44.41631626873067
2021,Q4,Tamil Nadu,Ariyalur,125914,4097525,32.54225106024747
2021,Q4,Tamil Nadu,Chennai,2261346,61396354,27.150358237969776
2021,Q4,Tamil Nadu,The Nilgiris,163376,5738513,35.124577661345604
2021,Q4,Tamil Nadu,Erode,555089,17688206,31.865531473331302
2021,Q4,Tamil Nadu,Karur,209536,6652899,31.750625190897985
2021,Q4,Tamil Nadu,Kallakkurichi,287987,10237398,35.54812543621761
2021,Q4,Tamil Nadu,Viluppuram,356755,12145153,34.04339953189164
2021,Q4,Tamil Nadu,Pudukkottai,222558,6954715,31.249000260606223
2021,Q4,Tamil Nadu,Perambalur,105814,3321994,31.39465477158032
2021,Q4,Tamil Nadu,Coimbatore,1594082,56676456,35.554291435446856
2021,Q4,Tamil Nadu,Virudhunagar,325642,9467511,29.073371985186185
2021,Q4,Tamil Nadu,Dindigul,414158,14851971,35.860640142167966
2021,Q4,Tamil Nadu,Sivaganga,226759,7264948,32.03819032541156
2021,Q4,Tamil Nadu,Tenkasi,192159,5242074,27.279877601361374
2021,Q4,Tamil Nadu,Chengalpattu,1532535,47983778,31.310069916837136
2021,Q4,Tamil Nadu,Kanniyakumari,350058,8404616,24.00920990235904
2021,Q4,Tamil Nadu,Tirunelveli,319265,8850319,27.72091835935665
2021,Q4,Tamil Nadu,Thiruvallur,1860992,64247558,34.52328543056606
2021,Q4,Tamil Nadu,Theni,231118,7732421,33.45659360153688
2021,Q4,Tamil Nadu,Ranipet,306295,11305189,36.90947942343166
2021,Q4,Tamil Nadu,Namakkal,375908,12188362,32.42378986347723
2021,Q4,Tamil Nadu,Vellore,424585,15475176,36.44776899796272
2021,Q4,Tamil Nadu,Thiruvarur,160500,4364001,27.19003738317757
2022,Q1,Tamil Nadu,Tiruchirappalli,688562,20900419,30.353721233527263
2022,Q1,Tamil Nadu,Ramanathapuram,210698,17777779,84.37564191401911
2022,Q1,Tamil Nadu,Krishnagiri,776101,41868147,53.94677625721395
2022,Q1,Tamil Nadu,Cuddalore,527223,15255170,28.934947830424697
2022,Q1,Tamil Nadu,Kancheepuram,1158719,11803314,10.186519768813664
2022,Q1,Tamil Nadu,Tiruppur,1014036,24784887,24.441821592132825
2022,Q1,Tamil Nadu,Dharmapuri,404709,29735879,73.47471640116726
2022,Q1,Tamil Nadu,Thoothukkudi,327607,16229136,49.538428666054145
2022,Q1,Tamil Nadu,Thanjavur,445883,13460902,30.189314237142927
2022,Q1,Tamil Nadu,Madurai,820952,18688722,22.764695134429296
2022,Q1,Tamil Nadu,Tiruvannamalai,489026,28400548,58.07574239406494
2022,Q1,Tamil Nadu,Salem,905104,31202884,34.47436316710566
2022,Q1,Tamil Nadu,Nagapattinam,226781,9648543,42.54564094875673
2022,Q1,Tamil Nadu,Tirupathur,317064,12811064,40.405293568490904
2022,Q1,Tamil Nadu,Ariyalur,134075,8238011,61.4433041208279
2022,Q1,Tamil Nadu,Chennai,2388315,10870012,4.551330959274635
2022,Q1,Tamil Nadu,The Nilgiris,173188,9788145,56.51745501997829
2022,Q1,Tamil Nadu,Erode,589462,16683133,28.3023044742494
2022,Q1,Tamil Nadu,Karur,222853,16310834,73.19100034551924
2022,Q1,Tamil Nadu,Kallakkurichi,306623,15612591,50.91787308845064
2022,Q1,Tamil Nadu,Viluppuram,379264,17225194,45.41742427438407
2022,Q1,Tamil Nadu,Pudukkottai,237115,22854053,96.3838348480695
2022,Q1,Tamil Nadu,Perambalur,112667,8040859,71.3683598569235
2022,Q1,Tamil Nadu,Coimbatore,1687096,27741808,16.44352662800457
2022,Q1,Tamil Nadu,Virudhunagar,346363,17177364,49.59353048680142
2022,Q1,Tamil Nadu,Dindigul,440072,27821213,63.21968450617172
2022,Q1,Tamil Nadu,Sivaganga,241188,20384928,84.51883178267576
2022,Q1,Tamil Nadu,Tenkasi,204182,9468909,46.374846950269855
2022,Q1,Tamil Nadu,Chengalpattu,1621177,16221250,10.005847603315368
2022,Q1,Tamil Nadu,Kanniyakumari,370820,5009074,13.508100965427971
2022,Q1,Tamil Nadu,Tirunelveli,338716,13100432,38.67674393887505
2022,Q1,Tamil Nadu,Thiruvallur,1970646,24538065,12.451787383426552
2022,Q1,Tamil Nadu,Theni,245438,12750343,51.94934362242196
2022,Q1,Tamil Nadu,Ranipet,325358,10227642,31.435040785842055
2022,Q1,Tamil Nadu,Namakkal,399282,14545554,36.42927554961155
2022,Q1,Tamil Nadu,Vellore,449961,11694691,25.990454728298676
2022,Q1,Tamil Nadu,Thiruvarur,170694,9618776,56.35099066165184
2022,Q2,Tamil Nadu,Tiruchirappalli,725751,23738205,32.70847026046123
2022,Q2,Tamil Nadu,Ramanathapuram,222241,19935706,89.70309708829603
2022,Q2,Tamil Nadu,Krishnagiri,818552,49292179,60.21875091625211
2022,Q2,Tamil Nadu,Cuddalore,556402,17547836,31.538053421806534
2022,Q2,Tamil Nadu,Kancheepuram,1220237,12030323,9.859005258814475
2022,Q2,Tamil Nadu,Tiruppur,1070480,29868571,27.902035535460726
2022,Q2,Tamil Nadu,Dharmapuri,427150,34230475,80.13689570408522
2022,Q2,Tamil Nadu,Thoothukkudi,345560,20332081,58.838062854497046
2022,Q2,Tamil Nadu,Thanjavur,470070,14935622,31.773186972153084
2022,Q2,Tamil Nadu,Madurai,864806,22632794,26.170949322738277
2022,Q2,Tamil Nadu,Tiruvannamalai,516276,33126041,64.16343389969707
2022,Q2,Tamil Nadu,Salem,954155,35441956,37.144862207922195
2022,Q2,Tamil Nadu,Nagapattinam,239174,11263032,47.09137280808115
2022,Q2,Tamil Nadu,Tirupathur,334378,15520642,46.416456824312604
2022,Q2,Tamil Nadu,Ariyalur,141760,9886229,69.7392000564334
2022,Q2,Tamil Nadu,Chennai,2509588,9484073,3.779135459685016
2022,Q2,Tamil Nadu,The Nilgiris,182412,13365582,73.27139661864351
2022,Q2,Tamil Nadu,Erode,621587,20007565,32.18787555080785
2022,Q2,Tamil Nadu,Karur,235178,21185242,90.0817338356479
2022,Q2,Tamil Nadu,Kallakkurichi,324021,17183000,53.03051345437487
2022,Q2,Tamil Nadu,Viluppuram,400301,18554839,46.35221745636409
2022,Q2,Tamil Nadu,Pudukkottai,250443,28296586,112.9861325730805
2022,Q2,Tamil Nadu,Perambalur,118807,8964011,75.45019232873484
2022,Q2,Tamil Nadu,Coimbatore,1775760,32370054,18.22884511420462
2022,Q2,Tamil Nadu,Virudhunagar,365515,20510885,56.115029478954355
2022,Q2,Tamil Nadu,Dindigul,464161,33849388,72.92596318949674
