Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2018,Q4,Assam,Hailakandi,16753,0,0.0
2018,Q4,Assam,Barpeta,55068,0,0.0
2018,Q4,Assam,Goalpara,27280,0,0.0
2018,Q4,Assam,Biswanath,15480,0,0.0
2018,Q4,Assam,Jorhat,41100,0,0.0
2019,Q1,Assam,Tinsukia,51108,0,0.0
2019,Q1,Assam,Lakhimpur,31154,0,0.0
2019,Q1,Assam,Kamrup,54910,0,0.0
2019,Q1,Assam,Kokrajhar,21029,0,0.0
2019,Q1,Assam,Karbi Anglong,20131,0,0.0
2019,Q1,Assam,Sivasagar,28059,0,0.0
2019,Q1,Assam,Dibrugarh,62656,0,0.0
2019,Q1,Assam,South Salmara Mancachar,8674,0,0.0
2019,Q1,Assam,Nagaon,66306,0,0.0
2019,Q1,Assam,Dhubri,36652,0,0.0
2019,Q1,Assam,Golaghat,34918,0,0.0
2019,Q1,Assam,Udalguri,19336,0,0.0
2019,Q1,Assam,Majuli,4861,0,0.0
2019,Q1,Assam,Sonitpur,62218,0,0.0
2019,Q1,Assam,Hojai,23708,0,0.0
2019,Q1,Assam,Marigaon,26319,0,0.0
2019,Q1,Assam,Chirang,11867,0,0.0
2019,Q1,Assam,Cachar,64241,0,0.0
2019,Q1,Assam,Nalbari,24925,0,0.0
2019,Q1,Assam,West Karbi Anglong,3720,0,0.0
2019,Q1,Assam,Dhemaji,24052,0,0.0
2019,Q1,Assam,Karimganj,29208,0,0.0
2019,Q1,Assam,Bongaigaon,29773,0,0.0
2019,Q1,Assam,Dima Hasao,7915,0,0.0
2019,Q1,Assam,Baksa,24926,0,0.0
2019,Q1,Assam,Charaideo,15161,0,0.0
2019,Q1,Assam,Darrang,27070,0,0.0
2019,Q1,Assam,Kamrup Metropolitan,255112,0,0.0
2019,Q1,Assam,Hailakandi,20697,0,0.0
2019,Q1,Assam,Barpeta,67729,0,0.0
2019,Q1,Assam,Goalpara,33006,0,0.0
2019,Q1,Assam,Biswanath,19050,0,0.0
2019,Q1,Assam,Jorhat,48594,0,0.0
2019,Q2,Assam,Tinsukia,60548,283819,4.687504128955539
2019,Q2,Assam,Lakhimpur,38140,171210,4.488987939171474
2019,Q2,Assam,Kamrup,65883,353221,5.361337522577903
2019,Q2,Assam,Kokrajhar,25095,120739,4.811277146842
2019,Q2,Assam,Karbi Anglong,24186,115110,4.759364921855619
2019,Q2,Assam,Sivasagar,33791,143808,4.255807759462579
2019,Q2,Assam,Dibrugarh,74342,328867,4.423703962766673
2019,Q2,Assam,South Salmara Mancachar,10692,58308,5.453423120089787
2019,Q2,Assam,Nagaon,79322,381734,4.8124606036156425
2019,Q2,Assam,Dhubri,43396,201797,4.650129044151535
2019,Q2,Assam,Golaghat,42168,177570,4.211013090495162
2019,Q2,Assam,Udalguri,23656,109522,4.629776800811634
2019,Q2,Assam,Majuli,6014,27261,4.53292317924842
2019,Q2,Assam,Sonitpur,73717,367930,4.991114668258339
2019,Q2,Assam,Hojai,28419,131855,4.639677680425068
2019,Q2,Assam,Marigaon,31422,172117,5.477595315384126
2019,Q2,Assam,Chirang,14323,71919,5.021224603784123
2019,Q2,Assam,Cachar,76533,332069,4.338899559667071
2019,Q2,Assam,Nalbari,30036,136170,4.533559728326009
2019,Q2,Assam,West Karbi Anglong,4626,22384,4.83873757025508
2019,Q2,Assam,Dhemaji,29292,132321,4.517308480131094
2019,Q2,Assam,Karimganj,35478,147310,4.152150628558544
2019,Q2,Assam,Bongaigaon,35569,171730,4.828080632011021
2019,Q2,Assam,Dima Hasao,9658,55650,5.762062538827915
2019,Q2,Assam,Baksa,30435,144736,4.755577460160999
2019,Q2,Assam,Charaideo,18223,83612,4.588267573945014
2019,Q2,Assam,Darrang,32039,141959,4.430818689721901
2019,Q2,Assam,Kamrup Metropolitan,299219,1650827,5.517119567941875
2019,Q2,Assam,Hailakandi,24737,93387,3.775195051946477
2019,Q2,Assam,Barpeta,80544,465607,5.780778208184347
2019,Q2,Assam,Goalpara,38784,195857,5.049943275577558
2019,Q2,Assam,Biswanath,23128,117521,5.081329989622968
2019,Q2,Assam,Jorhat,56713,242399,4.274134678116129
2019,Q3,Assam,Tinsukia,68999,940075,13.624472818446645
2019,Q3,Assam,Lakhimpur,43745,580514,13.270408046633902
2019,Q3,Assam,Kamrup,75174,1202400,15.994891850905898
2019,Q3,Assam,Kokrajhar,28222,410393,14.541598752746085
2019,Q3,Assam,Karbi Anglong,27576,388526,14.089280533797504
2019,Q3,Assam,Sivasagar,38799,495555,12.77236526714606
2019,Q3,Assam,Dibrugarh,84029,1106406,13.166954265789192
2019,Q3,Assam,South Salmara Mancachar,12313,196200,15.934378299358402
2019,Q3,Assam,Nagaon,100993,1357385,13.440386957511906
2019,Q3,Assam,Dhubri,48953,674502,13.778563111555982
2019,Q3,Assam,Golaghat,48408,622326,12.8558502726822
2019,Q3,Assam,Udalguri,27337,380596,13.922376266598382
2019,Q3,Assam,Majuli,6865,92041,13.407283321194464
2019,Q3,Assam,Sonitpur,83930,1274025,15.179613964017634
2019,Q3,Assam,Hojai,32322,442802,13.69970917641235
2019,Q3,Assam,Marigaon,45437,613396,13.499922970266523
2019,Q3,Assam,Chirang,16353,257049,15.718767198679142
2019,Q3,Assam,Cachar,88048,1168889,13.275588315464292
2019,Q3,Assam,Nalbari,34518,464062,13.444058172547656
2019,Q3,Assam,West Karbi Anglong,5535,80298,14.507317073170732
2019,Q3,Assam,Dhemaji,33556,463218,13.804327095005364
2019,Q3,Assam,Karimganj,41329,492814,11.924169469379855
2019,Q3,Assam,Bongaigaon,40554,601208,14.824875474675741
2019,Q3,Assam,Dima Hasao,11373,190991,16.793370262903366
2019,Q3,Assam,Baksa,35085,504197,14.370728231437937
2019,Q3,Assam,Charaideo,20638,284649,13.792470200600834
2019,Q3,Assam,Darrang,36124,498460,13.798582659727606
2019,Q3,Assam,Kamrup Metropolitan,340588,5813918,17.070237354222698
2019,Q3,Assam,Hailakandi,28317,319292,11.275629480524067
2019,Q3,Assam,Barpeta,92001,1577070,17.14187889262073
2019,Q3,Assam,Goalpara,44056,703191,15.961299255493008
2019,Q3,Assam,Biswanath,26488,380892,14.37979462398067
2019,Q3,Assam,Jorhat,63858,816333,12.783566663534717
2019,Q4,Assam,Tinsukia,76944,1015570,13.198819920981492
2019,Q4,Assam,Lakhimpur,49491,616172,12.45018286153038
2019,Q4,Assam,Kamrup,84609,1278995,15.116536065903155
2019,Q4,Assam,Kokrajhar,32148,460273,14.317313674256564
2019,Q4,Assam,Karbi Anglong,31228,424320,13.587805815293967
2019,Q4,Assam,Sivasagar,43561,522021,11.983678060650583
2019,Q4,Assam,Dibrugarh,93614,1152765,12.314023543487085
2019,Q4,Assam,South Salmara Mancachar,14211,222989,15.691295475336007
2019,Q4,Assam,Nagaon,114296,1357393,11.87611989920907
2019,Q4,Assam,Dhubri,54923,713290,12.987091018334759
2019,Q4,Assam,Golaghat,54950,666975,12.137852593266606
2019,Q4,Assam,Udalguri,31160,395736,12.70012836970475
2019,Q4,Assam,Majuli,7711,94343,12.234859291920634
2019,Q4,Assam,Sonitpur,93662,1375822,14.689222950609638
2019,Q4,Assam,Hojai,36550,468480,12.81751025991792
2019,Q4,Assam,Marigaon,51825,607080,11.714037626628075
2019,Q4,Assam,Chirang,18613,269863,14.49862998979208
2019,Q4,Assam,Cachar,98890,1236647,12.505278592375367
2019,Q4,Assam,Nalbari,38957,498791,12.80362964293965
2019,Q4,Assam,West Karbi Anglong,6422,83505,13.002958579881657
2019,Q4,Assam,Dhemaji,38177,500330,13.105534746051287
2019,Q4,Assam,Karimganj,47162,535115,11.346316950086935
2019,Q4,Assam,Bongaigaon,45540,630254,13.839569609134827
2019,Q4,Assam,Dima Hasao,12935,198193,15.322226517201392
2019,Q4,Assam,Baksa,40329,544230,13.494755634902923
2019,Q4,Assam,Charaideo,23256,302692,13.015651874785002
2019,Q4,Assam,Darrang,40457,506992,12.531626170996367
2019,Q4,Assam,Kamrup Metropolitan,373761,5975606,15.98777293511094
2019,Q4,Assam,Hailakandi,32200,336955,10.46444099378882
2019,Q4,Assam,Barpeta,103248,1619152,15.682163334883
2019,Q4,Assam,Goalpara,49622,744226,14.997904155414936
2019,Q4,Assam,Biswanath,29959,407200,13.591908942221036
2019,Q4,Assam,Jorhat,70809,837474,11.827225352709402
2020,Q1,Assam,Tinsukia,86763,1282869,14.785899519380381
2020,Q1,Assam,Lakhimpur,56008,785121,14.018015283530923
2020,Q1,Assam,Kamrup,95973,1613524,16.81227011763725
2020,Q1,Assam,Kokrajhar,36818,569117,15.457575099136292
2020,Q1,Assam,Karbi Anglong,35507,514264,14.483453966823443
2020,Q1,Assam,Sivasagar,49024,644624,13.149151436031332
2020,Q1,Assam,Dibrugarh,104663,1399074,13.367417329906461
2020,Q1,Assam,South Salmara Mancachar,16486,297348,18.036394516559504
2020,Q1,Assam,Nagaon,129371,1719084,13.288016634330724
2020,Q1,Assam,Dhubri,62477,923560,14.782399923171727
2020,Q1,Assam,Golaghat,62401,835307,13.386115607121681
2020,Q1,Assam,Udalguri,35735,504891,14.128753323072617
2020,Q1,Assam,Majuli,8656,118586,13.699861367837338
2020,Q1,Assam,Sonitpur,105050,1716133,16.336344597810566
2020,Q1,Assam,Hojai,41444,575026,13.874770775021716
2020,Q1,Assam,Marigaon,59197,772607,13.051455310235315
2020,Q1,Assam,Chirang,21489,347015,16.14849457862162
2020,Q1,Assam,Cachar,111470,1644803,14.755566520139949
2020,Q1,Assam,Nalbari,44217,630077,14.249655110025556
2020,Q1,Assam,West Karbi Anglong,7470,109574,14.668540829986613
2020,Q1,Assam,Dhemaji,43124,632345,14.663412484927187
2020,Q1,Assam,Karimganj,54439,737148,13.540807141938684
2020,Q1,Assam,Bongaigaon,51420,810199,15.756495527032284
2020,Q1,Assam,Dima Hasao,14831,249950,16.853212864945046
2020,Q1,Assam,Baksa,46215,701915,15.188034188034187
2020,Q1,Assam,Charaideo,26316,377000,14.325885392916856
2020,Q1,Assam,Darrang,45755,657310,14.365861654463993
2020,Q1,Assam,Kamrup Metropolitan,412013,6969131,16.914832784402435
2020,Q1,Assam,Hailakandi,36398,486497,13.36603659541733
2020,Q1,Assam,Barpeta,116286,2018667,17.359501573706208
2020,Q1,Assam,Goalpara,56285,932263,16.563258416984986
2020,Q1,Assam,Biswanath,33906,505636,14.912876776971627
2020,Q1,Assam,Jorhat,78731,1017227,12.920285529207046
2020,Q2,Assam,Tinsukia,101864,1668470,16.37938820387968
2020,Q2,Assam,Lakhimpur,67007,1141597,17.036981210918263
2020,Q2,Assam,Kamrup,112992,2029206,17.958846644010194
2020,Q2,Assam,Kokrajhar,44618,746407,16.728831413330944
2020,Q2,Assam,Karbi Anglong,42365,704248,16.623344742122036
2020,Q2,Assam,Sivasagar,57871,850780,14.701318449655268
2020,Q2,Assam,Dibrugarh,121028,1736840,14.350728756981855
2020,Q2,Assam,South Salmara Mancachar,20692,445406,21.525517108061088
2020,Q2,Assam,Nagaon,151932,2224207,14.639490035015665
2020,Q2,Assam,Dhubri,76285,1307482,17.13943763518385
2020,Q2,Assam,Golaghat,74590,1168928,15.671376860168923
2020,Q2,Assam,Udalguri,43018,732117,17.01885257334139
2020,Q2,Assam,Majuli,10284,174833,17.000486192143136
2020,Q2,Assam,Sonitpur,121435,2028604,16.705266191789846
2020,Q2,Assam,Hojai,48810,763670,15.645769309567712
2020,Q2,Assam,Marigaon,68225,934292,13.694276291681934
2020,Q2,Assam,Chirang,26719,500443,18.729855159249972
2020,Q2,Assam,Cachar,129067,1825831,14.14638133682506
2020,Q2,Assam,Nalbari,52390,870449,16.614792899408283
2020,Q2,Assam,West Karbi Anglong,9203,172903,18.78767793110942
2020,Q2,Assam,Dhemaji,51815,892291,17.22070828910547
2020,Q2,Assam,Karimganj,65059,976163,15.004273044467329
2020,Q2,Assam,Bongaigaon,60981,1000552,16.407602367950673
2020,Q2,Assam,Dima Hasao,17777,330959,18.617258255048657
2020,Q2,Assam,Baksa,56270,1002538,17.816562999822285
2020,Q2,Assam,Charaideo,31083,496594,15.976385805745906
2020,Q2,Assam,Darrang,54024,882509,16.33549903746483
2020,Q2,Assam,Kamrup Metropolitan,457023,5403172,11.822538471805576
2020,Q2,Assam,Hailakandi,42932,684891,15.952925556694307
2020,Q2,Assam,Barpeta,135525,2542827,18.76278915329275
2020,Q2,Assam,Goalpara,67465,1208665,17.91543763432891
2020,Q2,Assam,Biswanath,39933,684129,17.131920967620765
2020,Q2,Assam,Jorhat,90601,1172921,12.94600501098222
2020,Q3,Assam,Tinsukia,113239,1801945,15.912759738252722
2020,Q3,Assam,Lakhimpur,74990,1122603,14.97003600480064
2020,Q3,Assam,Kamrup,124944,1986835,15.901804008195672
2020,Q3,Assam,Kokrajhar,50223,753891,15.01087151305179
2020,Q3,Assam,Karbi Anglong,48331,769536,15.922203140841281
2020,Q3,Assam,Sivasagar,64581,875260,13.55290255647946
2020,Q3,Assam,Dibrugarh,134339,1916894,14.26908046062573
2020,Q3,Assam,South Salmara Mancachar,23212,392792,16.921936929174564
2020,Q3,Assam,Nagaon,168903,2335984,13.830328650171992
2020,Q3,Assam,Dhubri,84816,1270648,14.98122995661196
2020,Q3,Assam,Golaghat,83572,1156145,13.834119082946442
2020,Q3,Assam,Udalguri,48006,710285,14.795754697329501
2020,Q3,Assam,Majuli,11422,168946,14.791279985991945
2020,Q3,Assam,Sonitpur,134006,2252989,16.81259794337567
2020,Q3,Assam,Hojai,54315,803277,14.789229494614748
2020,Q3,Assam,Marigaon,74680,959669,12.850415104445634
2020,Q3,Assam,Chirang,29963,469388,15.665587557988186
2020,Q3,Assam,Cachar,143851,2043387,14.204885610805626
2020,Q3,Assam,Nalbari,57691,787804,13.655578859787488
2020,Q3,Assam,West Karbi Anglong,10573,174268,16.482360730161734
2020,Q3,Assam,Dhemaji,57998,929304,16.02303527707852
2020,Q3,Assam,Karimganj,73939,1127144,15.24424187505917
2020,Q3,Assam,Bongaigaon,67790,1060449,15.6431479569258
2020,Q3,Assam,Dima Hasao,20222,351724,17.39313618830976
2020,Q3,Assam,Baksa,62833,963277,15.330749765250744
2020,Q3,Assam,Charaideo,34348,517817,15.075608477931757
2020,Q3,Assam,Darrang,59770,881403,14.746578551112599
2020,Q3,Assam,Kamrup Metropolitan,499403,6578104,13.17193529073714
2020,Q3,Assam,Hailakandi,47910,766195,15.992381548737216
2020,Q3,Assam,Barpeta,150166,2675659,17.818008071068018
2020,Q3,Assam,Goalpara,75578,1281064,16.950223610045253
2020,Q3,Assam,Biswanath,44880,748906,16.68685383244207
2020,Q3,Assam,Jorhat,99517,1241686,12.477124511390013
2020,Q4,Assam,Tinsukia,124067,2044463,16.47870102444647
2020,Q4,Assam,Lakhimpur,82304,1208709,14.685908339813375
2020,Q4,Assam,Kamrup,136799,2263290,16.544638484199446
2020,Q4,Assam,Kokrajhar,55442,831589,14.999260488438368
2020,Q4,Assam,Karbi Anglong,53550,865117,16.15531279178338
2020,Q4,Assam,Sivasagar,70764,985812,13.930981855180601
2020,Q4,Assam,Dibrugarh,147001,2185614,14.86802130597751
2020,Q4,Assam,South Salmara Mancachar,25767,461378,17.90577094733574
2020,Q4,Assam,Nagaon,185101,2590478,13.994943301224737
2020,Q4,Assam,Dhubri,93699,1419145,15.14578597423665
2020,Q4,Assam,Golaghat,91426,1283646,14.04027300767834
2020,Q4,Assam,Udalguri,52866,748487,14.1581924110014
2020,Q4,Assam,Majuli,12611,173169,13.731583538180953
2020,Q4,Assam,Sonitpur,146796,2528689,17.225871277146517
2020,Q4,Assam,Hojai,59718,908307,15.209936702501759
2020,Q4,Assam,Marigaon,80980,1049790,12.963571252161028
2020,Q4,Assam,Chirang,32930,498786,15.14685696932888
2020,Q4,Assam,Cachar,158821,2380532,14.988773524911693
2020,Q4,Assam,Nalbari,63327,865519,13.66745621930614
2020,Q4,Assam,West Karbi Anglong,11694,178676,15.279288524029417
2020,Q4,Assam,Dhemaji,63658,988867,15.534056992051275
2020,Q4,Assam,Karimganj,82813,1250498,15.100262036153744
2020,Q4,Assam,Bongaigaon,74693,1260414,16.87459333538618
2020,Q4,Assam,Dima Hasao,22405,399205,17.81767462619951
2020,Q4,Assam,Baksa,69004,1015876,14.721987131180802
2020,Q4,Assam,Charaideo,37521,552515,14.72548706057941
2020,Q4,Assam,Darrang,65570,976895,14.898505414061308
2020,Q4,Assam,Kamrup Metropolitan,546458,9734289,17.813425734457176
2020,Q4,Assam,Hailakandi,52612,811007,15.414867330647
2020,Q4,Assam,Barpeta,164341,3023683,18.3988353484523
2020,Q4,Assam,Goalpara,83715,1529884,18.27490891715941
2020,Q4,Assam,Biswanath,49320,836646,16.963625304136254
2020,Q4,Assam,Jorhat,108380,1470839,13.571129359660453
2021,Q1,Assam,Tinsukia,134067,2143049,15.984910529809722
2021,Q1,Assam,Lakhimpur,89104,1325230,14.872845214580714
2021,Q1,Assam,Kamrup,147671,2614237,17.703117064284797
2021,Q1,Assam,Kokrajhar,60046,1036755,17.26601272357859
2021,Q1,Assam,Karbi Anglong,58026,956752,16.488332816323716
2021,Q1,Assam,Sivasagar,76308,1075274,14.091235519211615
2021,Q1,Assam,Dibrugarh,158509,2426854,15.310512336838917
2021,Q1,Assam,South Salmara Mancachar,28055,607318,21.647406879344146
2021,Q1,Assam,Nagaon,200243,2994542,14.954540233616157
2021,Q1,Assam,Dhubri,101643,1703849,16.76307271528782
2021,Q1,Assam,Golaghat,98520,1406442,14.275700365408039
2021,Q1,Assam,Udalguri,57387,831716,14.493108195235855
2021,Q1,Assam,Majuli,13653,176811,12.950340584486925
2021,Q1,Assam,Sonitpur,158555,2787968,17.583601904701837
2021,Q1,Assam,Hojai,64551,1015612,15.73348205295038
2021,Q1,Assam,Marigaon,87679,1270339,14.488520626375758
2021,Q1,Assam,Chirang,35753,592778,16.579811484350962
2021,Q1,Assam,Cachar,172056,2636232,15.321941693402149
2021,Q1,Assam,Nalbari,68299,956420,14.0034261116561
2021,Q1,Assam,West Karbi Anglong,12746,194808,15.283853758041738
2021,Q1,Assam,Dhemaji,68744,1087691,15.82234085883859
2021,Q1,Assam,Karimganj,89969,1410799,15.680945659060344
2021,Q1,Assam,Bongaigaon,80711,1460791,18.099032349989468
2021,Q1,Assam,Dima Hasao,24303,430143,17.699172941612147
2021,Q1,Assam,Baksa,74652,1191235,15.957174623586775
2021,Q1,Assam,Charaideo,40563,604727,14.90834011291078
2021,Q1,Assam,Darrang,71026,1138633,16.03121392166249
2021,Q1,Assam,Kamrup Metropolitan,589688,11775050,19.96827135705661
2021,Q1,Assam,Hailakandi,57052,926680,16.242725934235434
2021,Q1,Assam,Barpeta,177789,3597728,20.23594260612299
2021,Q1,Assam,Goalpara,91082,1791107,19.664774598713247
2021,Q1,Assam,Biswanath,53382,909069,17.02950432730134
2021,Q1,Assam,Jorhat,116616,1675725,14.369597653838238
2021,Q2,Assam,Tinsukia,144571,6040471,41.78203789141667
2021,Q2,Assam,Lakhimpur,96165,4453376,46.30973847033744
2021,Q2,Assam,Kamrup,159018,4519000,28.41816649687457
2021,Q2,Assam,Kokrajhar,65062,2506976,38.532107835602964
2021,Q2,Assam,Karbi Anglong,62752,2453415,39.09700089240184
2021,Q2,Assam,Sivasagar,82266,1990635,24.19754211946612
2021,Q2,Assam,Dibrugarh,170604,5005943,29.342471454362148
2021,Q2,Assam,South Salmara Mancachar,30377,1109538,36.52559502254996
2021,Q2,Assam,Nagaon,215750,4792054,22.211142526071843
2021,Q2,Assam,Dhubri,109873,3218064,29.28894268837658
2021,Q2,Assam,Golaghat,106454,3724195,34.98407762977436
2021,Q2,Assam,Udalguri,62273,3070414,49.305702310792796
2021,Q2,Assam,Majuli,14758,588818,39.89822469169264
2021,Q2,Assam,Sonitpur,170519,4854061,28.466393774300812
2021,Q2,Assam,Hojai,69441,2391622,34.44106507682781
2021,Q2,Assam,Marigaon,94605,2380734,25.164991279530682
2021,Q2,Assam,Chirang,38690,2437016,62.98826570173171
2021,Q2,Assam,Cachar,185350,3369557,18.179428108983004
2021,Q2,Assam,Nalbari,73631,1920860,26.087653298203204
2021,Q2,Assam,West Karbi Anglong,13811,851063,61.6221128086308
2021,Q2,Assam,Dhemaji,74111,2895465,39.06930145322557
2021,Q2,Assam,Karimganj,97106,2365477,24.359740901695055
2021,Q2,Assam,Bongaigaon,86972,2874996,33.056569930552364
2021,Q2,Assam,Dima Hasao,26183,1080139,41.25344689302219
2021,Q2,Assam,Baksa,80839,3052533,37.760647707171046
2021,Q2,Assam,Charaideo,43764,1920960,43.893611187277216
2021,Q2,Assam,Darrang,76790,2740857,35.69288969917958
2021,Q2,Assam,Kamrup Metropolitan,630676,7599247,12.049367662635014
2021,Q2,Assam,Hailakandi,61575,1536439,24.95231831100284
2021,Q2,Assam,Barpeta,191700,5672255,29.58922796035472
2021,Q2,Assam,Goalpara,98459,3288085,33.395474258320725
2021,Q2,Assam,Biswanath,57664,2749171,47.67569020532741
2021,Q2,Assam,Jorhat,125247,2550454,20.363393933587233
2021,Q3,Assam,Tinsukia,156657,7972511,50.89150819944209
2021,Q3,Assam,Lakhimpur,104585,5715864,54.652808720179756
2021,Q3,Assam,Kamrup,172652,6027040,34.908602275096726
2021,Q3,Assam,Kokrajhar,71086,3533843,49.71222181582871
2021,Q3,Assam,Karbi Anglong,68242,3232899,47.374036517100905
2021,Q3,Assam,Sivasagar,89129,2391302,26.829673843530163
2021,Q3,Assam,Dibrugarh,184280,6497593,35.259349902322555
2021,Q3,Assam,South Salmara Mancachar,33080,1313938,39.720012091898425
2021,Q3,Assam,Nagaon,233909,6279942,26.847799785386623
2021,Q3,Assam,Dhubri,119554,4251017,35.55729628452415
2021,Q3,Assam,Golaghat,115666,4870071,42.10460290837411
2021,Q3,Assam,Udalguri,68048,4295164,63.11962144368681
2021,Q3,Assam,Majuli,16073,735694,45.77204006719343
2021,Q3,Assam,Sonitpur,184448,6272172,34.00509628730049
2021,Q3,Assam,Hojai,75318,3271673,43.43812899970791
2021,Q3,Assam,Marigaon,102617,3259608,31.764795306820506
2021,Q3,Assam,Chirang,42198,3662908,86.80288165315892
2021,Q3,Assam,Cachar,200721,4477178,22.30547874910946
2021,Q3,Assam,Nalbari,79951,2543151,31.8088704331403
2021,Q3,Assam,West Karbi Anglong,15112,1125289,74.46327421916358
2021,Q3,Assam,Dhemaji,80553,3662523,45.46724516777773
2021,Q3,Assam,Karimganj,105371,3339273,31.690626453198696
2021,Q3,Assam,Bongaigaon,94320,3627538,38.45990245971162
2021,Q3,Assam,Dima Hasao,28350,1562973,55.13132275132275
2021,Q3,Assam,Baksa,88112,4106577,46.60633057926275
2021,Q3,Assam,Charaideo,47576,2507021,52.69507734992433
2021,Q3,Assam,Darrang,83547,3725044,44.58620896022598
2021,Q3,Assam,Kamrup Metropolitan,677223,10475091,15.467712998524858
2021,Q3,Assam,Hailakandi,66975,2030120,30.311608809257187
2021,Q3,Assam,Barpeta,207997,7386911,35.514507420780106
2021,Q3,Assam,Goalpara,107173,4401050,41.06491373760182
2021,Q3,Assam,Biswanath,62778,3494701,55.667606486348724
2021,Q3,Assam,Jorhat,135179,3240952,23.97526242981528
2021,Q4,Assam,Tinsukia,168240,4571817,27.174375891583452
2021,Q4,Assam,Lakhimpur,112578,3052330,27.113023859013307
2021,Q4,Assam,Kamrup,185421,6175246,33.30391918930434
2021,Q4,Assam,Kokrajhar,76692,2507680,32.69806498722161
2021,Q4,Assam,Karbi Anglong,73615,2344797,31.852163281939823
2021,Q4,Assam,Sivasagar,95808,2321592,24.23171342685371
2021,Q4,Assam,Dibrugarh,197521,5149894,26.07264037747885
2021,Q4,Assam,South Salmara Mancachar,35734,1369487,38.324480886550624
2021,Q4,Assam,Nagaon,251340,7349395,29.24084904909684
2021,Q4,Assam,Dhubri,128621,4376764,34.02837794761353
2021,Q4,Assam,Golaghat,124410,3059708,24.593746483401656
2021,Q4,Assam,Udalguri,73549,2143715,29.146759303321595
2021,Q4,Assam,Majuli,17302,400595,23.153103687434978
2021,Q4,Assam,Sonitpur,198091,6507485,32.8509876773806
2021,Q4,Assam,Hojai,80848,2587455,32.003945675836135
2021,Q4,Assam,Marigaon,110380,3467049,31.41011958688168
2021,Q4,Assam,Chirang,45723,1482160,32.41607068652538
2021,Q4,Assam,Cachar,215876,6312757,29.242514221126942
2021,Q4,Assam,Nalbari,85746,2222971,25.925069390992
2021,Q4,Assam,West Karbi Anglong,16379,459225,28.03742597228158
2021,Q4,Assam,Dhemaji,86582,2586474,29.873114504169457
2021,Q4,Assam,Karimganj,113394,3395241,29.941981057198795
2021,Q4,Assam,Bongaigaon,101421,3376217,33.28913144220625
2021,Q4,Assam,Dima Hasao,30548,964041,31.55823621841037
2021,Q4,Assam,Baksa,95091,2947731,30.999053538189735
2021,Q4,Assam,Charaideo,51160,1340763,26.207251759186864
2021,Q4,Assam,Darrang,89928,3464853,38.52919001868161
2021,Q4,Assam,Kamrup Metropolitan,723960,23330640,32.22642134924581
2021,Q4,Assam,Hailakandi,72136,2445266,33.897998225573915
2021,Q4,Assam,Barpeta,223375,9310490,41.68098489087857
2021,Q4,Assam,Goalpara,115431,3942659,34.15598062912043
2021,Q4,Assam,Biswanath,67580,2054065,30.39456939923054
2021,Q4,Assam,Jorhat,145111,3579873,24.669894081082756
2022,Q1,Assam,Tinsukia,179301,20168560,112.48436985850608
2022,Q1,Assam,Lakhimpur,120220,15015691,124.90177175178839
2022,Q1,Assam,Kamrup,198189,11459793,57.822548173712974
2022,Q1,Assam,Kokrajhar,82364,8229125,99.91167257539702
2022,Q1,Assam,Karbi Anglong,78533,9256671,117.86982542370723
2022,Q1,Assam,Sivasagar,102281,5349801,52.30493444530265
2022,Q1,Assam,Dibrugarh,210525,15363717,72.97811186319915
2022,Q1,Assam,South Salmara Mancachar,38302,1898232,49.559605242546084
2022,Q1,Assam,Nagaon,268636,11824798,44.0179201596212
2022,Q1,Assam,Dhubri,137698,6835888,49.6440616421444
2022,Q1,Assam,Golaghat,133110,12987090,97.56659905341446
2022,Q1,Assam,Udalguri,78818,11725654,148.76873303052602
2022,Q1,Assam,Majuli,18571,2645019,142.4273867858489
2022,Q1,Assam,Sonitpur,211236,14366935,68.01366717794315
2022,Q1,Assam,Hojai,86278,8113783,94.04231669718816
2022,Q1,Assam,Marigaon,118114,5848484,49.51558663663918
2022,Q1,Assam,Chirang,49100,7852843,159.93570264765785
2022,Q1,Assam,Cachar,230089,8410193,36.551912520807164
2022,Q1,Assam,Nalbari,91599,5171677,56.459972270439636
2022,Q1,Assam,West Karbi Anglong,17520,3151993,179.90827625570776
2022,Q1,Assam,Dhemaji,92508,9664135,104.46810005621136
2022,Q1,Assam,Karimganj,121183,7177971,59.23249135604829
2022,Q1,Assam,Bongaigaon,108394,6969226,64.2953115486097
2022,Q1,Assam,Dima Hasao,32525,4510020,138.6631821675634
2022,Q1,Assam,Baksa,101877,10310341,101.2038144036436
2022,Q1,Assam,Charaideo,54795,6254195,114.13806004197463
2022,Q1,Assam,Darrang,96249,7704843,80.05114858336191
2022,Q1,Assam,Kamrup Metropolitan,767859,6949354,9.050299599275387
2022,Q1,Assam,Hailakandi,77112,4118477,53.40902842618529
2022,Q1,Assam,Barpeta,238871,10253994,42.926910340727844
2022,Q1,Assam,Goalpara,123781,7889994,63.74155969009784
2022,Q1,Assam,Biswanath,72362,7739432,106.9543683148614
2022,Q1,Assam,Jorhat,154589,6424524,41.55873962571722
2022,Q2,Assam,Tinsukia,189633,24952767,131.58451851734665
2022,Q2,Assam,Lakhimpur,127316,18753294,147.29722894215968
2022,Q2,Assam,Kamrup,210048,14467070,68.87506665143205
2022,Q2,Assam,Kokrajhar,87353,10074207,115.32754456057606
