State,District,Year,Quarter,Count,Amount,Average Transaction
Bihar,Kaimur Bhabua,2023,Q1,205,352711.0,1720.541463414634
Bihar,Araria,2023,Q1,312,443219.0,1420.573717948718
Bihar,Munger,2023,Q1,539,692051.0,1283.9536178107608
Bihar,Katihar,2023,Q1,619,877358.0,1417.3796445880453
Bihar,Khagaria,2023,Q1,307,442438.0,1441.1661237785017
Bihar,Saharsa,2023,Q1,361,556039.0,1540.2742382271467
Bihar,Bhagalpur,2023,Q1,1004,1450332.0,1444.5537848605577
Bihar,Madhubani,2023,Q1,811,1255509.0,1548.0998766954378
Bihar,Kishanganj,2023,Q1,199,339168.0,1704.3618090452262
Bihar,Gaya,2023,Q1,895,1335109.0,1491.7418994413408
Bihar,Samastipur,2023,Q1,1034,1410643.0,1364.2582205029014
Bihar,Banka,2023,Q1,325,665016.0,2046.2030769230769
Bihar,Purbi Champaran,2023,Q1,720,980617.0,1361.9680555555556
Bihar,Sheohar,2023,Q1,78,96828.0,1241.3846153846155
Bihar,Bhojpur,2023,Q1,509,822007.0,1614.9449901768173
Bihar,Madhepura,2023,Q2,321,400446.0,1247.4953271028037
Bihar,Purnia,2023,Q2,674,900872.0,1336.605341246291
Bihar,Nalanda,2023,Q2,674,985441.0,1462.078635014837
Bihar,Buxar,2023,Q2,294,506947.0,1724.3095238095239
Bihar,Darbhanga,2023,Q2,929,1257052.0,1353.123789020452
Bihar,Nawada,2023,Q2,299,470395.0,1573.227424749164
Bihar,Jamui,2023,Q2,253,405840.0,1604.110671936759
Bihar,Sheikhpura,2023,Q2,145,229309.0,1581.441379310345
Bihar,Siwan,2023,Q2,690,1037251.0,1503.2623188405796
Bihar,Muzaffarpur,2023,Q2,2490,2986441.0,1199.3738955823294
Bihar,Patna,2023,Q2,7312,9370034.0,1281.4597921225384
Bihar,Jehanabad,2023,Q2,275,329492.0,1198.1527272727274
Bihar,Rohtas,2023,Q2,453,693270.0,1530.3973509933776
Bihar,Begusarai,2023,Q2,966,1389526.0,1438.4327122153209
Bihar,Supaul,2023,Q2,286,453261.0,1584.8286713286714
Bihar,Sitamarhi,2023,Q2,572,762732.0,1333.4475524475524
Bihar,Saran,2023,Q2,1273,1702530.0,1337.4155538098978
Bihar,Arwal,2023,Q2,123,212221.0,1725.3739837398373
Bihar,Vaishali,2023,Q2,1300,1679995.0,1292.303846153846
Bihar,Pashchim Champaran,2023,Q2,586,789847.0,1347.8617747440273
Bihar,Gopalganj,2023,Q2,484,910197.0,1880.5723140495868
Bihar,Lakhisarai,2023,Q2,169,243688.0,1441.9408284023668
Bihar,Aurangabad,2023,Q2,460,675324.0,1468.095652173913
Bihar,Kaimur Bhabua,2023,Q2,209,354119.0,1694.3492822966507
Bihar,Araria,2023,Q2,345,534710.0,1549.8840579710145
Bihar,Munger,2023,Q2,469,572110.0,1219.8507462686566
Bihar,Katihar,2023,Q2,661,1029203.0,1557.0393343419062
Bihar,Khagaria,2023,Q2,326,416016.0,1276.122699386503
Bihar,Saharsa,2023,Q2,336,462222.0,1375.6607142857142
Bihar,Bhagalpur,2023,Q2,999,1448813.0,1450.2632632632633
Bihar,Madhubani,2023,Q2,838,1209798.0,1443.673031026253
Bihar,Kishanganj,2023,Q2,211,354317.0,1679.2274881516587
Bihar,Gaya,2023,Q2,918,1313271.0,1430.578431372549
Bihar,Samastipur,2023,Q2,1088,1604418.0,1474.6488970588234
Bihar,Banka,2023,Q2,303,585241.0,1931.4884488448845
Bihar,Purbi Champaran,2023,Q2,810,1186756.0,1465.1308641975309
Bihar,Sheohar,2023,Q2,124,163114.0,1315.4354838709678
Bihar,Bhojpur,2023,Q2,547,728667.0,1332.1151736745887
Bihar,Madhepura,2023,Q3,346,411170.0,1188.3526011560693
Bihar,Purnia,2023,Q3,1062,1373810.0,1293.6064030131827
Bihar,Nalanda,2023,Q3,872,1111518.0,1274.676605504587
Bihar,Buxar,2023,Q3,380,568474.0,1495.9842105263158
Bihar,Darbhanga,2023,Q3,973,1187853.0,1220.815005138746
Bihar,Nawada,2023,Q3,368,557378.0,1514.6141304347825
Bihar,Jamui,2023,Q3,253,326791.0,1291.6640316205533
Bihar,Sheikhpura,2023,Q3,178,240882.0,1353.2696629213483
Bihar,Siwan,2023,Q3,747,1041457.0,1394.186077643909
Bihar,Muzaffarpur,2023,Q3,2243,2653412.0,1182.974587605885
Bihar,Patna,2023,Q3,10764,12203806.0,1133.7612411742846
Bihar,Jehanabad,2023,Q3,343,493933.0,1440.0379008746356
Bihar,Rohtas,2023,Q3,642,900091.0,1402.0109034267912
Bihar,Begusarai,2023,Q3,1431,1674507.0,1170.1656184486374
Bihar,Supaul,2023,Q3,338,370326.0,1095.6390532544378
Bihar,Sitamarhi,2023,Q3,606,709093.0,1170.1204620462047
Bihar,Saran,2023,Q3,1328,1885167.0,1419.5534638554218
Bihar,Arwal,2023,Q3,133,171167.0,1286.96992481203
Bihar,Vaishali,2023,Q3,1795,2299571.0,1281.0980501392758
Bihar,Pashchim Champaran,2023,Q3,625,744027.0,1190.4432
Bihar,Gopalganj,2023,Q3,632,1086521.0,1719.1787974683543
Bihar,Lakhisarai,2023,Q3,219,312978.0,1429.123287671233
Bihar,Aurangabad,2023,Q3,472,649728.0,1376.542372881356
Bihar,Kaimur Bhabua,2023,Q3,257,408596.0,1589.8677042801557
Bihar,Araria,2023,Q3,386,492427.0,1275.717616580311
Bihar,Munger,2023,Q3,632,779613.0,1233.5648734177216
Bihar,Katihar,2023,Q3,952,1203516.0,1264.1974789915967
Bihar,Khagaria,2023,Q3,400,488603.0,1221.5075
Bihar,Saharsa,2023,Q3,413,529771.0,1282.7384987893463
Bihar,Bhagalpur,2023,Q3,1261,1763671.0,1398.6288659793815
Bihar,Madhubani,2023,Q3,812,1079542.0,1329.4852216748768
Bihar,Kishanganj,2023,Q3,275,463874.0,1686.8145454545454
Bihar,Gaya,2023,Q3,1231,1481362.0,1203.3809910641755
Bihar,Samastipur,2023,Q3,1151,1505350.0,1307.8627280625542
Bihar,Banka,2023,Q3,329,503490.0,1530.3647416413373
Bihar,Purbi Champaran,2023,Q3,921,1129881.0,1226.798045602606
Bihar,Sheohar,2023,Q3,128,140742.0,1099.546875
Bihar,Bhojpur,2023,Q3,652,888257.0,1362.3573619631902
Bihar,Madhepura,2023,Q4,501,670051.0,1337.4271457085829
Bihar,Purnia,2023,Q4,1144,1807978.0,1580.4003496503497
Bihar,Nalanda,2023,Q4,1162,1652110.0,1421.7814113597246
Bihar,Buxar,2023,Q4,474,752601.0,1587.76582278481
Bihar,Darbhanga,2023,Q4,1385,1986204.0,1434.082310469314
Bihar,Nawada,2023,Q4,456,646046.0,1416.767543859649
Bihar,Jamui,2023,Q4,384,517794.0,1348.421875
Bihar,Sheikhpura,2023,Q4,171,219961.0,1286.3216374269007
Bihar,Siwan,2023,Q4,973,1368965.0,1406.9527235354574
Bihar,Muzaffarpur,2023,Q4,2640,3487730.0,1321.1098484848485
Bihar,Patna,2023,Q4,9152,12139703.0,1326.453562062937
Bihar,Jehanabad,2023,Q4,390,472828.0,1212.3794871794871
Bihar,Rohtas,2023,Q4,1073,1616734.0,1506.7418452935694
Bihar,Begusarai,2023,Q4,1515,1920706.0,1267.7927392739273
Bihar,Supaul,2023,Q4,427,538101.0,1260.1896955503512
Bihar,Sitamarhi,2023,Q4,732,923169.0,1261.1598360655737
Bihar,Saran,2023,Q4,1474,2082626.0,1412.9077340569877
Bihar,Arwal,2023,Q4,201,284877.0,1417.2985074626865
Bihar,Vaishali,2023,Q4,2076,2700720.0,1300.9248554913295
Bihar,Pashchim Champaran,2023,Q4,921,1260604.0,1368.7339847991313
Bihar,Gopalganj,2023,Q4,687,1235130.0,1797.8602620087336
Bihar,Lakhisarai,2023,Q4,292,384425.0,1316.5239726027398
Bihar,Aurangabad,2023,Q4,719,1118569.0,1555.728789986092
Bihar,Kaimur Bhabua,2023,Q4,281,551983.0,1964.3523131672598
Bihar,Araria,2023,Q4,464,615694.0,1326.926724137931
Bihar,Munger,2023,Q4,747,1181992.0,1582.318607764391
Bihar,Katihar,2023,Q4,1034,1484472.0,1435.659574468085
Bihar,Khagaria,2023,Q4,535,696333.0,1301.5570093457943
Bihar,Saharsa,2023,Q4,538,750031.0,1394.1096654275093
Bihar,Bhagalpur,2023,Q4,1712,2382914.0,1391.8890186915887
Bihar,Madhubani,2023,Q4,1261,1853704.0,1470.0269627279936
Bihar,Kishanganj,2023,Q4,380,530986.0,1397.3315789473684
Bihar,Gaya,2023,Q4,1459,2063105.0,1414.0541466758054
Bihar,Samastipur,2023,Q4,1650,2083069.0,1262.4660606060606
Bihar,Banka,2023,Q4,453,760554.0,1678.9271523178809
Bihar,Purbi Champaran,2023,Q4,1096,1538483.0,1403.7253649635036
Bihar,Sheohar,2023,Q4,147,195218.0,1328.0136054421769
Bihar,Bhojpur,2023,Q4,741,1148152.0,1549.4628879892039
Chandigarh,Chandigarh,2020,Q2,149,29537.0,198.23489932885906
Chandigarh,Chandigarh,2020,Q3,264,70969.0,268.8219696969697
Chandigarh,Chandigarh,2020,Q4,200,153341.0,766.705
Chandigarh,Chandigarh,2021,Q1,338,238576.0,705.8461538461538
Chandigarh,Chandigarh,2021,Q2,378,310943.0,822.6005291005291
Chandigarh,Chandigarh,2021,Q3,494,469634.0,950.6761133603239
Chandigarh,Chandigarh,2021,Q4,710,835813.0,1177.2014084507043
Chandigarh,Chandigarh,2022,Q1,792,1150932.0,1453.1969696969697
Chandigarh,Chandigarh,2022,Q2,1330,1874959.0,1409.7436090225565
Chandigarh,Chandigarh,2022,Q3,1533,1998439.0,1303.6131767775603
Chandigarh,Chandigarh,2022,Q4,1403,2024528.0,1442.999287241625
Chandigarh,Chandigarh,2023,Q1,1520,2415574.0,1589.1934210526315
Chandigarh,Chandigarh,2023,Q2,1704,2501107.0,1467.7857981220657
Chandigarh,Chandigarh,2023,Q3,1883,2660630.0,1412.9739776951674
Chandigarh,Chandigarh,2023,Q4,1767,3053934.0,1728.3157894736842
Chhattisgarh,Dhamtari,2020,Q2,15,3906.0,260.4
Chhattisgarh,Korba,2020,Q2,64,13184.0,206.0
Chhattisgarh,Surajpur,2020,Q2,14,3146.0,224.71428571428572
Chhattisgarh,Baloda Bazar,2020,Q2,11,3032.0,275.6363636363636
Chhattisgarh,Sukma,2020,Q2,6,1571.0,261.8333333333333
Chhattisgarh,Raigarh,2020,Q2,101,19804.0,196.07920792079207
Chhattisgarh,Janjgir Champa,2020,Q2,97,19462.0,200.63917525773195
Chhattisgarh,Jashpur,2020,Q2,23,4935.0,214.56521739130434
Chhattisgarh,Balod,2020,Q2,7,1737.0,248.14285714285714
Chhattisgarh,Kabirdham,2020,Q2,17,3315.0,195.0
Chhattisgarh,Surguja,2020,Q2,77,14582.0,189.37662337662337
Chhattisgarh,Dantewada,2020,Q2,20,4174.0,208.7
Chhattisgarh,Gariyaband,2020,Q2,9,3572.0,396.8888888888889
Chhattisgarh,Durg,2020,Q2,172,37102.0,215.7093023255814
Chhattisgarh,Rajnandgaon,2020,Q2,56,11803.0,210.76785714285714
Chhattisgarh,Raipur,2020,Q2,410,81039.0,197.6560975609756
Chhattisgarh,Narayanpur,2020,Q2,5,1085.0,217.0
Chhattisgarh,Kanker,2020,Q2,7,1783.0,254.71428571428572
Chhattisgarh,Korea,2020,Q2,8,2047.0,255.875
Chhattisgarh,Mungeli,2020,Q2,9,1950.0,216.66666666666666
Chhattisgarh,Bilaspur,2020,Q2,138,26772.0,194.0
Chhattisgarh,Balrampur,2020,Q2,8,2116.0,264.5
Chhattisgarh,Bijapur,2020,Q2,6,1432.0,238.66666666666666
Chhattisgarh,Bemetara,2020,Q2,14,3017.0,215.5
Chhattisgarh,Bastar,2020,Q2,15,3226.0,215.06666666666666
Chhattisgarh,Kondagaon,2020,Q2,9,2310.0,256.6666666666667
Chhattisgarh,Mahasamund,2020,Q2,28,6903.0,246.53571428571428
Chhattisgarh,Dhamtari,2020,Q3,82,30742.0,374.9024390243902
Chhattisgarh,Korba,2020,Q3,249,82657.0,331.95582329317267
Chhattisgarh,Surajpur,2020,Q3,57,19706.0,345.719298245614
Chhattisgarh,Baloda Bazar,2020,Q3,137,30918.0,225.67883211678833
Chhattisgarh,Sukma,2020,Q3,27,8646.0,320.22222222222223
Chhattisgarh,Raigarh,2020,Q3,347,107510.0,309.8270893371758
Chhattisgarh,Janjgir Champa,2020,Q3,247,72077.0,291.80971659919027
Chhattisgarh,Jashpur,2020,Q3,55,17655.0,321.0
Chhattisgarh,Balod,2020,Q3,65,15411.0,237.09230769230768
Chhattisgarh,Kabirdham,2020,Q3,55,11366.0,206.65454545454546
Chhattisgarh,Surguja,2020,Q3,135,37853.0,280.3925925925926
Chhattisgarh,Dantewada,2020,Q3,38,13078.0,344.1578947368421
Chhattisgarh,Gariyaband,2020,Q3,46,12417.0,269.9347826086956
Chhattisgarh,Durg,2020,Q3,639,196453.0,307.4381846635368
Chhattisgarh,Rajnandgaon,2020,Q3,134,38440.0,286.86567164179104
Chhattisgarh,Raipur,2020,Q3,1324,395561.0,298.762084592145
Chhattisgarh,Narayanpur,2020,Q3,32,10680.0,333.75
Chhattisgarh,Kanker,2020,Q3,104,26998.0,259.59615384615387
Chhattisgarh,Korea,2020,Q3,73,24156.0,330.90410958904107
Chhattisgarh,Mungeli,2020,Q3,37,8747.0,236.40540540540542
Chhattisgarh,Bilaspur,2020,Q3,394,110531.0,280.53553299492387
Chhattisgarh,Balrampur,2020,Q3,56,15657.0,279.5892857142857
Chhattisgarh,Bijapur,2020,Q3,21,6208.0,295.6190476190476
Chhattisgarh,Bemetara,2020,Q3,58,16195.0,279.2241379310345
Chhattisgarh,Bastar,2020,Q3,83,29453.0,354.855421686747
Chhattisgarh,Kondagaon,2020,Q3,42,10630.0,253.0952380952381
Chhattisgarh,Mahasamund,2020,Q3,165,43911.0,266.1272727272727
Chhattisgarh,Dhamtari,2020,Q4,82,52059.0,634.8658536585366
Chhattisgarh,Korba,2020,Q4,212,154943.0,730.8632075471698
Chhattisgarh,Surajpur,2020,Q4,61,54006.0,885.344262295082
Chhattisgarh,Baloda Bazar,2020,Q4,144,91702.0,636.8194444444445
Chhattisgarh,Sukma,2020,Q4,23,18364.0,798.4347826086956
Chhattisgarh,Raigarh,2020,Q4,253,133432.0,527.399209486166
Chhattisgarh,Janjgir Champa,2020,Q4,250,129700.0,518.8
Chhattisgarh,Jashpur,2020,Q4,101,35012.0,346.65346534653463
Chhattisgarh,Balod,2020,Q4,70,40588.0,579.8285714285714
Chhattisgarh,Kabirdham,2020,Q4,42,9451.0,225.02380952380952
Chhattisgarh,Surguja,2020,Q4,84,43343.0,515.9880952380952
Chhattisgarh,Dantewada,2020,Q4,42,22626.0,538.7142857142857
Chhattisgarh,Gariyaband,2020,Q4,41,22606.0,551.3658536585366
Chhattisgarh,Durg,2020,Q4,393,252505.0,642.5063613231553
Chhattisgarh,Rajnandgaon,2020,Q4,154,119506.0,776.012987012987
Chhattisgarh,Raipur,2020,Q4,854,518623.0,607.2868852459017
Chhattisgarh,Narayanpur,2020,Q4,16,17222.0,1076.375
Chhattisgarh,Kanker,2020,Q4,106,72276.0,681.8490566037735
Chhattisgarh,Korea,2020,Q4,56,30592.0,546.2857142857143
Chhattisgarh,Mungeli,2020,Q4,32,24173.0,755.40625
Chhattisgarh,Bilaspur,2020,Q4,341,195612.0,573.6422287390029
Chhattisgarh,Balrampur,2020,Q4,59,31171.0,528.3220338983051
Chhattisgarh,Bijapur,2020,Q4,36,16356.0,454.3333333333333
Chhattisgarh,Bemetara,2020,Q4,58,23476.0,404.7586206896552
Chhattisgarh,Bastar,2020,Q4,91,68443.0,752.1208791208791
Chhattisgarh,Kondagaon,2020,Q4,43,20563.0,478.2093023255814
Chhattisgarh,Mahasamund,2020,Q4,113,51551.0,456.20353982300884
Chhattisgarh,Dhamtari,2021,Q1,77,34003.0,441.5974025974026
Chhattisgarh,Korba,2021,Q1,244,151755.0,621.9467213114754
Chhattisgarh,Surajpur,2021,Q1,83,54529.0,656.9759036144578
Chhattisgarh,Baloda Bazar,2021,Q1,173,82107.0,474.60693641618496
Chhattisgarh,Sukma,2021,Q1,25,15413.0,616.52
Chhattisgarh,Raigarh,2021,Q1,298,139430.0,467.8859060402685
Chhattisgarh,Janjgir Champa,2021,Q1,297,193584.0,651.7979797979798
Chhattisgarh,Jashpur,2021,Q1,109,41648.0,382.091743119266
Chhattisgarh,Balod,2021,Q1,84,33234.0,395.64285714285717
Chhattisgarh,Kabirdham,2021,Q1,72,45532.0,632.3888888888889
Chhattisgarh,Surguja,2021,Q1,138,103150.0,747.463768115942
Chhattisgarh,Dantewada,2021,Q1,51,33437.0,655.6274509803922
Chhattisgarh,Gariyaband,2021,Q1,77,34524.0,448.3636363636364
Chhattisgarh,Durg,2021,Q1,513,326643.0,636.7309941520468
Chhattisgarh,Rajnandgaon,2021,Q1,185,105281.0,569.0864864864865
Chhattisgarh,Raipur,2021,Q1,1026,542296.0,528.5536062378168
Chhattisgarh,Narayanpur,2021,Q1,31,22530.0,726.7741935483871
Chhattisgarh,Kanker,2021,Q1,124,75425.0,608.266129032258
Chhattisgarh,Korea,2021,Q1,76,56279.0,740.5131578947369
Chhattisgarh,Mungeli,2021,Q1,38,11713.0,308.2368421052632
Chhattisgarh,Bilaspur,2021,Q1,464,257938.0,555.9008620689655
Chhattisgarh,Balrampur,2021,Q1,71,43661.0,614.943661971831
Chhattisgarh,Bijapur,2021,Q1,51,25401.0,498.05882352941177
Chhattisgarh,Bemetara,2021,Q1,72,38641.0,536.6805555555555
Chhattisgarh,Bastar,2021,Q1,118,65730.0,557.0338983050848
Chhattisgarh,Kondagaon,2021,Q1,72,37254.0,517.4166666666666
Chhattisgarh,Mahasamund,2021,Q1,143,49330.0,344.965034965035
Chhattisgarh,Dhamtari,2021,Q2,98,52421.0,534.9081632653061
Chhattisgarh,Korba,2021,Q2,338,204745.0,605.7544378698225
Chhattisgarh,Surajpur,2021,Q2,84,120644.0,1436.2380952380952
Chhattisgarh,Baloda Bazar,2021,Q2,143,107641.0,752.7342657342657
Chhattisgarh,Sukma,2021,Q2,37,47916.0,1295.027027027027
Chhattisgarh,Raigarh,2021,Q2,413,273255.0,661.6343825665859
Chhattisgarh,Janjgir Champa,2021,Q2,275,218849.0,795.8145454545455
Chhattisgarh,Jashpur,2021,Q2,56,53236.0,950.6428571428571
Chhattisgarh,Balod,2021,Q2,102,86602.0,849.0392156862745
Chhattisgarh,Kabirdham,2021,Q2,93,64905.0,697.9032258064516
Chhattisgarh,Surguja,2021,Q2,93,106623.0,1146.483870967742
Chhattisgarh,Dantewada,2021,Q2,49,56415.0,1151.3265306122448
Chhattisgarh,Gariyaband,2021,Q2,60,51488.0,858.1333333333333
Chhattisgarh,Durg,2021,Q2,534,404367.0,757.2415730337078
Chhattisgarh,Rajnandgaon,2021,Q2,263,171631.0,652.5893536121673
Chhattisgarh,Raipur,2021,Q2,1208,819324.0,678.2483443708609
Chhattisgarh,Narayanpur,2021,Q2,18,10935.0,607.5
Chhattisgarh,Kanker,2021,Q2,96,64652.0,673.4583333333334
Chhattisgarh,Korea,2021,Q2,91,102817.0,1129.857142857143
Chhattisgarh,Mungeli,2021,Q2,47,30181.0,642.1489361702128
Chhattisgarh,Bilaspur,2021,Q2,422,372335.0,882.3104265402843
Chhattisgarh,Balrampur,2021,Q2,55,41161.0,748.3818181818182
Chhattisgarh,Bijapur,2021,Q2,46,54076.0,1175.5652173913043
Chhattisgarh,Bemetara,2021,Q2,71,47505.0,669.0845070422536
Chhattisgarh,Bastar,2021,Q2,144,109459.0,760.1319444444445
Chhattisgarh,Kondagaon,2021,Q2,75,52498.0,699.9733333333334
Chhattisgarh,Mahasamund,2021,Q2,144,87736.0,609.2777777777778
Chhattisgarh,Dhamtari,2021,Q3,79,44360.0,561.5189873417721
Chhattisgarh,Korba,2021,Q3,281,237893.0,846.5943060498221
Chhattisgarh,Surajpur,2021,Q3,101,99127.0,981.4554455445544
Chhattisgarh,Baloda Bazar,2021,Q3,155,113239.0,730.5741935483871
Chhattisgarh,Sukma,2021,Q3,34,30758.0,904.6470588235294
Chhattisgarh,Raigarh,2021,Q3,265,178817.0,674.7811320754716
Chhattisgarh,Janjgir Champa,2021,Q3,229,152293.0,665.0349344978166
Chhattisgarh,Jashpur,2021,Q3,61,44172.0,724.1311475409836
Chhattisgarh,Balod,2021,Q3,71,44741.0,630.1549295774648
Chhattisgarh,Kabirdham,2021,Q3,64,47442.0,741.28125
Chhattisgarh,Surguja,2021,Q3,109,83204.0,763.3394495412844
Chhattisgarh,Dantewada,2021,Q3,53,69575.0,1312.7358490566037
Chhattisgarh,Gariyaband,2021,Q3,56,46326.0,827.25
Chhattisgarh,Durg,2021,Q3,564,457493.0,811.1578014184397
Chhattisgarh,Rajnandgaon,2021,Q3,212,165704.0,781.622641509434
Chhattisgarh,Raipur,2021,Q3,1145,798270.0,697.17903930131
Chhattisgarh,Narayanpur,2021,Q3,18,30512.0,1695.111111111111
Chhattisgarh,Kanker,2021,Q3,115,93731.0,815.0521739130435
Chhattisgarh,Korea,2021,Q3,74,79332.0,1072.054054054054
Chhattisgarh,Mungeli,2021,Q3,46,23156.0,503.39130434782606
Chhattisgarh,Bilaspur,2021,Q3,385,289752.0,752.6025974025974
Chhattisgarh,Balrampur,2021,Q3,68,66885.0,983.6029411764706
Chhattisgarh,Bijapur,2021,Q3,54,36297.0,672.1666666666666
Chhattisgarh,Bemetara,2021,Q3,54,54617.0,1011.425925925926
Chhattisgarh,Bastar,2021,Q3,134,129106.0,963.4776119402985
Chhattisgarh,Kondagaon,2021,Q3,103,71112.0,690.4077669902913
Chhattisgarh,Mahasamund,2021,Q3,146,80923.0,554.2671232876712
Chhattisgarh,Dhamtari,2021,Q4,131,207458.0,1583.648854961832
Chhattisgarh,Korba,2021,Q4,389,532770.0,1369.5886889460155
Chhattisgarh,Surajpur,2021,Q4,125,205359.0,1642.872
Chhattisgarh,Baloda Bazar,2021,Q4,138,176942.0,1282.1884057971015
Chhattisgarh,Sukma,2021,Q4,55,79202.0,1440.0363636363636
Chhattisgarh,Raigarh,2021,Q4,230,349708.0,1520.4695652173914
Chhattisgarh,Janjgir Champa,2021,Q4,266,334273.0,1256.6654135338347
Chhattisgarh,Jashpur,2021,Q4,102,108590.0,1064.6078431372548
Chhattisgarh,Balod,2021,Q4,119,146398.0,1230.235294117647
Chhattisgarh,Kabirdham,2021,Q4,69,129770.0,1880.7246376811595
Chhattisgarh,Surguja,2021,Q4,210,297790.0,1418.047619047619
Chhattisgarh,Dantewada,2021,Q4,88,115936.0,1317.4545454545455
Chhattisgarh,Gariyaband,2021,Q4,75,109472.0,1459.6266666666668
Chhattisgarh,Durg,2021,Q4,857,1120413.0,1307.3663943990666
Chhattisgarh,Rajnandgaon,2021,Q4,145,274029.0,1889.855172413793
Chhattisgarh,Raipur,2021,Q4,1504,1759887.0,1170.1376329787233
Chhattisgarh,Narayanpur,2021,Q4,45,79647.0,1769.9333333333334
Chhattisgarh,Kanker,2021,Q4,161,220818.0,1371.5403726708075
Chhattisgarh,Korea,2021,Q4,115,189229.0,1645.4695652173914
Chhattisgarh,Mungeli,2021,Q4,28,57201.0,2042.892857142857
Chhattisgarh,Bilaspur,2021,Q4,510,802349.0,1573.2333333333333
Chhattisgarh,Balrampur,2021,Q4,98,156751.0,1599.5
Chhattisgarh,Bijapur,2021,Q4,55,89669.0,1630.3454545454545
Chhattisgarh,Bemetara,2021,Q4,82,108381.0,1321.719512195122
Chhattisgarh,Bastar,2021,Q4,183,266874.0,1458.327868852459
Chhattisgarh,Kondagaon,2021,Q4,84,131081.0,1560.4880952380952
Chhattisgarh,Mahasamund,2021,Q4,165,179042.0,1085.1030303030302
Chhattisgarh,Dhamtari,2022,Q1,106,191801.0,1809.4433962264152
Chhattisgarh,Korba,2022,Q1,402,675060.0,1679.2537313432836
Chhattisgarh,Surajpur,2022,Q1,138,327792.0,2375.304347826087
Chhattisgarh,Baloda Bazar,2022,Q1,185,345262.0,1866.281081081081
Chhattisgarh,Sukma,2022,Q1,59,69288.0,1174.3728813559321
Chhattisgarh,Raigarh,2022,Q1,311,477426.0,1535.1318327974277
Chhattisgarh,Janjgir Champa,2022,Q1,302,488142.0,1616.364238410596
Chhattisgarh,Jashpur,2022,Q1,77,161213.0,2093.6753246753246
Chhattisgarh,Balod,2022,Q1,118,170963.0,1448.8389830508474
Chhattisgarh,Kabirdham,2022,Q1,78,131230.0,1682.4358974358975
Chhattisgarh,Surguja,2022,Q1,225,347658.0,1545.1466666666668
Chhattisgarh,Dantewada,2022,Q1,83,82431.0,993.144578313253
Chhattisgarh,Gariyaband,2022,Q1,83,131155.0,1580.1807228915663
Chhattisgarh,Durg,2022,Q1,879,1239930.0,1410.6143344709897
Chhattisgarh,Rajnandgaon,2022,Q1,207,330899.0,1598.5458937198068
Chhattisgarh,Raipur,2022,Q1,1650,2255466.0,1366.949090909091
Chhattisgarh,Narayanpur,2022,Q1,46,23130.0,502.82608695652175
Chhattisgarh,Kanker,2022,Q1,201,301862.0,1501.8009950248756
Chhattisgarh,Korea,2022,Q1,136,228484.0,1680.0294117647059
Chhattisgarh,Mungeli,2022,Q1,51,76863.0,1507.1176470588234
Chhattisgarh,Bilaspur,2022,Q1,610,961852.0,1576.806557377049
Chhattisgarh,Balrampur,2022,Q1,97,162362.0,1673.8350515463917
Chhattisgarh,Bijapur,2022,Q1,82,60717.0,740.4512195121952
Chhattisgarh,Bemetara,2022,Q1,89,147479.0,1657.0674157303372
Chhattisgarh,Bastar,2022,Q1,158,380450.0,2407.9113924050635
Chhattisgarh,Kondagaon,2022,Q1,78,116490.0,1493.4615384615386
Chhattisgarh,Mahasamund,2022,Q1,161,253785.0,1576.304347826087
Chhattisgarh,Dhamtari,2022,Q2,97,113125.0,1166.2371134020618
Chhattisgarh,Korba,2022,Q2,353,543196.0,1538.798866855524
Chhattisgarh,Surajpur,2022,Q2,89,179071.0,2012.0337078651685
Chhattisgarh,Baloda Bazar,2022,Q2,175,342236.0,1955.6342857142856
Chhattisgarh,Sukma,2022,Q2,38,61391.0,1615.5526315789473
Chhattisgarh,Raigarh,2022,Q2,386,555753.0,1439.7746113989638
Chhattisgarh,Janjgir Champa,2022,Q2,300,433751.0,1445.8366666666666
Chhattisgarh,Jashpur,2022,Q2,80,134960.0,1687.0
Chhattisgarh,Balod,2022,Q2,118,205885.0,1744.7881355932204
Chhattisgarh,Kabirdham,2022,Q2,96,120346.0,1253.6041666666667
Chhattisgarh,Surguja,2022,Q2,172,328700.0,1911.046511627907
Chhattisgarh,Dantewada,2022,Q2,83,119447.0,1439.120481927711
Chhattisgarh,Gariyaband,2022,Q2,78,123222.0,1579.7692307692307
Chhattisgarh,Durg,2022,Q2,1061,1499260.0,1413.0631479736098
Chhattisgarh,Rajnandgaon,2022,Q2,267,384283.0,1439.2621722846443
Chhattisgarh,Raipur,2022,Q2,1773,2243228.0,1265.2160180485052
Chhattisgarh,Narayanpur,2022,Q2,17,22179.0,1304.6470588235295
Chhattisgarh,Kanker,2022,Q2,166,260843.0,1571.3433734939758
Chhattisgarh,Korea,2022,Q2,124,229485.0,1850.6854838709678
Chhattisgarh,Mungeli,2022,Q2,39,56579.0,1450.7435897435898
Chhattisgarh,Bilaspur,2022,Q2,869,1181756.0,1359.9033371691598
Chhattisgarh,Balrampur,2022,Q2,68,121709.0,1789.8382352941176
Chhattisgarh,Bijapur,2022,Q2,62,84346.0,1360.4193548387098
Chhattisgarh,Bemetara,2022,Q2,85,134313.0,1580.1529411764707
Chhattisgarh,Bastar,2022,Q2,148,262060.0,1770.6756756756756
