Year,Quarter,State,Registered Users,App Opens,Average Opens
2021,Q2,Arunachal Pradesh,270572,13025849,48.141895687654305
2021,Q2,Delhi,11182699,164997774,14.754736222445047
2021,Q2,Uttarakhand,3004040,78380036,26.09154205669698
2021,Q3,Puducherry,396609,6899592,17.396458476736534
2021,Q3,Tamil Nadu,19127440,459826734,24.04016083699648
2021,Q3,Uttar Pradesh,34151882,803890116,23.538676902198244
2021,Q3,Madhya Pradesh,17210233,929572924,54.0128029643759
2021,Q3,Andhra Pradesh,21059898,1258536879,59.75987533272953
2021,Q3,Tripura,509929,12279146,24.08010919167178
2021,Q3,Lakshadweep,5287,49127,9.292037072063552
2021,Q3,Manipur,361749,9743772,26.93517328313278
2021,Q3,Maharashtra,42581217,1565370852,36.762003584820036
2021,Q3,Dadra & Nagar Haveli & Daman & Diu,371874,7162734,19.26118524016199
2021,Q3,Meghalaya,223065,9952956,44.61908412346177
2021,Q3,Andaman & Nicobar Islands,66982,3121625,46.60393837150279
2021,Q3,Haryana,11325336,296884105,26.214154264385623
2021,Q3,Rajasthan,20499465,1429553825,69.73615287033101
2021,Q3,Ladakh,81210,7099550,87.42211550301687
2021,Q3,Punjab,6434862,107614155,16.72361505188456
2021,Q3,Assam,3918480,135288631,34.52579341989751
2021,Q3,Jharkhand,6151843,230475998,37.46454485265635
2021,Q3,Odisha,10652490,492879704,46.26896659841971
2021,Q3,Bihar,16160771,421801379,26.10032522581998
2021,Q3,Kerala,7949425,116282717,14.627814841953978
2021,Q3,Karnataka,27614221,1366781087,49.495551114768006
2021,Q3,Chandigarh,480463,6378807,13.276375079870874
2021,Q3,Telangana,19615278,1107529197,56.46257967896249
2021,Q3,Himachal Pradesh,1880626,52970288,28.166306325659647
2021,Q3,West Bengal,19323278,348588666,18.039830819594894
2021,Q3,Gujarat,16946761,379987151,22.422405732871315
2021,Q3,Sikkim,184693,5714565,30.940885685976188
2021,Q3,Nagaland,241797,8661991,35.82340144832235
2021,Q3,Mizoram,100647,5385718,53.51096406251553
2021,Q3,Chhattisgarh,5206084,276486076,53.10826256356985
2021,Q3,Jammu & Kashmir,1359860,45025197,33.11017089994558
2021,Q3,Goa,653458,16575111,25.365227757560547
2021,Q3,Arunachal Pradesh,293073,17209654,58.72139023383253
2021,Q3,Delhi,11980061,223844376,18.684744259649428
2021,Q3,Uttarakhand,3233509,90886530,28.10770899354231
2021,Q4,Puducherry,423167,14257568,33.69253273530308
2021,Q4,Tamil Nadu,20433142,685861440,33.56612703029226
2021,Q4,Uttar Pradesh,36617655,1175923794,32.1135745585019
2021,Q4,Madhya Pradesh,18456243,956630781,51.83236810438614
2021,Q4,Andhra Pradesh,22489029,1447717601,64.37439344313177
2021,Q4,Tripura,546292,10728702,19.639134382344974
2021,Q4,Lakshadweep,5638,67320,11.94040439872295
2021,Q4,Manipur,387746,7603294,19.608955347057094
2021,Q4,Maharashtra,45482506,2031739248,44.67078502666498
2021,Q4,Dadra & Nagar Haveli & Daman & Diu,398963,15009455,37.621170384221095
2021,Q4,Meghalaya,240268,6048594,25.17436362728287
2021,Q4,Andaman & Nicobar Islands,71780,2112910,29.43591529674004
2021,Q4,Haryana,12116439,442176987,36.493972115074406
2021,Q4,Rajasthan,21977202,1185124031,53.925155304119244
2021,Q4,Ladakh,87057,2665203,30.614459492056927
2021,Q4,Punjab,6880103,138427499,20.11997480270281
2021,Q4,Assam,4209591,130600435,31.024495016261675
2021,Q4,Jharkhand,6596196,284960009,43.20065822786346
2021,Q4,Odisha,11399235,567351446,49.77101059851823
2021,Q4,Bihar,17335981,647400838,37.34434399760821
2021,Q4,Kerala,8473810,213542857,25.200335740357644
2021,Q4,Karnataka,29459646,1941558513,65.90569733933667
2021,Q4,Chandigarh,512092,11603954,22.659900955297093
2021,Q4,Telangana,20917649,1407599392,67.29242813090515
2021,Q4,Himachal Pradesh,2013747,47670982,23.672776172975055
2021,Q4,West Bengal,20644527,512335839,24.81702966602238
2021,Q4,Gujarat,18139201,487846209,26.894580913459198
2021,Q4,Sikkim,197407,5525552,27.990658892541806
2021,Q4,Nagaland,259990,6383337,24.55224047078734
2021,Q4,Mizoram,108405,2094118,19.317540703842074
2021,Q4,Chhattisgarh,5565481,251752583,45.234649619682465
2021,Q4,Jammu & Kashmir,1456810,36012148,24.71986600860785
2021,Q4,Goa,697178,28288254,40.575368126934585
2021,Q4,Arunachal Pradesh,314944,11230295,35.658069371062794
2021,Q4,Delhi,12785127,345669353,27.036833736575318
2021,Q4,Uttarakhand,3460015,110928354,32.060078930293656
2022,Q1,Puducherry,448051,3938657,8.790644368609824
2022,Q1,Tamil Nadu,21667020,638490275,29.468301363085462
2022,Q1,Uttar Pradesh,38999692,836926025,21.459811144149548
2022,Q1,Madhya Pradesh,19656147,1678266475,85.38125376249984
2022,Q1,Andhra Pradesh,23857951,1254785973,52.594037643886516
2022,Q1,Tripura,582124,19322963,33.19389511513011
2022,Q1,Lakshadweep,5990,45410,7.580968280467446
2022,Q1,Manipur,411900,22637747,54.95932750667638
2022,Q1,Maharashtra,48227630,2157769514,44.74135498675759
2022,Q1,Dadra & Nagar Haveli & Daman & Diu,424570,3910792,9.211183079350873
2022,Q1,Meghalaya,255839,23634106,92.37882418239596
2022,Q1,Andaman & Nicobar Islands,76288,3847407,50.43266306627517
2022,Q1,Haryana,12866988,217228467,16.882619848561294
2022,Q1,Rajasthan,23398857,2570606469,109.86034356293557
2022,Q1,Ladakh,92492,8902080,96.2470267698828
2022,Q1,Punjab,7302726,117482807,16.08752772594782
2022,Q1,Assam,4492589,281642453,62.690455993192344
2022,Q1,Jharkhand,7025275,331355981,47.16626480813918
2022,Q1,Odisha,12124779,613855465,50.62817763523772
2022,Q1,Bihar,18484658,316991599,17.148902565576275
2022,Q1,Kerala,8972299,94047893,10.482028407657836
2022,Q1,Karnataka,31200349,1727054045,55.35367713354745
2022,Q1,Chandigarh,541549,2321685,4.287118986462906
2022,Q1,Telangana,22150612,1168864524,52.7689494087116
2022,Q1,Himachal Pradesh,2143483,77278278,36.052666617836486
2022,Q1,West Bengal,21919787,236131065,10.77250727846945
2022,Q1,Gujarat,19265314,521776939,27.083749530373602
2022,Q1,Sikkim,209616,12440193,59.34753549347378
2022,Q1,Nagaland,276483,24206053,87.54987829269793
2022,Q1,Mizoram,115295,14886657,129.11797562773754
2022,Q1,Chhattisgarh,5916961,448503438,75.79962720727752
2022,Q1,Jammu & Kashmir,1549320,62115857,40.09233534712003
2022,Q1,Goa,738628,18678798,25.288505174458592
2022,Q1,Arunachal Pradesh,335339,41418559,123.51250227381844
2022,Q1,Delhi,13539197,57524153,4.248712312849868
2022,Q1,Uttarakhand,3674829,115224382,31.35503230218331
2022,Q2,Puducherry,471663,3830290,8.120819313789719
2022,Q2,Tamil Nadu,22829720,740265406,32.42551402294903
2022,Q2,Uttar Pradesh,41247289,947480495,22.97073378567983
2022,Q2,Madhya Pradesh,20766417,1902866132,91.6318945150721
2022,Q2,Andhra Pradesh,25157264,1378736856,54.80472184892602
2022,Q2,Tripura,615782,21343111,34.66017356791852
2022,Q2,Lakshadweep,6327,38450,6.077129761340288
2022,Q2,Manipur,434563,26236900,60.375365597163125
2022,Q2,Maharashtra,50802786,2492946019,49.07104935150604
2022,Q2,Dadra & Nagar Haveli & Daman & Diu,449016,3886292,8.655130329431469
2022,Q2,Meghalaya,269943,27458992,101.72144489762654
2022,Q2,Andaman & Nicobar Islands,80530,5180013,64.32401589469762
2022,Q2,Haryana,13576065,236091309,17.390260653584082
2022,Q2,Rajasthan,24716181,2771434947,112.13038725521552
2022,Q2,Ladakh,97517,14768129,151.4415845442333
2022,Q2,Punjab,7702100,138965337,18.04252567481596
2022,Q2,Assam,4755787,339929089,71.47693725560039
2022,Q2,Jharkhand,7426174,379053485,51.04290378868042
2022,Q2,Odisha,12801990,670311093,52.35991381027481
2022,Q2,Bihar,19569894,348588438,17.812484727817125
2022,Q2,Kerala,9442533,98876392,10.471384320287788
2022,Q2,Karnataka,32831447,2065359837,62.90797469267803
2022,Q2,Chandigarh,569582,2285979,4.013432657633142
2022,Q2,Telangana,23314363,1276259370,54.74133563074402
2022,Q2,Himachal Pradesh,2264407,102488683,45.26071638181652
2022,Q2,West Bengal,23124388,250276369,10.823048333214267
2022,Q2,Gujarat,20321596,609943436,30.014543936411293
2022,Q2,Sikkim,220994,16993937,76.89773025512005
2022,Q2,Nagaland,292104,28652431,98.08982759565086
2022,Q2,Mizoram,121535,16646550,136.96918583124202
2022,Q2,Chhattisgarh,6238349,501411120,80.37561220124107
2022,Q2,Jammu & Kashmir,1635570,89986310,55.018317773008796
2022,Q2,Goa,777779,19062157,24.50844905815148
2022,Q2,Arunachal Pradesh,354528,49889518,140.72095292896472
2022,Q2,Delhi,14260143,52553080,3.6853122721139613
2022,Q2,Uttarakhand,3877056,156465685,40.35682873809406
2022,Q3,Puducherry,496570,4186911,8.43166320961798
2022,Q3,Tamil Nadu,24019964,866738343,36.08408168305331
2022,Q3,Uttar Pradesh,43537920,1035702397,23.788513484337333
2022,Q3,Madhya Pradesh,21884220,2026371749,92.59510958124164
2022,Q3,Andhra Pradesh,26496330,1357005703,51.214855151637984
2022,Q3,Tripura,649143,24123569,37.16217998191462
2022,Q3,Lakshadweep,6645,18111,2.7255079006772007
2022,Q3,Manipur,457063,26011343,56.90975423519296
2022,Q3,Maharashtra,53432602,2638663712,49.3830285861804
2022,Q3,Dadra & Nagar Haveli & Daman & Diu,474807,3837881,8.083033737918775
2022,Q3,Meghalaya,283487,32596135,114.98282108174273
2022,Q3,Andaman & Nicobar Islands,84642,6068354,71.69435977410741
2022,Q3,Haryana,14303933,265475161,18.559592036679703
2022,Q3,Rajasthan,26042948,3299787866,126.70561973245118
2022,Q3,Ladakh,102299,19734781,192.91274597014635
2022,Q3,Punjab,8097582,154625731,19.095296719440444
2022,Q3,Assam,5016910,410760707,81.87523934055027
2022,Q3,Jharkhand,7836429,414228860,52.85939041877365
2022,Q3,Odisha,13493282,725475924,53.76571274505343
2022,Q3,Bihar,20694376,336807385,16.275310016595814
2022,Q3,Kerala,9933977,104565833,10.526079635577977
2022,Q3,Karnataka,34493994,2148016434,62.272186688500035
2022,Q3,Chandigarh,598698,2173356,3.630137398153994
2022,Q3,Telangana,24506111,1255597644,51.236103680424854
2022,Q3,Himachal Pradesh,2381576,108832538,45.6976968192491
2022,Q3,West Bengal,24372048,256445748,10.522125510338729
2022,Q3,Gujarat,21394721,699121904,32.677308762287666
2022,Q3,Sikkim,232025,18748536,80.80394785044714
2022,Q3,Nagaland,307386,31229366,101.59657889428927
2022,Q3,Mizoram,127735,15557163,121.7924844404431
2022,Q3,Chhattisgarh,6562237,543206487,82.77763924100881
2022,Q3,Jammu & Kashmir,1719185,109346235,63.60353016109377
2022,Q3,Goa,817830,19712764,24.103742831639828
2022,Q3,Arunachal Pradesh,373372,59722628,159.95475825718052
2022,Q3,Delhi,15009523,49919498,3.3258550588183247
2022,Q3,Uttarakhand,4081976,152803850,37.43379431922187
2022,Q4,Puducherry,520649,24144184,46.37324569911783
2022,Q4,Tamil Nadu,25136112,1229187623,48.90126297177543
2022,Q4,Uttar Pradesh,45648650,1682003791,36.846736781920164
2022,Q4,Madhya Pradesh,22913924,1388282818,60.58686491235635
2022,Q4,Andhra Pradesh,27778016,1673374802,60.24097624538772
2022,Q4,Tripura,678741,16107610,23.731600124347874
2022,Q4,Lakshadweep,6961,72377,10.397500359143802
2022,Q4,Manipur,477292,12462732,26.111336456508806
2022,Q4,Maharashtra,55954028,2982202696,53.29737290763053
2022,Q4,Dadra & Nagar Haveli & Daman & Diu,500125,24066770,48.12150962259435
2022,Q4,Meghalaya,295322,10105924,34.2200174724538
2022,Q4,Andaman & Nicobar Islands,88442,4354093,49.231055380927614
2022,Q4,Haryana,14994944,556898878,37.139110222752414
2022,Q4,Rajasthan,27255927,1537424924,56.40699448600666
2022,Q4,Ladakh,106337,3832339,36.039562899084984
2022,Q4,Punjab,8462753,199899443,23.62108914203215
2022,Q4,Assam,5247776,248781157,47.40696954290732
2022,Q4,Jharkhand,8217638,396098729,48.20104377924654
2022,Q4,Odisha,14127239,726099254,51.397109796188765
2022,Q4,Bihar,21738117,834827202,38.40384160228781
2022,Q4,Kerala,10382102,346981849,33.421155850713085
2022,Q4,Karnataka,36081698,3011645011,83.46738590295834
2022,Q4,Chandigarh,627563,15308862,24.394143695533355
2022,Q4,Telangana,25656381,1731228513,67.47750249733195
2022,Q4,Himachal Pradesh,2483076,72355717,29.139549896982615
2022,Q4,West Bengal,25536381,678066327,26.552953098561616
2022,Q4,Gujarat,22412353,790984595,35.292349491372015
2022,Q4,Sikkim,241968,8948864,36.983667261786685
2022,Q4,Nagaland,321205,11171582,34.78022446724055
2022,Q4,Mizoram,132870,3144551,23.66637314668473
2022,Q4,Chhattisgarh,6846822,354976814,51.84548597875043
2022,Q4,Jammu & Kashmir,1793434,60205865,33.57015925871819
2022,Q4,Goa,855202,43005212,50.286612987341
2022,Q4,Arunachal Pradesh,390307,21775038,55.78951440788917
2022,Q4,Delhi,15764149,401864749,25.49232115225503
2022,Q4,Uttarakhand,4272049,160685547,37.61322658050037
2023,Q1,Puducherry,543819,3498429,6.433076078621747
2023,Q1,Tamil Nadu,26270663,989061650,37.6489032652126
2023,Q1,Uttar Pradesh,47806049,1401343916,29.313108807632272
2023,Q1,Madhya Pradesh,24002818,2588256407,107.83135575997785
2023,Q1,Andhra Pradesh,29065863,1442038420,49.61278528010677
2023,Q1,Tripura,710884,29736641,41.83051102570884
2023,Q1,Lakshadweep,7267,43821,6.030136232282922
2023,Q1,Manipur,498337,29419074,59.03449673614442
2023,Q1,Maharashtra,58470784,3144152925,53.773059122997225
2023,Q1,Dadra & Nagar Haveli & Daman & Diu,524617,4471284,8.522949122883933
2023,Q1,Meghalaya,308324,44686919,144.93493532777208
2023,Q1,Andaman & Nicobar Islands,92484,11012664,119.0764240301025
2023,Q1,Haryana,15688161,264946266,16.888293408003655
2023,Q1,Rajasthan,28523031,3711332541,130.11704615123125
2023,Q1,Ladakh,110991,14522495,130.84389725293042
2023,Q1,Punjab,8837408,177418342,20.075834679127635
2023,Q1,Assam,5499650,590176321,107.31161455729001
2023,Q1,Jharkhand,8609107,585808867,68.04525335786859
2023,Q1,Odisha,14787083,929487633,62.858079108638265
2023,Q1,Bihar,22796011,455886560,19.998523425874815
2023,Q1,Kerala,10822723,116395880,10.754768462613336
2023,Q1,Karnataka,37681426,2498025288,66.2932790282406
2023,Q1,Chandigarh,654522,2001065,3.057292191859097
2023,Q1,Telangana,26804259,1305656447,48.7107831259204
2023,Q1,Himachal Pradesh,2594668,111702044,43.05061148478341
2023,Q1,West Bengal,26732895,321102681,12.011519178899254
2023,Q1,Gujarat,23436230,918468944,39.19013185994505
2023,Q1,Sikkim,252440,18927227,74.97713119949294
2023,Q1,Nagaland,335936,35227154,104.86269408458755
2023,Q1,Mizoram,138751,24403694,175.88121166694293
2023,Q1,Chhattisgarh,7159660,678798431,94.8087522312512
2023,Q1,Jammu & Kashmir,1873039,134828711,71.98393146111746
2023,Q1,Goa,892185,22829931,25.588785958069234
2023,Q1,Arunachal Pradesh,408273,88997458,217.98516678790907
2023,Q1,Delhi,16480011,51049789,3.0976793037334747
2023,Q1,Uttarakhand,4464369,181738693,40.708707770347836
2023,Q2,Puducherry,564431,3817041,6.762635291116186
2023,Q2,Tamil Nadu,27317599,991611987,36.299382936252925
2023,Q2,Uttar Pradesh,49829833,1731600947,34.750285978281326
2023,Q2,Madhya Pradesh,25042930,2945628722,117.6231663786945
2023,Q2,Andhra Pradesh,30240061,1427952434,47.22055401938508
2023,Q2,Tripura,743024,30819207,41.478077424147806
2023,Q2,Lakshadweep,7585,90501,11.931575477916942
2023,Q2,Manipur,519799,14076037,27.0797692954392
2023,Q2,Maharashtra,60766850,3363859330,55.3568159284215
2023,Q2,Dadra & Nagar Haveli & Daman & Diu,546364,4086025,7.478576553360031
2023,Q2,Meghalaya,322382,47337234,146.83584691452998
2023,Q2,Andaman & Nicobar Islands,96329,14738676,153.00351918944452
2023,Q2,Haryana,16314236,298037706,18.268566545194027
2023,Q2,Rajasthan,29745609,4033000288,135.58304649267728
2023,Q2,Ladakh,115736,26285520,227.11619547936684
2023,Q2,Punjab,9197055,218492661,23.75680704312413
2023,Q2,Assam,5749682,657069673,114.27930675122555
2023,Q2,Jharkhand,8980709,657119942,73.17016306841698
2023,Q2,Odisha,15420061,918449931,59.56201671316346
2023,Q2,Bihar,23781971,556071386,23.38205634848348
2023,Q2,Kerala,11237341,121310794,10.79532907295418
2023,Q2,Karnataka,39122314,2521576765,64.45367124756476
2023,Q2,Chandigarh,678662,1978988,2.916014157268272
2023,Q2,Telangana,27814633,1339967792,48.17492260278969
2023,Q2,Himachal Pradesh,2706470,136774775,50.53622430693856
2023,Q2,West Bengal,27827662,350862668,12.608413455647119
2023,Q2,Gujarat,24396768,1057626015,43.35107072379424
2023,Q2,Sikkim,262728,28470875,108.36635227307329
2023,Q2,Nagaland,351024,33612080,95.75436437394595
2023,Q2,Mizoram,145061,21868647,150.7548341732099
2023,Q2,Chhattisgarh,7469508,749111705,100.28929683186631
2023,Q2,Jammu & Kashmir,1953132,209249141,107.13517621952843
2023,Q2,Goa,926020,20219644,21.834997084296237
2023,Q2,Arunachal Pradesh,426410,106089520,248.79697943294013
2023,Q2,Delhi,17103089,51415039,3.0061843799093837
2023,Q2,Uttarakhand,4645322,240804293,51.83801962490437
2023,Q3,Puducherry,586550,4653693,7.934009035887819
2023,Q3,Tamil Nadu,28405436,1117719858,39.3488013350684
2023,Q3,Uttar Pradesh,51870932,2143192720,41.317798569726875
2023,Q3,Madhya Pradesh,26109033,3495164168,133.86800529916218
2023,Q3,Andhra Pradesh,31493897,1157440497,36.75126317330624
2023,Q3,Tripura,774678,49942954,64.46930724765645
2023,Q3,Lakshadweep,7912,294406,37.21006066734075
2023,Q3,Manipur,541572,20694295,38.21153050748561
2023,Q3,Maharashtra,63150997,3152984827,49.927712574355716
2023,Q3,Dadra & Nagar Haveli & Daman & Diu,569035,4449513,7.819401267057387
2023,Q3,Meghalaya,336282,75055865,223.1932277076977
2023,Q3,Andaman & Nicobar Islands,100255,20545079,204.92822303127025
2023,Q3,Haryana,16956489,327497074,19.313967295941985
2023,Q3,Rajasthan,30997182,4359306863,140.63558626071236
2023,Q3,Ladakh,120435,42636030,354.01693859758376
2023,Q3,Punjab,9555997,337107656,35.27707846706105
2023,Q3,Assam,5998586,962849913,160.51281301960162
2023,Q3,Jharkhand,9360730,806517236,86.15965165109986
2023,Q3,Odisha,16064459,1002230051,62.38803628556679
2023,Q3,Bihar,24776510,623923391,25.182053122090238
2023,Q3,Kerala,11669143,145044427,12.429741155798673
2023,Q3,Karnataka,40634390,2284389284,56.21812666561501
2023,Q3,Chandigarh,704144,1924922,2.733705037605944
2023,Q3,Telangana,28896668,993742805,34.38952909726478
2023,Q3,Himachal Pradesh,2816046,189307777,67.22467495204269
2023,Q3,West Bengal,28966414,473450373,16.344804469065448
2023,Q3,Gujarat,25383429,1679035143,66.14690012921422
2023,Q3,Sikkim,272829,34906306,127.94206627594573
2023,Q3,Nagaland,366203,51985056,141.95693645327864
2023,Q3,Mizoram,151378,29019443,191.7018523167171
2023,Q3,Chhattisgarh,7779977,951586898,122.3123022086055
2023,Q3,Jammu & Kashmir,2031447,283204829,139.4103951518302
2023,Q3,Goa,961831,24017714,24.97082543606933
2023,Q3,Arunachal Pradesh,444789,112236680,252.33690581376788
2023,Q3,Delhi,17747167,49593289,2.794434120104916
2023,Q3,Uttarakhand,4829992,217340168,44.99803892014728
2023,Q4,Puducherry,607838,32182677,52.9461418996509
2023,Q4,Tamil Nadu,29452801,1831285792,62.17696551170125
2023,Q4,Uttar Pradesh,53799813,3620813944,67.30160835317402
2023,Q4,Madhya Pradesh,27078072,1780548760,65.75611291675419
2023,Q4,Andhra Pradesh,32658698,1310002959,40.1119162496925
2023,Q4,Tripura,806344,43591962,54.0612468127747
2023,Q4,Lakshadweep,8225,924554,112.4077811550152
2023,Q4,Manipur,564130,25551545,45.29371776009076
2023,Q4,Maharashtra,65422120,3694003155,56.46413101562591
2023,Q4,Dadra & Nagar Haveli & Daman & Diu,590760,36579378,61.91918545602275
2023,Q4,Meghalaya,349330,30357626,86.90243036670198
2023,Q4,Andaman & Nicobar Islands,103978,9845960,94.69272346073208
2023,Q4,Haryana,17556642,904482321,51.51795662291229
2023,Q4,Rajasthan,32157348,1905645600,59.260035995505596
2023,Q4,Ladakh,124828,7108123,56.94333803313359
2023,Q4,Punjab,9898002,605806581,61.204936208337806
2023,Q4,Assam,6234780,558041955,89.50467458354585
2023,Q4,Jharkhand,9707336,658553048,67.84075960696117
2023,Q4,Odisha,16680992,701305081,42.04216877509443
2023,Q4,Bihar,25695856,1822737403,70.93507229336902
2023,Q4,Kerala,12084974,747303653,61.83742331592935
2023,Q4,Karnataka,42031396,2565539566,61.03864753861613
2023,Q4,Chandigarh,727594,35719991,49.093300659433694
2023,Q4,Telangana,29902636,1520428750,50.845977257657154
2023,Q4,Himachal Pradesh,2924952,163694473,55.96484079054972
2023,Q4,West Bengal,30064546,1467442959,48.80974949696563
2023,Q4,Gujarat,26312655,1950081065,74.11190793935465
2023,Q4,Sikkim,282575,15838198,56.049537290984695
2023,Q4,Nagaland,381162,20169002,52.91451403865023
2023,Q4,Mizoram,157627,9424810,59.79185038096265
2023,Q4,Chhattisgarh,8057016,545124233,67.65832821977764
2023,Q4,Jammu & Kashmir,2108166,186302862,88.37200770717297
2023,Q4,Goa,995923,64868903,65.13445617783704
2023,Q4,Arunachal Pradesh,462088,38873546,84.12585048735306
2023,Q4,Delhi,18363626,738806624,40.232066586413815
2023,Q4,Uttarakhand,5001826,287470297,57.47307023475027
