Year,Quarter,State,District,Count,Amount,Average Transaction
2020,Q2,Delhi,Central Delhi District,971,154625.0,159.24304840370752
2020,Q2,Delhi,New Delhi District,881,152882.0,173.53234960272417
2020,Q2,Delhi,North District,736,123572.0,167.89673913043478
2020,Q2,Delhi,Shahdara District,435,73327.0,168.56781609195403
2020,Q3,Delhi,West District,1250,330947.0,264.7576
2020,Q3,Delhi,South East Delhi District,922,240168.0,260.48590021691973
2020,Q3,Delhi,North West District,815,195772.0,240.21104294478528
2020,Q3,Delhi,South West District,789,243882.0,309.10266159695817
2020,Q3,Delhi,Central Delhi District,672,153666.0,228.66964285714286
2020,Q3,Delhi,New Delhi District,652,161870.0,248.26687116564418
2020,Q3,Delhi,East District,641,163616.0,255.25117004680186
2020,Q3,Delhi,South District,637,157653.0,247.49293563579278
2020,Q3,Delhi,North District,588,136601.0,232.31462585034015
2020,Q3,Delhi,Shahdara District,316,73604.0,232.9240506329114
2020,Q4,Delhi,West District,1383,1065762.0,770.6160520607375
2020,Q4,Delhi,South East Delhi District,1240,965278.0,778.45
2020,Q4,Delhi,South West District,1094,1007667.0,921.0850091407679
2020,Q4,Delhi,New Delhi District,1030,945117.0,917.5893203883495
2020,Q4,Delhi,North West District,993,770313.0,775.7432024169184
2020,Q4,Delhi,Central Delhi District,778,611387.0,785.844473007712
2020,Q4,Delhi,North District,760,645843.0,849.7934210526316
2020,Q4,Delhi,East District,732,564969.0,771.8155737704918
2020,Q4,Delhi,South District,622,567678.0,912.6655948553055
2020,Q4,Delhi,Shahdara District,578,464731.0,804.0328719723184
2021,Q1,Delhi,West District,2017,1508820.0,748.0515617253346
2021,Q1,Delhi,South East Delhi District,1672,1129582.0,675.5873205741627
2021,Q1,Delhi,New Delhi District,1315,1007873.0,766.4433460076045
2021,Q1,Delhi,Central Delhi District,1248,904623.0,724.8581730769231
2021,Q1,Delhi,North West District,1209,1039214.0,859.564929693962
2021,Q1,Delhi,South West District,1122,955826.0,851.8948306595365
2021,Q1,Delhi,North District,1071,836840.0,781.3632119514473
2021,Q1,Delhi,South District,876,689212.0,786.7716894977169
2021,Q1,Delhi,East District,869,557334.0,641.3509781357883
2021,Q1,Delhi,North East District,724,557236.0,769.6629834254144
2021,Q2,Delhi,West District,1965,1709029.0,869.7348600508906
2021,Q2,Delhi,North District,1715,1204997.0,702.6221574344023
2021,Q2,Delhi,South East Delhi District,1372,1138461.0,829.7820699708454
2021,Q2,Delhi,South West District,1350,1213927.0,899.2051851851852
2021,Q2,Delhi,North West District,1241,1037196.0,835.7743755036261
2021,Q2,Delhi,New Delhi District,1214,1094080.0,901.2191103789127
2021,Q2,Delhi,Central Delhi District,1169,912743.0,780.7895637296834
2021,Q2,Delhi,South District,966,804844.0,833.1718426501035
2021,Q2,Delhi,East District,905,673239.0,743.9104972375691
2021,Q2,Delhi,North East District,757,545097.0,720.0752972258916
2021,Q3,Delhi,West District,2246,2081839.0,926.9096170970614
2021,Q3,Delhi,South East Delhi District,1983,1712098.0,863.3877962682803
2021,Q3,Delhi,Central Delhi District,1922,1681351.0,874.7924037460978
2021,Q3,Delhi,New Delhi District,1614,1641612.0,1017.1078066914498
2021,Q3,Delhi,South West District,1605,1521438.0,947.9364485981308
2021,Q3,Delhi,North West District,1564,1354014.0,865.7378516624041
2021,Q3,Delhi,North District,1393,1225046.0,879.4300071787509
2021,Q3,Delhi,East District,1163,1050569.0,903.3267411865864
2021,Q3,Delhi,North East District,1095,880410.0,804.027397260274
2021,Q3,Delhi,South District,1091,1054717.0,966.7433547204399
2021,Q4,Delhi,West District,5047,5302169.0,1050.5585496334456
2021,Q4,Delhi,South East Delhi District,3928,4127616.0,1050.8187372708758
2021,Q4,Delhi,North West District,3819,4201220.0,1100.0837915684733
2021,Q4,Delhi,Central Delhi District,3812,3661609.0,960.5480062959076
2021,Q4,Delhi,New Delhi District,3386,3883912.0,1147.050206733609
2021,Q4,Delhi,South West District,3041,3508911.0,1153.8674778033542
2021,Q4,Delhi,North District,2825,3116537.0,1103.1989380530974
2021,Q4,Delhi,East District,2256,2417363.0,1071.5261524822695
2021,Q4,Delhi,Shahdara District,2078,2090727.0,1006.1246390760347
2021,Q4,Delhi,South District,2057,2315999.0,1125.9110354885756
2022,Q1,Delhi,West District,4368,5442041.0,1245.8885073260074
2022,Q1,Delhi,South East Delhi District,3520,4221226.0,1199.2119318181817
2022,Q1,Delhi,North West District,3003,3853703.0,1283.2843822843822
2022,Q1,Delhi,Central Delhi District,2816,3359581.0,1193.0330255681818
2022,Q1,Delhi,New Delhi District,2587,3572728.0,1381.0313103981446
2022,Q1,Delhi,South West District,2524,3460149.0,1370.898969889065
2022,Q1,Delhi,North District,2321,3131536.0,1349.218440327445
2022,Q1,Delhi,East District,1911,2269280.0,1187.4829931972788
2022,Q1,Delhi,South District,1879,2413929.0,1284.6881319850984
2022,Q1,Delhi,North East District,1695,1862686.0,1098.9297935103245
2022,Q2,Delhi,West District,3733,4528416.0,1213.0768818644522
2022,Q2,Delhi,South East Delhi District,3161,3474446.0,1099.1603922809238
2022,Q2,Delhi,New Delhi District,2855,3574229.0,1251.9190893169878
2022,Q2,Delhi,North West District,2845,3510159.0,1233.7992970123023
2022,Q2,Delhi,Central Delhi District,2686,3314681.0,1234.0584512285927
2022,Q2,Delhi,South West District,2361,3039345.0,1287.312579415502
2022,Q2,Delhi,North District,1952,2490119.0,1275.6757172131147
2022,Q2,Delhi,East District,1843,2145058.0,1163.8947368421052
2022,Q2,Delhi,South District,1775,2119168.0,1193.8974647887323
2022,Q2,Delhi,Shahdara District,1609,1844384.0,1146.2921068986948
2022,Q3,Delhi,West District,5208,5873812.0,1127.8440860215053
2022,Q3,Delhi,South East Delhi District,4420,4781194.0,1081.7180995475112
2022,Q3,Delhi,New Delhi District,3866,4840514.0,1252.0729436109675
2022,Q3,Delhi,North West District,3572,4132808.0,1157.0011198208288
2022,Q3,Delhi,Central Delhi District,3498,3901385.0,1115.3187535734705
2022,Q3,Delhi,South West District,3227,4114804.0,1275.1174465447784
2022,Q3,Delhi,North District,2762,3293169.0,1192.3131788559015
2022,Q3,Delhi,East District,2695,3102828.0,1151.3276437847867
2022,Q3,Delhi,South District,2517,3019117.0,1199.4902661899087
2022,Q3,Delhi,Shahdara District,2094,2339310.0,1117.1489971346705
2022,Q4,Delhi,West District,6947,8360376.0,1203.4512739311933
2022,Q4,Delhi,South East Delhi District,5868,7072604.0,1205.2835719154737
2022,Q4,Delhi,New Delhi District,5340,7125528.0,1334.3685393258427
2022,Q4,Delhi,North West District,5085,6057907.0,1191.3288102261554
2022,Q4,Delhi,Central Delhi District,4815,5765957.0,1197.498857736241
2022,Q4,Delhi,South West District,4149,5489366.0,1323.057604241986
2022,Q4,Delhi,North District,4013,5304295.0,1321.777971592325
2022,Q4,Delhi,South District,3527,4511956.0,1279.2616954919195
2022,Q4,Delhi,East District,3297,3984005.0,1208.372763117986
2022,Q4,Delhi,North East District,2948,3363238.0,1140.8541383989145
2023,Q1,Delhi,West District,6429,8754573.0,1361.731684554363
2023,Q1,Delhi,South East Delhi District,5517,7079871.0,1283.2827623708538
2023,Q1,Delhi,New Delhi District,5291,6922018.0,1308.2627102627102
2023,Q1,Delhi,Central Delhi District,4699,6401871.0,1362.3900829963823
2023,Q1,Delhi,North West District,4579,5962088.0,1302.050229307709
2023,Q1,Delhi,North District,3741,5130361.0,1371.3875968992247
2023,Q1,Delhi,South West District,3638,5341251.0,1468.1833424958768
2023,Q1,Delhi,South District,3201,4269965.0,1333.9472039987504
2023,Q1,Delhi,East District,3196,4249403.0,1329.6004380475595
2023,Q1,Delhi,Shahdara District,2806,3681028.0,1311.8417676407698
2023,Q2,Delhi,West District,5862,7931949.0,1353.113101330604
2023,Q2,Delhi,South East Delhi District,4732,6257813.0,1322.4456889264582
2023,Q2,Delhi,New Delhi District,4694,6410215.0,1365.6188751597786
2023,Q2,Delhi,North West District,4428,5604148.0,1265.6160794941284
2023,Q2,Delhi,Central Delhi District,4368,5481162.0,1254.8447802197802
2023,Q2,Delhi,South West District,3696,5282173.0,1429.1593614718615
2023,Q2,Delhi,North District,3277,4436173.0,1353.7299359169972
2023,Q2,Delhi,South District,3088,4214071.0,1364.6602979274612
2023,Q2,Delhi,East District,2857,3875525.0,1356.5015750787538
2023,Q2,Delhi,Shahdara District,2225,2826508.0,1270.3406741573033
2023,Q3,Delhi,West District,6673,8338655.0,1249.6111194365353
2023,Q3,Delhi,South East Delhi District,5876,7115008.0,1210.85908781484
2023,Q3,Delhi,New Delhi District,5549,7246294.0,1305.8738511443503
2023,Q3,Delhi,North West District,4658,5650162.0,1213.0017174753114
2023,Q3,Delhi,South West District,4448,6189343.0,1391.4889838129495
2023,Q3,Delhi,Central Delhi District,4404,5352372.0,1215.3433242506812
2023,Q3,Delhi,South District,3522,4443430.0,1261.6212379329927
2023,Q3,Delhi,North District,3469,4630888.0,1334.934563274719
2023,Q3,Delhi,East District,3371,4011665.0,1190.0519133788193
2023,Q3,Delhi,Shahdara District,2697,3233714.0,1199.0040786058585
2023,Q4,Delhi,West District,7829,10545733.0,1347.0089411163622
2023,Q4,Delhi,South East Delhi District,7111,9746023.0,1370.5558993109266
2023,Q4,Delhi,New Delhi District,5952,8790140.0,1476.8380376344087
2023,Q4,Delhi,Central Delhi District,5884,7718670.0,1311.806594153637
2023,Q4,Delhi,North West District,5426,7399787.0,1363.7646516771101
2023,Q4,Delhi,South West District,5023,7264073.0,1446.1622536332868
2023,Q4,Delhi,North District,4410,6111161.0,1385.7507936507936
2023,Q4,Delhi,South District,4127,6172136.0,1495.5502786527745
2023,Q4,Delhi,East District,3740,4742013.0,1267.9179144385027
2023,Q4,Delhi,Shahdara District,3426,4582842.0,1337.6654991243433
2020,Q2,Goa,North Goa District,181,37838.0,209.04972375690608
2020,Q2,Goa,South Goa District,160,33262.0,207.8875
2020,Q3,Goa,North Goa District,401,115163.0,287.18952618453864
2020,Q3,Goa,South Goa District,282,81701.0,289.71985815602835
2020,Q4,Goa,North Goa District,351,398099.0,1134.1851851851852
2020,Q4,Goa,South Goa District,263,284265.0,1080.855513307985
2021,Q1,Goa,North Goa District,514,464207.0,903.1264591439689
2021,Q1,Goa,South Goa District,365,363177.0,995.0054794520548
2021,Q2,Goa,North Goa District,561,531664.0,947.7076648841355
2021,Q2,Goa,South Goa District,455,496675.0,1091.5934065934066
2021,Q3,Goa,North Goa District,668,825408.0,1235.6407185628743
2021,Q3,Goa,South Goa District,546,560578.0,1026.6996336996338
2021,Q4,Goa,North Goa District,1203,1604306.0,1333.587697423109
2021,Q4,Goa,South Goa District,884,1133010.0,1281.685520361991
2022,Q1,Goa,North Goa District,1369,2131215.0,1556.7677136596055
2022,Q1,Goa,South Goa District,1265,1734030.0,1370.7747035573123
2022,Q2,Goa,North Goa District,2018,3006451.0,1489.8171456888008
2022,Q2,Goa,South Goa District,1506,2087059.0,1385.8293492695884
2022,Q3,Goa,North Goa District,1669,2298586.0,1377.2234871180347
2022,Q3,Goa,South Goa District,1488,1843522.0,1238.9260752688172
2022,Q4,Goa,North Goa District,2517,3662258.0,1455.0091378625348
2022,Q4,Goa,South Goa District,1871,2528411.0,1351.368786745056
2023,Q1,Goa,North Goa District,2130,3216159.0,1509.9338028169013
2023,Q1,Goa,South Goa District,1967,2643390.0,1343.868835790544
2023,Q2,Goa,North Goa District,2231,3373064.0,1511.906768265352
2023,Q2,Goa,South Goa District,1935,2557737.0,1321.827906976744
2023,Q3,Goa,North Goa District,2161,3229062.0,1494.244331328089
2023,Q3,Goa,South Goa District,1766,2416992.0,1368.625141562854
2023,Q4,Goa,North Goa District,2725,4320025.0,1585.3302752293578
2023,Q4,Goa,South Goa District,2158,3090976.0,1432.3336422613531
2020,Q2,Gujarat,Ahmadabad District,2282,396800.0,173.88255915863277
2020,Q2,Gujarat,Surat District,1255,220970.0,176.07171314741035
2020,Q2,Gujarat,Vadodara District,580,110090.0,189.81034482758622
2020,Q2,Gujarat,Rajkot District,545,96057.0,176.251376146789
2020,Q2,Gujarat,Gandhinagar District,509,92680.0,182.08251473477407
2020,Q2,Gujarat,Valsad District,348,64661.0,185.80747126436782
2020,Q2,Gujarat,Kachchh District,320,65377.0,204.303125
2020,Q2,Gujarat,Bharuch District,273,54151.0,198.35531135531136
2020,Q2,Gujarat,Mahesana District,192,39039.0,203.328125
2020,Q2,Gujarat,Bhavnagar District,148,28854.0,194.95945945945945
2020,Q3,Gujarat,Ahmadabad District,2682,655107.0,244.2606263982103
2020,Q3,Gujarat,Surat District,2206,544354.0,246.76065276518585
2020,Q3,Gujarat,Vadodara District,1162,360274.0,310.04647160068845
2020,Q3,Gujarat,Bharuch District,614,174068.0,283.4983713355049
2020,Q3,Gujarat,Kachchh District,583,164427.0,282.0360205831904
2020,Q3,Gujarat,Gandhinagar District,562,162208.0,288.62633451957294
2020,Q3,Gujarat,Rajkot District,522,136449.0,261.3965517241379
2020,Q3,Gujarat,Valsad District,474,130312.0,274.9198312236287
2020,Q3,Gujarat,Mahesana District,464,115807.0,249.58405172413794
2020,Q3,Gujarat,Banas Kantha District,330,77539.0,234.96666666666667
2020,Q4,Gujarat,Ahmadabad District,2306,1404202.0,608.9340849956635
2020,Q4,Gujarat,Surat District,1858,1147153.0,617.4128094725511
2020,Q4,Gujarat,Vadodara District,748,468371.0,626.1644385026738
2020,Q4,Gujarat,Bharuch District,524,356570.0,680.4770992366413
2020,Q4,Gujarat,Kachchh District,503,291840.0,580.1988071570577
2020,Q4,Gujarat,Valsad District,387,267121.0,690.235142118863
2020,Q4,Gujarat,Gandhinagar District,387,237333.0,613.2635658914729
2020,Q4,Gujarat,Mahesana District,324,192309.0,593.5462962962963
2020,Q4,Gujarat,Banas Kantha District,321,174192.0,542.6542056074767
2020,Q4,Gujarat,Rajkot District,321,181318.0,564.8535825545172
2021,Q1,Gujarat,Ahmadabad District,2902,1664753.0,573.657133011716
2021,Q1,Gujarat,Surat District,2549,1538786.0,603.6822283248333
2021,Q1,Gujarat,Vadodara District,859,544564.0,633.9511059371362
2021,Q1,Gujarat,Bharuch District,709,381284.0,537.7771509167842
2021,Q1,Gujarat,Kachchh District,674,340650.0,505.41543026706233
2021,Q1,Gujarat,Valsad District,548,307917.0,561.8923357664233
2021,Q1,Gujarat,Gandhinagar District,531,341921.0,643.9190207156308
2021,Q1,Gujarat,Banas Kantha District,446,246377.0,552.4147982062781
2021,Q1,Gujarat,Rajkot District,374,191505.0,512.0454545454545
2021,Q1,Gujarat,Mahesana District,342,194492.0,568.6900584795321
2021,Q2,Gujarat,Ahmadabad District,3074,2177028.0,708.2068965517242
2021,Q2,Gujarat,Surat District,2863,1847117.0,645.1683548725114
2021,Q2,Gujarat,Vadodara District,1171,874836.0,747.0845431255337
2021,Q2,Gujarat,Bharuch District,823,593029.0,720.5698663426489
2021,Q2,Gujarat,Kachchh District,730,529809.0,725.7657534246575
2021,Q2,Gujarat,Valsad District,640,471194.0,736.240625
2021,Q2,Gujarat,Gandhinagar District,590,519006.0,879.671186440678
2021,Q2,Gujarat,Banas Kantha District,475,272134.0,572.9136842105263
2021,Q2,Gujarat,Rajkot District,462,360621.0,780.5649350649351
2021,Q2,Gujarat,Mahesana District,453,306266.0,676.083885209713
2021,Q3,Gujarat,Surat District,3409,2501335.0,733.7444998533294
2021,Q3,Gujarat,Ahmadabad District,3405,2607478.0,765.7791483113069
2021,Q3,Gujarat,Vadodara District,1071,1010170.0,943.2026143790849
2021,Q3,Gujarat,Bharuch District,751,676899.0,901.3302263648469
2021,Q3,Gujarat,Kachchh District,719,583735.0,811.8706536856746
2021,Q3,Gujarat,Valsad District,648,601347.0,928.0046296296297
2021,Q3,Gujarat,Gandhinagar District,586,553002.0,943.6894197952219
2021,Q3,Gujarat,Banas Kantha District,567,390139.0,688.0758377425044
2021,Q3,Gujarat,Rajkot District,515,389381.0,756.0796116504854
2021,Q3,Gujarat,Mahesana District,419,348892.0,832.6778042959427
2021,Q4,Gujarat,Ahmadabad District,4857,5269395.0,1084.9073502161827
2021,Q4,Gujarat,Surat District,3232,4111750.0,1272.1998762376238
2021,Q4,Gujarat,Vadodara District,1531,1938084.0,1265.8941868060092
2021,Q4,Gujarat,Valsad District,1030,1250430.0,1214.009708737864
2021,Q4,Gujarat,Bharuch District,982,1253200.0,1276.1710794297353
2021,Q4,Gujarat,Kachchh District,937,1187041.0,1266.8527214514409
2021,Q4,Gujarat,Gandhinagar District,801,1076996.0,1344.5642946317103
2021,Q4,Gujarat,Rajkot District,698,782642.0,1121.2636103151863
2021,Q4,Gujarat,Banas Kantha District,555,642556.0,1157.7585585585587
2021,Q4,Gujarat,Mahesana District,483,611027.0,1265.0662525879918
2022,Q1,Gujarat,Ahmadabad District,6393,7847666.0,1227.5404348506179
2022,Q1,Gujarat,Surat District,4674,5433634.0,1162.5233204963629
2022,Q1,Gujarat,Vadodara District,1414,2085056.0,1474.5799151343706
2022,Q1,Gujarat,Valsad District,1138,1398820.0,1229.1915641476273
2022,Q1,Gujarat,Bharuch District,934,1363523.0,1459.8747323340472
2022,Q1,Gujarat,Kachchh District,923,1288962.0,1396.4918743228602
2022,Q1,Gujarat,Gandhinagar District,914,1703161.0,1863.4146608315098
2022,Q1,Gujarat,Rajkot District,840,1218172.0,1450.2047619047619
2022,Q1,Gujarat,Bhavnagar District,494,599549.0,1213.661943319838
2022,Q1,Gujarat,Banas Kantha District,485,634204.0,1307.637113402062
2022,Q2,Gujarat,Ahmadabad District,6962,8565312.0,1230.2947428899743
2022,Q2,Gujarat,Surat District,6127,6420167.0,1047.8483760404765
2022,Q2,Gujarat,Vadodara District,1538,2192046.0,1425.2574772431728
2022,Q2,Gujarat,Valsad District,1079,1455802.0,1349.2140871177016
2022,Q2,Gujarat,Kachchh District,1071,1371510.0,1280.5882352941176
2022,Q2,Gujarat,Gandhinagar District,985,1513678.0,1536.7289340101522
2022,Q2,Gujarat,Rajkot District,879,1248141.0,1419.9556313993173
2022,Q2,Gujarat,Bharuch District,848,1226599.0,1446.4610849056603
2022,Q2,Gujarat,Bhavnagar District,601,696335.0,1158.6272878535774
2022,Q2,Gujarat,Banas Kantha District,597,724979.0,1214.3701842546063
2022,Q3,Gujarat,Ahmadabad District,8499,9788819.0,1151.7612660312977
2022,Q3,Gujarat,Surat District,7447,7491198.0,1005.9350073855244
2022,Q3,Gujarat,Vadodara District,1983,2630678.0,1326.615229450328
2022,Q3,Gujarat,Kachchh District,1501,1786596.0,1190.2704863424383
2022,Q3,Gujarat,Gandhinagar District,1356,1828271.0,1348.2824483775812
2022,Q3,Gujarat,Valsad District,1327,1699968.0,1281.0610399397137
2022,Q3,Gujarat,Rajkot District,1093,1436547.0,1314.3156450137237
2022,Q3,Gujarat,Bharuch District,1082,1429310.0,1320.988909426987
2022,Q3,Gujarat,Banas Kantha District,735,893785.0,1216.0340136054422
2022,Q3,Gujarat,Bhavnagar District,696,791631.0,1137.4008620689656
2022,Q4,Gujarat,Ahmadabad District,9650,12572383.0,1302.8376165803109
2022,Q4,Gujarat,Surat District,7288,8864843.0,1216.3615532381998
2022,Q4,Gujarat,Vadodara District,2574,3669216.0,1425.4918414918416
2022,Q4,Gujarat,Kachchh District,1696,2267368.0,1336.8915094339623
2022,Q4,Gujarat,Gandhinagar District,1681,2507697.0,1491.7888161808448
2022,Q4,Gujarat,Valsad District,1666,2409645.0,1446.3655462184875
2022,Q4,Gujarat,Bharuch District,1522,2134893.0,1402.6892247043363
2022,Q4,Gujarat,Rajkot District,1428,2034588.0,1424.781512605042
2022,Q4,Gujarat,Mahesana District,837,1221962.0,1459.930704898447
2022,Q4,Gujarat,Banas Kantha District,806,1117875.0,1386.9416873449131
2023,Q1,Gujarat,Ahmadabad District,8530,11389837.0,1335.2681125439624
2023,Q1,Gujarat,Surat District,8426,9641022.0,1144.1991455020175
2023,Q1,Gujarat,Vadodara District,1954,3124485.0,1599.0199590583418
2023,Q1,Gujarat,Rajkot District,1601,2385641.0,1490.0943160524673
2023,Q1,Gujarat,Valsad District,1434,2301774.0,1605.142259414226
2023,Q1,Gujarat,Kachchh District,1315,1898195.0,1443.4942965779467
2023,Q1,Gujarat,Gandhinagar District,1288,2310699.0,1794.0209627329193
2023,Q1,Gujarat,Bharuch District,1216,1826288.0,1501.8815789473683
2023,Q1,Gujarat,Bhavnagar District,657,955529.0,1454.3820395738203
2023,Q1,Gujarat,Mahesana District,622,1242341.0,1997.3327974276526
2023,Q2,Gujarat,Ahmadabad District,9078,11920370.0,1313.1053095395462
2023,Q2,Gujarat,Surat District,6993,8153676.0,1165.976833976834
2023,Q2,Gujarat,Vadodara District,2055,3482569.0,1694.6807785888077
2023,Q2,Gujarat,Rajkot District,1718,2477120.0,1441.8626309662397
2023,Q2,Gujarat,Gandhinagar District,1496,2467953.0,1649.701203208556
2023,Q2,Gujarat,Valsad District,1427,2277522.0,1596.021023125438
2023,Q2,Gujarat,Kachchh District,1366,1915160.0,1402.0204978038068
2023,Q2,Gujarat,Bharuch District,1114,1801068.0,1616.75763016158
2023,Q2,Gujarat,Bhavnagar District,767,873266.0,1138.5475880052152
2023,Q2,Gujarat,Banas Kantha District,690,1193324.0,1729.4550724637681
2023,Q3,Gujarat,Ahmadabad District,13645,16204152.0,1187.5523635031147
2023,Q3,Gujarat,Surat District,13306,13249715.0,995.7699534044792
2023,Q3,Gujarat,Vadodara District,2630,3955251.0,1503.8977186311788
2023,Q3,Gujarat,Rajkot District,2289,3157047.0,1379.2254259501965
2023,Q3,Gujarat,Gandhinagar District,2270,3606515.0,1588.773127753304
2023,Q3,Gujarat,Kachchh District,2111,2799676.0,1326.2321174798674
2023,Q3,Gujarat,Valsad District,1912,2584154.0,1351.5449790794978
2023,Q3,Gujarat,Bharuch District,1777,2345201.0,1319.7529544175577
2023,Q3,Gujarat,Bhavnagar District,1099,1299978.0,1182.8735213830755
2023,Q3,Gujarat,Banas Kantha District,940,1540747.0,1639.0925531914893
2023,Q4,Gujarat,Ahmadabad District,10344,16047139.0,1551.3475444702242
2023,Q4,Gujarat,Surat District,8196,11477882.0,1400.4248413860419
2023,Q4,Gujarat,Vadodara District,2756,4865088.0,1765.2714078374456
2023,Q4,Gujarat,Rajkot District,2109,3364383.0,1595.2503556187767
2023,Q4,Gujarat,Valsad District,2030,3301560.0,1626.384236453202
2023,Q4,Gujarat,Kachchh District,1972,2767311.0,1403.301724137931
2023,Q4,Gujarat,Gandhinagar District,1952,3618581.0,1853.78125
2023,Q4,Gujarat,Bharuch District,1750,2901972.0,1658.2697142857144
2023,Q4,Gujarat,Bhavnagar District,971,1371224.0,1412.1771369721937
2023,Q4,Gujarat,Banas Kantha District,955,1817338.0,1902.9717277486911
2020,Q2,Haryana,Gurugram District,2571,438481.0,170.54881369117075
2020,Q2,Haryana,Faridabad District,1051,189308.0,180.12178877259754
2020,Q2,Haryana,Rewari District,343,69983.0,204.03206997084547
2020,Q2,Haryana,Karnal District,303,52030.0,171.7161716171617
2020,Q2,Haryana,Panipat District,297,53337.0,179.58585858585857
2020,Q2,Haryana,Sonipat District,210,43359.0,206.47142857142856
2020,Q2,Haryana,Jhajjar District,204,40299.0,197.5441176470588
2020,Q2,Haryana,Ambala District,191,43269.0,226.5392670157068
2020,Q2,Haryana,Hisar District,191,36813.0,192.73821989528795
2020,Q2,Haryana,Palwal District,130,28921.0,222.46923076923076
2020,Q3,Haryana,Gurugram District,1999,454846.0,227.5367683841921
2020,Q3,Haryana,Faridabad District,1144,297042.0,259.6520979020979
2020,Q3,Haryana,Rewari District,483,135250.0,280.0207039337474
2020,Q3,Haryana,Hisar District,361,114981.0,318.50692520775624
2020,Q3,Haryana,Panipat District,296,79561.0,268.7871621621622
2020,Q3,Haryana,Sonipat District,278,77076.0,277.2517985611511
2020,Q3,Haryana,Palwal District,258,65067.0,252.19767441860466
2020,Q3,Haryana,Jhajjar District,242,70683.0,292.07851239669424
2020,Q3,Haryana,Mahendragarh District,237,61501.0,259.4978902953587
2020,Q3,Haryana,Karnal District,232,63907.0,275.46120689655174
2020,Q4,Haryana,Gurugram District,2380,1626450.0,683.3823529411765
2020,Q4,Haryana,Faridabad District,1370,1022011.0,745.9934306569343
2020,Q4,Haryana,Rewari District,639,442173.0,691.9765258215963
2020,Q4,Haryana,Jhajjar District,393,324264.0,825.0992366412214
2020,Q4,Haryana,Hisar District,374,243421.0,650.8582887700535
2020,Q4,Haryana,Sonipat District,357,304138.0,851.9271708683474
2020,Q4,Haryana,Palwal District,295,205874.0,697.8779661016949
2020,Q4,Haryana,Mahendragarh District,271,184572.0,681.0774907749078
2020,Q4,Haryana,Panipat District,265,148352.0,559.8188679245283
2020,Q4,Haryana,Bhiwani District,257,204503.0,795.7315175097276
2021,Q1,Haryana,Gurugram District,3377,2003697.0,593.3363932484453
2021,Q1,Haryana,Faridabad District,1845,1250394.0,677.7203252032521
2021,Q1,Haryana,Rewari District,757,485758.0,641.6882430647292
2021,Q1,Haryana,Hisar District,499,324109.0,649.5170340681362
2021,Q1,Haryana,Sonipat District,493,389233.0,789.5192697768763
2021,Q1,Haryana,Panipat District,428,245026.0,572.4906542056075
2021,Q1,Haryana,Palwal District,386,239181.0,619.639896373057
2021,Q1,Haryana,Karnal District,339,211754.0,624.6430678466077
2021,Q1,Haryana,Jhajjar District,317,272445.0,859.4479495268139
2021,Q1,Haryana,Rohtak District,312,284433.0,911.6442307692307
2021,Q2,Haryana,Gurugram District,3238,2521099.0,778.5975911056207
2021,Q2,Haryana,Faridabad District,1707,1330963.0,779.7088459285296
2021,Q2,Haryana,Rewari District,1001,900929.0,900.028971028971
2021,Q2,Haryana,Sonipat District,739,843265.0,1141.0893098782137
2021,Q2,Haryana,Hisar District,683,636895.0,932.4963396778917
2021,Q2,Haryana,Mahendragarh District,502,622610.0,1240.2589641434263
2021,Q2,Haryana,Rohtak District,463,488282.0,1054.6047516198705
2021,Q2,Haryana,Panipat District,457,396928.0,868.5514223194748
2021,Q2,Haryana,Jhajjar District,457,499261.0,1092.4748358862144
2021,Q2,Haryana,Bhiwani District,424,442945.0,1044.6816037735848
2021,Q3,Haryana,Gurugram District,4501,3651728.0,811.3148189291269
2021,Q3,Haryana,Faridabad District,1957,1608197.0,821.7664793050587
2021,Q3,Haryana,Rewari District,960,921840.0,960.25
2021,Q3,Haryana,Sonipat District,673,772054.0,1147.182763744428
2021,Q3,Haryana,Hisar District,600,562880.0,938.1333333333333
2021,Q3,Haryana,Panipat District,522,513232.0,983.2030651340996
2021,Q3,Haryana,Jhajjar District,509,659985.0,1296.6306483300589
2021,Q3,Haryana,Bhiwani District,458,471344.0,1029.1353711790393
2021,Q3,Haryana,Karnal District,458,395742.0,864.0655021834061
2021,Q3,Haryana,Rohtak District,431,484147.0,1123.3109048723898
2021,Q4,Haryana,Gurugram District,5951,6492219.0,1090.9458914468157
2021,Q4,Haryana,Faridabad District,3250,3581730.0,1102.0707692307692
2021,Q4,Haryana,Rewari District,1182,1635811.0,1383.934856175973
2021,Q4,Haryana,Sonipat District,1000,1514842.0,1514.842
2021,Q4,Haryana,Jhajjar District,848,1322079.0,1559.055424528302
2021,Q4,Haryana,Hisar District,717,1163784.0,1623.1297071129707
2021,Q4,Haryana,Mahendragarh District,669,1016832.0,1519.9282511210763
2021,Q4,Haryana,Panipat District,600,903045.0,1505.075
2021,Q4,Haryana,Karnal District,577,747027.0,1294.6741767764297
2021,Q4,Haryana,Rohtak District,557,1036418.0,1860.714542190305
2022,Q1,Haryana,Gurugram District,6642,8138262.0,1225.2728093947605
2022,Q1,Haryana,Faridabad District,3517,4282216.0,1217.5763434745522
2022,Q1,Haryana,Rewari District,1254,1910239.0,1523.31658692185
