Year,Quarter,State,District,Count,Amount,Average Transaction
2022,Q3,Gujarat,Surat,7447,7491198.0,1005.9350073855244
2022,Q3,Gujarat,Vadodara,1983,2630678.0,1326.615229450328
2022,Q3,Gujarat,Kachchh,1501,1786596.0,1190.2704863424383
2022,Q3,Gujarat,Gandhinagar,1356,1828271.0,1348.2824483775812
2022,Q3,Gujarat,Valsad,1327,1699968.0,1281.0610399397137
2022,Q3,Gujarat,Rajkot,1093,1436547.0,1314.3156450137237
2022,Q3,Gujarat,Bharuch,1082,1429310.0,1320.988909426987
2022,Q3,Gujarat,Banas Kantha,735,893785.0,1216.0340136054422
2022,Q3,Gujarat,Bhavnagar,696,791631.0,1137.4008620689656
2022,Q4,Gujarat,Ahmadabad,9650,12572383.0,1302.8376165803109
2022,Q4,Gujarat,Surat,7288,8864843.0,1216.3615532381998
2022,Q4,Gujarat,Vadodara,2574,3669216.0,1425.4918414918416
2022,Q4,Gujarat,Kachchh,1696,2267368.0,1336.8915094339623
2022,Q4,Gujarat,Gandhinagar,1681,2507697.0,1491.7888161808448
2022,Q4,Gujarat,Valsad,1666,2409645.0,1446.3655462184875
2022,Q4,Gujarat,Bharuch,1522,2134893.0,1402.6892247043363
2022,Q4,Gujarat,Rajkot,1428,2034588.0,1424.781512605042
2022,Q4,Gujarat,Mahesana,837,1221962.0,1459.930704898447
2022,Q4,Gujarat,Banas Kantha,806,1117875.0,1386.9416873449131
2023,Q1,Gujarat,Ahmadabad,8530,11389837.0,1335.2681125439624
2023,Q1,Gujarat,Surat,8426,9641022.0,1144.1991455020175
2023,Q1,Gujarat,Vadodara,1954,3124485.0,1599.0199590583418
2023,Q1,Gujarat,Rajkot,1601,2385641.0,1490.0943160524673
2023,Q1,Gujarat,Valsad,1434,2301774.0,1605.142259414226
2023,Q1,Gujarat,Kachchh,1315,1898195.0,1443.4942965779467
2023,Q1,Gujarat,Gandhinagar,1288,2310699.0,1794.0209627329193
2023,Q1,Gujarat,Bharuch,1216,1826288.0,1501.8815789473683
2023,Q1,Gujarat,Bhavnagar,657,955529.0,1454.3820395738203
2023,Q1,Gujarat,Mahesana,622,1242341.0,1997.3327974276526
2023,Q2,Gujarat,Ahmadabad,9078,11920370.0,1313.1053095395462
2023,Q2,Gujarat,Surat,6993,8153676.0,1165.976833976834
2023,Q2,Gujarat,Vadodara,2055,3482569.0,1694.6807785888077
2023,Q2,Gujarat,Rajkot,1718,2477120.0,1441.8626309662397
2023,Q2,Gujarat,Gandhinagar,1496,2467953.0,1649.701203208556
2023,Q2,Gujarat,Valsad,1427,2277522.0,1596.021023125438
2023,Q2,Gujarat,Kachchh,1366,1915160.0,1402.0204978038068
2023,Q2,Gujarat,Bharuch,1114,1801068.0,1616.75763016158
2023,Q2,Gujarat,Bhavnagar,767,873266.0,1138.5475880052152
2023,Q2,Gujarat,Banas Kantha,690,1193324.0,1729.4550724637681
2023,Q3,Gujarat,Ahmadabad,13645,16204152.0,1187.5523635031147
2023,Q3,Gujarat,Surat,13306,13249715.0,995.7699534044792
2023,Q3,Gujarat,Vadodara,2630,3955251.0,1503.8977186311788
2023,Q3,Gujarat,Rajkot,2289,3157047.0,1379.2254259501965
2023,Q3,Gujarat,Gandhinagar,2270,3606515.0,1588.773127753304
2023,Q3,Gujarat,Kachchh,2111,2799676.0,1326.2321174798674
2023,Q3,Gujarat,Valsad,1912,2584154.0,1351.5449790794978
2023,Q3,Gujarat,Bharuch,1777,2345201.0,1319.7529544175577
2023,Q3,Gujarat,Bhavnagar,1099,1299978.0,1182.8735213830755
2023,Q3,Gujarat,Banas Kantha,940,1540747.0,1639.0925531914893
2023,Q4,Gujarat,Ahmadabad,10344,16047139.0,1551.3475444702242
2023,Q4,Gujarat,Surat,8196,11477882.0,1400.4248413860419
2023,Q4,Gujarat,Vadodara,2756,4865088.0,1765.2714078374456
2023,Q4,Gujarat,Rajkot,2109,3364383.0,1595.2503556187767
2023,Q4,Gujarat,Valsad,2030,3301560.0,1626.384236453202
2023,Q4,Gujarat,Kachchh,1972,2767311.0,1403.301724137931
2023,Q4,Gujarat,Gandhinagar,1952,3618581.0,1853.78125
2023,Q4,Gujarat,Bharuch,1750,2901972.0,1658.2697142857144
2023,Q4,Gujarat,Bhavnagar,971,1371224.0,1412.1771369721937
2023,Q4,Gujarat,Banas Kantha,955,1817338.0,1902.9717277486911
2020,Q2,Haryana,Gurugram,2571,438481.0,170.54881369117075
2020,Q2,Haryana,Faridabad,1051,189308.0,180.12178877259754
2020,Q2,Haryana,Rewari,343,69983.0,204.03206997084547
2020,Q2,Haryana,Karnal,303,52030.0,171.7161716171617
2020,Q2,Haryana,Panipat,297,53337.0,179.58585858585857
2020,Q2,Haryana,Sonipat,210,43359.0,206.47142857142856
2020,Q2,Haryana,Jhajjar,204,40299.0,197.5441176470588
2020,Q2,Haryana,Ambala,191,43269.0,226.5392670157068
2020,Q2,Haryana,Hisar,191,36813.0,192.73821989528795
2020,Q2,Haryana,Palwal,130,28921.0,222.46923076923076
2020,Q3,Haryana,Gurugram,1999,454846.0,227.5367683841921
2020,Q3,Haryana,Faridabad,1144,297042.0,259.6520979020979
2020,Q3,Haryana,Rewari,483,135250.0,280.0207039337474
2020,Q3,Haryana,Hisar,361,114981.0,318.50692520775624
2020,Q3,Haryana,Panipat,296,79561.0,268.7871621621622
2020,Q3,Haryana,Sonipat,278,77076.0,277.2517985611511
2020,Q3,Haryana,Palwal,258,65067.0,252.19767441860466
2020,Q3,Haryana,Jhajjar,242,70683.0,292.07851239669424
2020,Q3,Haryana,Mahendragarh,237,61501.0,259.4978902953587
2020,Q3,Haryana,Karnal,232,63907.0,275.46120689655174
2020,Q4,Haryana,Gurugram,2380,1626450.0,683.3823529411765
2020,Q4,Haryana,Faridabad,1370,1022011.0,745.9934306569343
2020,Q4,Haryana,Rewari,639,442173.0,691.9765258215963
2020,Q4,Haryana,Jhajjar,393,324264.0,825.0992366412214
2020,Q4,Haryana,Hisar,374,243421.0,650.8582887700535
2020,Q4,Haryana,Sonipat,357,304138.0,851.9271708683474
2020,Q4,Haryana,Palwal,295,205874.0,697.8779661016949
2020,Q4,Haryana,Mahendragarh,271,184572.0,681.0774907749078
2020,Q4,Haryana,Panipat,265,148352.0,559.8188679245283
2020,Q4,Haryana,Bhiwani,257,204503.0,795.7315175097276
2021,Q1,Haryana,Gurugram,3377,2003697.0,593.3363932484453
2021,Q1,Haryana,Faridabad,1845,1250394.0,677.7203252032521
2021,Q1,Haryana,Rewari,757,485758.0,641.6882430647292
2021,Q1,Haryana,Hisar,499,324109.0,649.5170340681362
2021,Q1,Haryana,Sonipat,493,389233.0,789.5192697768763
2021,Q1,Haryana,Panipat,428,245026.0,572.4906542056075
2021,Q1,Haryana,Palwal,386,239181.0,619.639896373057
2021,Q1,Haryana,Karnal,339,211754.0,624.6430678466077
2021,Q1,Haryana,Jhajjar,317,272445.0,859.4479495268139
2021,Q1,Haryana,Rohtak,312,284433.0,911.6442307692307
2021,Q2,Haryana,Gurugram,3238,2521099.0,778.5975911056207
2021,Q2,Haryana,Faridabad,1707,1330963.0,779.7088459285296
2021,Q2,Haryana,Rewari,1001,900929.0,900.028971028971
2021,Q2,Haryana,Sonipat,739,843265.0,1141.0893098782137
2021,Q2,Haryana,Hisar,683,636895.0,932.4963396778917
2021,Q2,Haryana,Mahendragarh,502,622610.0,1240.2589641434263
2021,Q2,Haryana,Rohtak,463,488282.0,1054.6047516198705
2021,Q2,Haryana,Panipat,457,396928.0,868.5514223194748
2021,Q2,Haryana,Jhajjar,457,499261.0,1092.4748358862144
2021,Q2,Haryana,Bhiwani,424,442945.0,1044.6816037735848
2021,Q3,Haryana,Gurugram,4501,3651728.0,811.3148189291269
2021,Q3,Haryana,Faridabad,1957,1608197.0,821.7664793050587
2021,Q3,Haryana,Rewari,960,921840.0,960.25
2021,Q3,Haryana,Sonipat,673,772054.0,1147.182763744428
2021,Q3,Haryana,Hisar,600,562880.0,938.1333333333333
2021,Q3,Haryana,Panipat,522,513232.0,983.2030651340996
2021,Q3,Haryana,Jhajjar,509,659985.0,1296.6306483300589
2021,Q3,Haryana,Bhiwani,458,471344.0,1029.1353711790393
2021,Q3,Haryana,Karnal,458,395742.0,864.0655021834061
2021,Q3,Haryana,Rohtak,431,484147.0,1123.3109048723898
2021,Q4,Haryana,Gurugram,5951,6492219.0,1090.9458914468157
2021,Q4,Haryana,Faridabad,3250,3581730.0,1102.0707692307692
2021,Q4,Haryana,Rewari,1182,1635811.0,1383.934856175973
2021,Q4,Haryana,Sonipat,1000,1514842.0,1514.842
2021,Q4,Haryana,Jhajjar,848,1322079.0,1559.055424528302
2021,Q4,Haryana,Hisar,717,1163784.0,1623.1297071129707
2021,Q4,Haryana,Mahendragarh,669,1016832.0,1519.9282511210763
2021,Q4,Haryana,Panipat,600,903045.0,1505.075
2021,Q4,Haryana,Karnal,577,747027.0,1294.6741767764297
2021,Q4,Haryana,Rohtak,557,1036418.0,1860.714542190305
2022,Q1,Haryana,Gurugram,6642,8138262.0,1225.2728093947605
2022,Q1,Haryana,Faridabad,3517,4282216.0,1217.5763434745522
2022,Q1,Haryana,Rewari,1254,1910239.0,1523.31658692185
2022,Q1,Haryana,Sonipat,1178,1965399.0,1668.4202037351442
2022,Q1,Haryana,Jhajjar,869,1532926.0,1764.0115074798618
2022,Q1,Haryana,Hisar,855,1334248.0,1560.5239766081872
2022,Q1,Haryana,Karnal,850,1119397.0,1316.9376470588236
2022,Q1,Haryana,Rohtak,836,1302980.0,1558.5885167464114
2022,Q1,Haryana,Panipat,806,1239244.0,1537.5235732009926
2022,Q1,Haryana,Mahendragarh,675,1004950.0,1488.8148148148148
2022,Q2,Haryana,Gurugram,6554,7627997.0,1163.8689350015259
2022,Q2,Haryana,Faridabad,3527,4157319.0,1178.7125035440883
2022,Q2,Haryana,Rewari,1449,2050909.0,1415.3961352657004
2022,Q2,Haryana,Sonipat,1227,2016582.0,1643.5061124694375
2022,Q2,Haryana,Hisar,1141,1695856.0,1486.2892199824714
2022,Q2,Haryana,Panipat,1030,1355321.0,1315.8456310679612
2022,Q2,Haryana,Jhajjar,987,1449163.0,1468.2502532928065
2022,Q2,Haryana,Bhiwani,931,1348492.0,1448.4339419978517
2022,Q2,Haryana,Rohtak,908,1318503.0,1452.0958149779735
2022,Q2,Haryana,Karnal,901,1294206.0,1436.410654827969
2022,Q3,Haryana,Gurugram,10085,10744733.0,1065.4172533465544
2022,Q3,Haryana,Faridabad,4789,5313116.0,1109.4416370849865
2022,Q3,Haryana,Rewari,1838,2341723.0,1274.0603917301414
2022,Q3,Haryana,Sonipat,1657,2565808.0,1548.465902232951
2022,Q3,Haryana,Hisar,1516,2224226.0,1467.1675461741424
2022,Q3,Haryana,Jhajjar,1451,2211785.0,1524.317711922812
2022,Q3,Haryana,Panipat,1432,1773022.0,1238.1438547486034
2022,Q3,Haryana,Rohtak,1242,1806212.0,1454.2769726247986
2022,Q3,Haryana,Karnal,1150,1799811.0,1565.0530434782609
2022,Q3,Haryana,Bhiwani,1147,1597842.0,1393.0619006102877
2022,Q4,Haryana,Gurugram,11347,14333166.0,1263.167885784789
2022,Q4,Haryana,Faridabad,5980,7492688.0,1252.9578595317726
2022,Q4,Haryana,Rewari,1987,2881000.0,1449.9245093105183
2022,Q4,Haryana,Sonipat,1969,3340650.0,1696.6226510919248
2022,Q4,Haryana,Jhajjar,1582,2713177.0,1715.0297092288242
2022,Q4,Haryana,Hisar,1413,2309773.0,1634.658881811748
2022,Q4,Haryana,Panipat,1375,2059529.0,1497.8392727272728
2022,Q4,Haryana,Rohtak,1355,2305432.0,1701.4258302583025
2022,Q4,Haryana,Mahendragarh,1211,1666096.0,1375.8018166804295
2022,Q4,Haryana,Karnal,1113,2024575.0,1819.0251572327045
2023,Q1,Haryana,Gurugram,10981,15057940.0,1371.272197431928
2023,Q1,Haryana,Faridabad,5728,7830067.0,1366.9809706703911
2023,Q1,Haryana,Hisar,2090,3545685.0,1696.5
2023,Q1,Haryana,Rewari,1988,3178735.0,1598.9612676056338
2023,Q1,Haryana,Sonipat,1780,3324135.0,1867.491573033708
2023,Q1,Haryana,Jhajjar,1432,2772611.0,1936.1808659217877
2023,Q1,Haryana,Rohtak,1273,2377291.0,1867.471327572663
2023,Q1,Haryana,Panipat,1190,1891460.0,1589.4621848739496
2023,Q1,Haryana,Karnal,1119,2173782.0,1942.6112600536194
2023,Q1,Haryana,Ambala,1034,1859227.0,1798.0918762088975
2023,Q2,Haryana,Gurugram,11759,15891257.0,1351.4122799557786
2023,Q2,Haryana,Faridabad,5775,7426519.0,1285.977316017316
2023,Q2,Haryana,Rewari,2301,3295937.0,1432.393307257714
2023,Q2,Haryana,Hisar,2201,3727277.0,1693.4470695138573
2023,Q2,Haryana,Sonipat,2089,3563822.0,1705.9942556247008
2023,Q2,Haryana,Jhajjar,1683,2751393.0,1634.8146167557932
2023,Q2,Haryana,Panipat,1548,2298671.0,1484.9295865633076
2023,Q2,Haryana,Rohtak,1425,2386384.0,1674.6554385964912
2023,Q2,Haryana,Ambala,1312,2316706.0,1765.782012195122
2023,Q2,Haryana,Bhiwani,1272,2111956.0,1660.3427672955975
2023,Q3,Haryana,Gurugram,13467,16796070.0,1247.2020494542214
2023,Q3,Haryana,Faridabad,6299,7830941.0,1243.2038418796635
2023,Q3,Haryana,Rewari,2303,3251849.0,1412.0056448111159
2023,Q3,Haryana,Sonipat,1998,3234041.0,1618.6391391391392
2023,Q3,Haryana,Hisar,1931,3178279.0,1645.9238736406007
2023,Q3,Haryana,Panipat,1713,2369450.0,1383.2165791009925
2023,Q3,Haryana,Jhajjar,1610,2671111.0,1659.0751552795032
2023,Q3,Haryana,Karnal,1574,2126635.0,1351.102287166455
2023,Q3,Haryana,Rohtak,1425,2349687.0,1648.9031578947368
2023,Q3,Haryana,Bhiwani,1187,1847464.0,1556.41449031171
2023,Q4,Haryana,Gurugram,14118,20950373.0,1483.9476554752798
2023,Q4,Haryana,Faridabad,7244,10321129.0,1424.7831308669242
2023,Q4,Haryana,Rewari,2540,4615327.0,1817.057874015748
2023,Q4,Haryana,Sonipat,2370,4304743.0,1816.3472573839663
2023,Q4,Haryana,Jhajjar,2040,3606286.0,1767.7872549019608
2023,Q4,Haryana,Hisar,1999,3705402.0,1853.6278139069534
2023,Q4,Haryana,Panipat,1919,3130020.0,1631.068264721209
2023,Q4,Haryana,Rohtak,1541,2892015.0,1876.7131732641142
2023,Q4,Haryana,Bhiwani,1439,2523209.0,1753.4461431549687
2023,Q4,Haryana,Karnal,1422,2515568.0,1769.0351617440226
2020,Q2,Himachal Pradesh,Solan,97,19714.0,203.23711340206185
2020,Q2,Himachal Pradesh,Kullu,80,11543.0,144.2875
2020,Q2,Himachal Pradesh,Mandi,54,10723.0,198.57407407407408
2020,Q2,Himachal Pradesh,Shimla,44,8364.0,190.0909090909091
2020,Q2,Himachal Pradesh,Kangra,38,9269.0,243.92105263157896
2020,Q2,Himachal Pradesh,Hamirpur,31,6714.0,216.58064516129033
2020,Q2,Himachal Pradesh,Sirmaur,19,4111.0,216.3684210526316
2020,Q2,Himachal Pradesh,Bilaspur,11,2712.0,246.54545454545453
2020,Q2,Himachal Pradesh,Una,11,2651.0,241.0
2020,Q2,Himachal Pradesh,Chamba,4,1447.0,361.75
2020,Q3,Himachal Pradesh,Solan,132,38040.0,288.1818181818182
2020,Q3,Himachal Pradesh,Kangra,89,26682.0,299.7977528089888
2020,Q3,Himachal Pradesh,Shimla,74,26993.0,364.77027027027026
2020,Q3,Himachal Pradesh,Mandi,58,21176.0,365.1034482758621
2020,Q3,Himachal Pradesh,Sirmaur,39,10928.0,280.20512820512823
2020,Q3,Himachal Pradesh,Kullu,34,14714.0,432.7647058823529
2020,Q3,Himachal Pradesh,Una,31,6127.0,197.6451612903226
2020,Q3,Himachal Pradesh,Hamirpur,25,8139.0,325.56
2020,Q3,Himachal Pradesh,Bilaspur,17,4750.0,279.4117647058824
2020,Q3,Himachal Pradesh,Chamba,14,4150.0,296.42857142857144
2020,Q4,Himachal Pradesh,Solan,162,88870.0,548.5802469135803
2020,Q4,Himachal Pradesh,Kangra,153,166625.0,1089.0522875816994
2020,Q4,Himachal Pradesh,Shimla,74,57412.0,775.8378378378378
2020,Q4,Himachal Pradesh,Mandi,73,83521.0,1144.123287671233
2020,Q4,Himachal Pradesh,Hamirpur,59,57764.0,979.0508474576271
2020,Q4,Himachal Pradesh,Una,51,48891.0,958.6470588235294
2020,Q4,Himachal Pradesh,Sirmaur,50,47332.0,946.64
2020,Q4,Himachal Pradesh,Chamba,29,20481.0,706.2413793103449
2020,Q4,Himachal Pradesh,Kullu,19,14390.0,757.3684210526316
2020,Q4,Himachal Pradesh,Bilaspur,19,16248.0,855.1578947368421
2021,Q1,Himachal Pradesh,Solan,248,140127.0,565.0282258064516
2021,Q1,Himachal Pradesh,Kangra,214,225446.0,1053.4859813084113
2021,Q1,Himachal Pradesh,Mandi,116,82328.0,709.7241379310345
2021,Q1,Himachal Pradesh,Shimla,97,96526.0,995.1134020618557
2021,Q1,Himachal Pradesh,Hamirpur,84,121562.0,1447.1666666666667
2021,Q1,Himachal Pradesh,Sirmaur,82,57506.0,701.2926829268292
2021,Q1,Himachal Pradesh,Una,67,61213.0,913.6268656716418
2021,Q1,Himachal Pradesh,Kullu,58,22094.0,380.9310344827586
2021,Q1,Himachal Pradesh,Bilaspur,43,38469.0,894.6279069767442
2021,Q1,Himachal Pradesh,Chamba,41,44528.0,1086.0487804878048
2021,Q2,Himachal Pradesh,Solan,243,196231.0,807.5349794238683
2021,Q2,Himachal Pradesh,Kangra,233,344261.0,1477.5150214592275
2021,Q2,Himachal Pradesh,Mandi,135,197249.0,1461.1037037037038
2021,Q2,Himachal Pradesh,Shimla,117,118778.0,1015.1965811965812
2021,Q2,Himachal Pradesh,Sirmaur,107,115857.0,1082.7757009345794
2021,Q2,Himachal Pradesh,Hamirpur,86,146075.0,1698.546511627907
2021,Q2,Himachal Pradesh,Kullu,75,45639.0,608.52
2021,Q2,Himachal Pradesh,Bilaspur,68,66886.0,983.6176470588235
2021,Q2,Himachal Pradesh,Una,65,86930.0,1337.3846153846155
2021,Q2,Himachal Pradesh,Chamba,59,60257.0,1021.3050847457627
2021,Q3,Himachal Pradesh,Solan,391,390500.0,998.7212276214834
2021,Q3,Himachal Pradesh,Kangra,362,662048.0,1828.8618784530386
2021,Q3,Himachal Pradesh,Kullu,168,138495.0,824.375
2021,Q3,Himachal Pradesh,Shimla,137,189891.0,1386.065693430657
2021,Q3,Himachal Pradesh,Hamirpur,133,198322.0,1491.142857142857
2021,Q3,Himachal Pradesh,Sirmaur,133,167321.0,1258.0526315789473
2021,Q3,Himachal Pradesh,Mandi,125,200257.0,1602.056
2021,Q3,Himachal Pradesh,Bilaspur,97,143442.0,1478.7835051546392
2021,Q3,Himachal Pradesh,Una,95,174175.0,1833.421052631579
2021,Q3,Himachal Pradesh,Chamba,87,119346.0,1371.7931034482758
2021,Q4,Himachal Pradesh,Kangra,535,1087881.0,2033.422429906542
2021,Q4,Himachal Pradesh,Solan,506,677171.0,1338.2826086956522
2021,Q4,Himachal Pradesh,Una,245,489125.0,1996.4285714285713
2021,Q4,Himachal Pradesh,Hamirpur,234,454797.0,1943.576923076923
2021,Q4,Himachal Pradesh,Mandi,216,461966.0,2138.7314814814813
2021,Q4,Himachal Pradesh,Sirmaur,196,327046.0,1668.6020408163265
2021,Q4,Himachal Pradesh,Shimla,192,487857.0,2540.921875
2021,Q4,Himachal Pradesh,Bilaspur,116,195467.0,1685.0603448275863
2021,Q4,Himachal Pradesh,Kullu,97,207502.0,2139.1958762886597
2021,Q4,Himachal Pradesh,Chamba,96,184684.0,1923.7916666666667
2022,Q1,Himachal Pradesh,Kangra,674,1204389.0,1786.927299703264
2022,Q1,Himachal Pradesh,Solan,552,852367.0,1544.143115942029
2022,Q1,Himachal Pradesh,Hamirpur,312,604752.0,1938.3076923076924
2022,Q1,Himachal Pradesh,Sirmaur,253,503526.0,1990.2213438735178
2022,Q1,Himachal Pradesh,Una,198,383701.0,1937.8838383838383
2022,Q1,Himachal Pradesh,Mandi,189,424112.0,2243.978835978836
2022,Q1,Himachal Pradesh,Shimla,180,482453.0,2680.2944444444443
2022,Q1,Himachal Pradesh,Chamba,165,277194.0,1679.9636363636364
2022,Q1,Himachal Pradesh,Bilaspur,108,196856.0,1822.7407407407406
2022,Q1,Himachal Pradesh,Kullu,101,184037.0,1822.148514851485
2022,Q2,Himachal Pradesh,Kangra,669,1348463.0,2015.6397608370703
2022,Q2,Himachal Pradesh,Solan,556,859012.0,1544.9856115107914
2022,Q2,Himachal Pradesh,Mandi,251,500409.0,1993.6613545816733
2022,Q2,Himachal Pradesh,Hamirpur,239,479368.0,2005.7238493723848
2022,Q2,Himachal Pradesh,Una,230,450565.0,1958.9782608695652
2022,Q2,Himachal Pradesh,Shimla,221,489594.0,2215.3574660633485
2022,Q2,Himachal Pradesh,Sirmaur,218,341033.0,1564.3715596330276
2022,Q2,Himachal Pradesh,Kullu,159,305767.0,1923.062893081761
2022,Q2,Himachal Pradesh,Chamba,154,274749.0,1784.0844155844156
2022,Q2,Himachal Pradesh,Bilaspur,93,213842.0,2299.3763440860216
2022,Q3,Himachal Pradesh,Kangra,823,1348052.0,1637.973268529769
2022,Q3,Himachal Pradesh,Solan,805,1176468.0,1461.4509316770186
2022,Q3,Himachal Pradesh,Sirmaur,322,498374.0,1547.745341614907
2022,Q3,Himachal Pradesh,Hamirpur,301,550440.0,1828.7043189368771
2022,Q3,Himachal Pradesh,Shimla,295,570328.0,1933.3152542372882
2022,Q3,Himachal Pradesh,Mandi,293,588312.0,2007.8907849829352
2022,Q3,Himachal Pradesh,Una,230,358128.0,1557.0782608695652
2022,Q3,Himachal Pradesh,Chamba,217,379656.0,1749.5668202764978
2022,Q3,Himachal Pradesh,Kullu,156,300504.0,1926.3076923076924
2022,Q3,Himachal Pradesh,Bilaspur,138,266328.0,1929.9130434782608
2022,Q4,Himachal Pradesh,Kangra,1085,2218111.0,2044.3419354838709
2022,Q4,Himachal Pradesh,Solan,1009,1741427.0,1725.8939544103073
2022,Q4,Himachal Pradesh,Sirmaur,432,710927.0,1645.664351851852
2022,Q4,Himachal Pradesh,Hamirpur,359,728113.0,2028.1699164345405
2022,Q4,Himachal Pradesh,Una,353,682027.0,1932.087818696884
2022,Q4,Himachal Pradesh,Shimla,341,854465.0,2505.7624633431087
2022,Q4,Himachal Pradesh,Mandi,310,725635.0,2340.7580645161293
2022,Q4,Himachal Pradesh,Chamba,249,459421.0,1845.0642570281125
2022,Q4,Himachal Pradesh,Kullu,175,371574.0,2123.28
2022,Q4,Himachal Pradesh,Bilaspur,174,346816.0,1993.1954022988505
2023,Q1,Himachal Pradesh,Kangra,950,1883388.0,1982.5136842105262
2023,Q1,Himachal Pradesh,Solan,812,1428093.0,1758.7352216748768
2023,Q1,Himachal Pradesh,Sirmaur,375,732159.0,1952.424
2023,Q1,Himachal Pradesh,Hamirpur,350,684183.0,1954.8085714285714
2023,Q1,Himachal Pradesh,Shimla,334,801571.0,2399.9131736526947
2023,Q1,Himachal Pradesh,Mandi,264,633837.0,2400.8977272727275
2023,Q1,Himachal Pradesh,Una,253,621486.0,2456.4664031620555
2023,Q1,Himachal Pradesh,Chamba,242,418898.0,1730.98347107438
2023,Q1,Himachal Pradesh,Kullu,189,310035.0,1640.3968253968253
2023,Q1,Himachal Pradesh,Bilaspur,108,212666.0,1969.1296296296296
2023,Q2,Himachal Pradesh,Kangra,979,2087628.0,2132.408580183861
2023,Q2,Himachal Pradesh,Solan,878,1427609.0,1625.978359908884
2023,Q2,Himachal Pradesh,Mandi,373,750098.0,2010.9865951742627
2023,Q2,Himachal Pradesh,Hamirpur,371,718811.0,1937.4959568733154
2023,Q2,Himachal Pradesh,Shimla,351,883035.0,2515.769230769231
2023,Q2,Himachal Pradesh,Una,299,645275.0,2158.1103678929767
2023,Q2,Himachal Pradesh,Sirmaur,289,518018.0,1792.4498269896194
2023,Q2,Himachal Pradesh,Chamba,229,406428.0,1774.7947598253274
2023,Q2,Himachal Pradesh,Kullu,227,566436.0,2495.3127753303966
2023,Q2,Himachal Pradesh,Bilaspur,144,317410.0,2204.2361111111113
2023,Q3,Himachal Pradesh,Kangra,998,2023047.0,2027.1012024048096
2023,Q3,Himachal Pradesh,Solan,825,1315793.0,1594.9006060606062
2023,Q3,Himachal Pradesh,Hamirpur,375,780271.0,2080.7226666666666
2023,Q3,Himachal Pradesh,Sirmaur,347,642000.0,1850.1440922190202
2023,Q3,Himachal Pradesh,Mandi,303,659502.0,2176.5742574257424
2023,Q3,Himachal Pradesh,Una,276,506882.0,1836.5289855072465
2023,Q3,Himachal Pradesh,Shimla,264,718409.0,2721.246212121212
2023,Q3,Himachal Pradesh,Chamba,202,333469.0,1650.8366336633662
2023,Q3,Himachal Pradesh,Bilaspur,141,345402.0,2449.659574468085
2023,Q3,Himachal Pradesh,Kullu,133,306144.0,2301.8345864661655
2023,Q4,Himachal Pradesh,Kangra,1319,3070701.0,2328.052312357847
2023,Q4,Himachal Pradesh,Solan,1075,2115674.0,1968.0688372093023
2023,Q4,Himachal Pradesh,Sirmaur,460,988869.0,2149.715217391304
2023,Q4,Himachal Pradesh,Hamirpur,437,976800.0,2235.2402745995423
2023,Q4,Himachal Pradesh,Mandi,430,1051722.0,2445.8651162790698
2023,Q4,Himachal Pradesh,Una,381,917948.0,2409.3123359580054
2023,Q4,Himachal Pradesh,Shimla,373,1041293.0,2791.670241286863
2023,Q4,Himachal Pradesh,Chamba,287,512946.0,1787.2682926829268
2023,Q4,Himachal Pradesh,Kullu,205,555859.0,2711.5073170731707
2023,Q4,Himachal Pradesh,Bilaspur,185,478990.0,2589.135135135135
2020,Q2,Jammu & Kashmir,Jammu,90,20793.0,231.03333333333333
2020,Q2,Jammu & Kashmir,Udhampur,15,3721.0,248.06666666666666
2020,Q2,Jammu & Kashmir,Srinagar,13,3764.0,289.53846153846155
2020,Q2,Jammu & Kashmir,Samba,12,2538.0,211.5
2020,Q2,Jammu & Kashmir,Kupwara,11,1669.0,151.72727272727272
2020,Q2,Jammu & Kashmir,Rajouri,10,1961.0,196.1
2020,Q2,Jammu & Kashmir,Kathua,9,2171.0,241.22222222222223
2020,Q2,Jammu & Kashmir,Baramulla,8,2309.0,288.625
2020,Q2,Jammu & Kashmir,Reasi,7,1356.0,193.71428571428572
2020,Q2,Jammu & Kashmir,Pulwama,6,1637.0,272.8333333333333
2020,Q3,Jammu & Kashmir,Jammu,178,57768.0,324.53932584269666
2020,Q3,Jammu & Kashmir,Srinagar,37,12500.0,337.8378378378378
2020,Q3,Jammu & Kashmir,Baramulla,31,7873.0,253.96774193548387
2020,Q3,Jammu & Kashmir,Samba,26,7652.0,294.3076923076923
2020,Q3,Jammu & Kashmir,Kathua,25,6856.0,274.24
2020,Q3,Jammu & Kashmir,Budgam,23,6888.0,299.4782608695652
2020,Q3,Jammu & Kashmir,Rajouri,18,4443.0,246.83333333333334
2020,Q3,Jammu & Kashmir,Udhampur,15,2284.0,152.26666666666668
2020,Q3,Jammu & Kashmir,Kupwara,15,5610.0,374.0
2020,Q3,Jammu & Kashmir,Reasi,14,5059.0,361.35714285714283
2020,Q4,Jammu & Kashmir,Jammu,220,234831.0,1067.4136363636364
2020,Q4,Jammu & Kashmir,Samba,55,52801.0,960.0181818181818
2020,Q4,Jammu & Kashmir,Srinagar,48,71117.0,1481.6041666666667
2020,Q4,Jammu & Kashmir,Kathua,42,48827.0,1162.547619047619
2020,Q4,Jammu & Kashmir,Udhampur,39,38569.0,988.9487179487179
